@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R2,5'

@attribute comm numeric
@attribute ddev numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
8,2,30,11,166,4345,1453,24,4,defective
42,3,12,63,357,4777,1378,43,27,defective
59,4,3,71,375,4933,1331,23,8,defective
85,5,168,124,588,5246,1553,186,270,defective
69,6,18,165,414,4674,1494,40,49,defective
1,1,4,1,108,6971,2064,2,2,clean
1,2,3,1,166,546,0,3,1,clean
7,3,144648,10,357,3414,871,139,104,defective
2,4,900,2,375,5104,1448,23,11,clean
7,5,27930,12,588,4071,1156,1508,1570,defective
10,6,59792,33,414,5129,1353,12,16,clean
10,7,201552,11,764,6595,1853,499,708,defective
3,1,697,3,108,6228,2321,17,6,clean
6,2,1241,6,357,6563,2365,108,76,defective
3,3,3,3,375,9321,2780,28,21,clean
12,4,12,16,588,8262,2351,918,974,defective
8,5,36,9,414,7048,2428,11,42,clean
22,6,201552,42,764,3719,1213,900,945,defective
1,1,1,1,108,3817,1020,1,1,clean
3,2,1804,3,357,11842,3127,42,86,clean
2,3,140,2,375,4963,472,34,22,clean
18,4,176,22,588,6373,1754,759,739,defective
10,5,9135,11,414,4758,1415,27,29,defective
23,6,6,29,764,4512,1261,205,198,defective
3,1,56,3,108,3966,518,4,2,clean
6,2,2,7,166,3563,752,4,3,clean
11,3,8,12,357,3309,1064,64,83,defective
15,4,2,19,375,4154,1403,65,51,clean
28,5,12,40,588,3861,1215,382,482,defective
10,6,88509,12,414,6357,2021,87,107,defective
42,7,16,67,764,4070,1262,639,704,defective
1,1,48,1,108,7328,138,6,8,clean
5,2,144648,5,357,5743,1900,106,105,defective
2,3,1,2,375,6110,826,2,1,clean
17,4,4,29,588,6767,1791,683,689,defective
10,5,16968,14,414,5645,1911,27,42,defective
29,6,104,45,764,3527,1115,633,606,defective
1,1,2,1,108,3025,962,2,1,clean
2,2,1386,2,375,3232,1025,20,41,clean
3,3,7965,4,588,5701,1674,3373,3415,defective
1,4,120,1,764,3522,1169,12,10,clean
3,1,77,4,108,5913,1562,4,4,clean
2,2,8,2,166,4975,1674,12,4,clean
20,3,868,25,357,4419,1351,53,34,defective
10,4,18,12,375,4685,1552,21,13,clean
46,5,3,57,588,5040,1564,287,354,defective
21,6,10,31,414,4992,1711,24,38,clean
70,7,4480,114,764,4219,1296,472,466,defective
1,1,56,1,108,4329,1418,8,7,clean
3,2,10,3,357,5079,1472,46,14,clean
8,3,3,10,588,7376,2294,1542,1434,defective
5,4,2376,6,414,3266,1104,632,623,defective
5,5,4511,10,764,3432,885,837,888,clean
1,1,1,1,108,1726,524,1,1,clean
13,1,4,17,108,3914,834,11,5,defective
17,2,30,20,166,3500,1134,25,3,defective
49,3,12,61,357,4082,1047,143,92,defective
56,4,10,70,375,4538,1215,37,12,defective
82,5,168,116,588,4418,1277,66,125,defective
67,6,108885,113,414,4309,1319,28,29,defective
167,7,24,321,764,3911,1211,411,405,defective
4,1,4,4,108,5354,1738,14,11,clean
6,2,10368,6,166,6204,1895,182,140,clean
22,3,24,28,357,5323,1661,76,47,defective
22,4,30,30,375,4747,1515,25,13,clean
30,5,100,45,588,5690,1705,371,487,defective
32,6,160,45,414,5926,1896,34,34,defective
76,7,1,119,764,4332,1377,437,468,defective
6,1,4224,6,108,3453,1169,25,9,clean
6,2,1032,7,166,3857,1125,72,20,defective
32,3,2,46,357,4830,1350,190,110,defective
33,4,442,41,375,4093,1227,64,55,defective
88,5,5,139,588,4565,1363,268,284,defective
88,6,11,129,414,4654,1436,103,90,defective
115,7,104,232,764,3791,1177,349,346,defective
1,1,1,1,108,674,121,1,1,clean
1,2,3,1,166,15844,4032,3,0,clean
2,3,144648,2,357,3582,1055,196,185,defective
1,4,16,1,375,184,0,1,16,clean
6,5,25,8,588,4219,1186,1689,1688,defective
4,6,5092,5,414,2536,675,29,13,defective
11,7,201552,14,764,1908,438,447,445,defective
1,1,380,1,108,2437,562,20,19,clean
7,2,17,9,357,2134,510,120,71,defective
1,3,64,2,375,2728,654,8,8,clean
2,4,2,4,588,4960,1187,3362,3371,defective
7,5,2208,8,764,1911,500,574,551,defective
1,1,900,1,108,2257,344,30,30,clean
1,2,15,1,357,1696,318,0,15,clean
1,3,4,1,375,2262,344,2,2,clean
2,4,18300,3,588,6023,1640,4519,4544,defective
1,5,2,1,414,1671,318,2,1,clean
2,6,2208,4,764,1543,245,75,79,clean
3,1,8,4,108,3389,777,141,47,clean
3,2,3550,3,357,3230,980,28,31,clean
2,3,406,2,375,4478,1413,44,26,clean
6,4,1024,7,588,3966,1252,852,703,defective
6,5,3,6,414,4013,1387,644,617,defective
14,6,4511,16,764,3431,923,278,349,clean
4,1,697,4,108,4839,1688,14,4,clean
3,2,350,4,166,4817,1753,13,3,clean
14,3,1804,14,357,5793,1707,51,54,defective
9,4,13,9,375,5965,1913,31,5,clean
21,5,3599,26,588,8016,2416,720,739,defective
22,6,1,30,414,5963,1957,15,23,clean
33,7,1,70,764,3977,1276,321,318,defective
1,1,192,1,108,3672,1288,16,12,clean
1,2,64,1,166,7007,2080,16,4,clean
3,3,2050,4,357,5776,1773,118,103,defective
1,4,5,1,375,3822,1356,5,0,clean
3,5,11918972,4,588,8405,2376,3372,3370,defective
5,6,72,5,414,5382,1602,20,6,clean
14,7,95,21,764,5205,1609,459,441,defective
1,1,77,1,108,6095,2309,7,11,clean
1,2,24,1,166,6239,2367,24,1,clean
8,3,36,13,357,4903,1600,81,39,defective
2,4,1782,2,375,7666,2290,23,27,clean
23,5,108,31,588,5435,1740,466,456,defective
13,6,5,16,414,6038,2034,15,17,clean
39,7,7,64,764,4600,1539,337,417,defective
12,1,126,15,108,3912,1220,27,19,clean
31,2,42,38,166,5228,1533,48,19,clean
69,3,1250,102,357,5592,1596,47,56,defective
120,4,798,145,375,4573,1318,87,30,defective
166,5,1178,230,588,5359,1661,241,260,defective
89,6,108885,146,414,5187,1683,32,40,defective
42,7,25740,166,764,4444,1345,51,77,defective
1,1,160,1,108,7377,138,20,8,clean
3,2,140,3,375,5665,244,12,6,clean
1,3,11918972,2,588,8201,2302,6718,6741,defective
3,4,8,7,764,5334,1606,6,200,clean
2,1,54,2,108,8723,2297,29,2,clean
1,2,182,1,166,3624,945,13,14,clean
3,3,119,6,357,6559,2351,22,6,clean
6,4,596,7,375,6458,1963,49,27,clean
17,5,1,20,588,4222,1305,703,916,defective
10,6,99,10,414,5203,1640,11,7,clean
24,7,36,59,764,4110,1196,124,178,defective
2,1,3,2,108,2868,840,40,19,clean
1,2,144648,1,357,7144,2110,392,369,defective
2,3,311364,2,375,4307,1369,291,279,clean
9,4,7426,12,588,5450,1691,1598,1514,defective
4,5,3,7,414,4793,1692,7,33,clean
15,6,201552,26,764,3512,1010,551,423,defective
3,1,3,3,108,2816,849,14,1,clean
2,2,64,2,166,4142,1304,13,13,clean
5,3,144648,8,357,4827,1408,65,48,defective
5,4,1,5,375,5967,1675,16,6,clean
16,5,1,20,588,4103,1155,713,717,defective
4,6,7,5,414,4120,1168,9,2,clean
22,7,5,26,764,4977,1288,354,405,defective
1,1,64,1,108,15599,3971,8,8,clean
6,2,77,6,357,7554,2060,35,16,clean
6,3,1640,7,375,4924,1057,13,10,clean
14,4,300,17,588,8792,2326,1104,1079,defective
6,5,1,6,414,4856,1246,33,15,defective
26,6,1,44,764,2941,775,341,344,clean
6,1,8,6,108,4712,879,7,2,defective
2,2,140,2,166,4291,1247,11,3,clean
12,3,80,12,357,6014,1701,78,71,defective
8,4,4,8,375,4791,1473,34,7,clean
46,5,108,58,588,5698,1483,290,378,defective
19,6,3168,30,414,5288,1708,20,31,defective
53,7,7,85,764,4278,1299,360,373,defective
5,1,77,5,108,5610,2081,8,2,clean
7,2,2520,8,166,4306,1580,28,7,clean
14,3,87,15,357,5803,2061,80,35,defective
11,4,6,12,375,5937,1874,18,14,clean
28,5,57,36,588,5856,1973,600,541,defective
22,6,36,33,414,4293,1553,48,35,clean
58,7,16,93,764,4358,1483,462,493,clean
2,1,260,2,108,2594,673,25,18,defective
3,2,315,3,166,4513,1399,12,13,clean
9,3,2,10,357,4649,1196,72,57,defective
5,4,30,19,375,3997,1099,12,8,clean
8,5,18,9,588,6003,1576,1563,1582,defective
3,6,21,20,414,4710,1432,2,7,clean
1,1,2,1,108,6385,1583,2,0,clean
5,2,54,9,166,6533,1558,66,12,defective
8,3,87,10,357,7999,2527,31,29,clean
4,4,1444,4,375,8300,2480,39,33,clean
17,5,9,22,588,8577,2484,687,722,defective
14,6,10,22,414,5320,1874,20,23,clean
46,7,1066,66,764,4789,1566,390,441,defective
2,1,528,2,108,7362,138,21,9,clean
1,2,108,1,166,7406,138,18,6,defective
3,3,480,3,357,7366,795,145,127,defective
5,4,20,7,588,7032,1703,1956,1963,defective
5,5,1,6,414,5523,1670,43,18,clean
10,6,201552,17,764,3953,1227,580,635,defective
1,1,24,1,108,2455,566,24,1,clean
1,2,5712,1,166,2598,597,119,48,defective
7,3,40,9,357,4405,1212,18,10,defective
1,4,744,1,375,4498,1486,31,24,clean
7,5,1,15,588,6074,1898,925,905,defective
9,6,16,11,414,6069,1853,47,41,defective
45,7,484,68,764,5403,1648,424,469,defective
2,1,4224,2,108,6557,2178,48,22,clean
4,2,9,4,166,6050,2064,7,1,clean
10,3,10,17,357,6825,2147,118,70,defective
5,4,1,5,375,6058,1894,4,1,clean
19,5,30,23,588,6603,2004,679,709,defective
6,6,39,9,414,5728,1678,31,46,clean
38,7,201552,57,764,4345,1385,584,707,defective
1,1,4092,1,108,10929,2779,66,62,clean
5,2,23,5,166,7770,2473,36,3,clean
15,3,33,33,357,6231,1936,53,30,defective
43,4,5,52,375,4298,1475,147,27,defective
33,5,32,43,588,5777,1866,369,391,defective
27,6,108885,37,414,6059,2023,36,49,clean
93,7,72,147,764,4275,1440,389,410,defective
1,1,6298,1,108,3043,693,67,94,clean
3,2,3550,5,357,2754,607,55,800,defective
5,3,3,8,375,3979,882,168,165,clean
6,4,676,17,588,3365,1054,1333,1438,defective
3,5,59792,5,414,4757,1245,66,114,clean
12,6,33,22,764,3106,709,367,370,defective
2,1,72,2,108,4108,1282,21,2,clean
4,2,1260,4,166,3960,1188,30,12,clean
16,3,6,23,357,3806,998,326,195,defective
17,4,88,21,375,3899,1065,102,71,defective
17,5,128,63,588,4471,1393,15,25,clean
1,1,220,1,108,12,0,22,10,clean
1,2,12,1,166,3688,1296,4,3,clean
5,3,399,7,357,4010,1256,67,61,defective
1,4,16,1,375,12,0,8,2,clean
21,5,1,29,588,4992,1379,535,519,defective
7,6,25,10,414,2867,836,13,22,clean
25,7,3,39,764,3788,1122,458,435,defective
3,1,45,3,108,11611,2964,5,1,clean
5,2,3,5,166,7250,2183,11,3,clean
21,3,18,24,357,4439,1303,153,155,defective
13,4,21,15,375,5682,1735,33,32,clean
27,5,3,39,588,8352,2409,509,545,defective
15,6,10,18,414,5484,1692,33,25,defective
23,7,24,65,764,5288,1618,26,42,defective
1,1,1,1,108,6119,2317,1,0,clean
9,2,184,9,166,7205,2138,116,18,clean
17,3,868,18,357,5348,1781,131,70,defective
17,4,6,17,375,4585,1609,42,11,clean
5,5,578,50,588,4420,1267,6,30,clean
14,1,9,15,108,5367,1531,10,4,defective
11,2,6,13,166,4751,1397,17,8,clean
36,3,1,49,357,6722,1942,45,25,defective
37,4,16,47,375,6611,1871,24,16,clean
77,5,108,136,588,5995,1724,297,385,defective
33,6,59792,109,414,4613,1457,14,36,defective
2,1,1272,4,108,3943,1258,38,37,clean
1,2,23,1,357,4188,1331,23,0,defective
3,3,24,3,588,4469,1436,59,112,clean
1,4,457650,1,764,4961,1604,675,678,clean
1,1,140,1,108,4377,1035,10,14,clean
2,2,22,2,166,3226,731,11,9,clean
10,3,36,27,357,3225,848,17,302,defective
1,1,10,1,108,795,129,10,0,clean
1,2,3,1,357,632,130,3,1,clean
1,3,6,1,375,842,129,2,3,clean
1,4,2208,2,764,1534,151,48,46,clean
2,1,6,2,108,3111,733,2,2,clean
5,2,315,7,357,3049,731,197,21,defective
1,3,216,2,375,17224,4451,24,9,clean
3,4,1700070,6,588,8956,2489,4632,4804,defective
3,5,37341,6,764,4224,1132,835,574,clean
1,1,12,1,108,1806,300,4,3,clean
2,2,2,2,166,1811,301,8,1,clean
10,3,56,10,357,3578,549,258,82,defective
4,4,25,4,375,1493,238,318,102,defective
4,5,9,4,588,4678,1503,169,31,defective
1,6,9,1,414,1423,243,9,0,clean
16,7,6,23,764,4657,1475,343,327,defective
1,1,217,1,108,3960,1263,31,7,clean
1,2,3474,2,588,4582,1491,18,193,clean
1,3,536,1,414,4867,1606,67,8,clean
1,4,457650,1,764,4961,1604,675,678,clean
1,1,217,1,108,3960,1263,31,7,clean
1,2,3474,2,588,4582,1491,18,193,clean
1,3,457650,1,764,4961,1604,675,678,clean
1,1,1,1,108,6980,2065,1,1,clean
1,2,9,1,375,7502,2252,3,3,clean
1,3,230878,1,764,4746,1823,479,482,clean
1,1,4,1,108,1020,173,2,2,clean
1,2,41800,1,764,2925,502,200,209,clean
1,1,77,2,108,6095,2309,7,11,clean
1,2,24,1,588,7047,2690,8,3,clean
7,3,4752,12,764,3796,1453,863,1679,clean
2,1,1,2,108,2383,623,1,1,clean
1,2,91,1,166,945,130,13,7,clean
1,3,21,1,357,17109,4412,7,3,clean
2,4,31,2,375,3399,758,16,1,clean
4,5,196,6,588,6792,1746,2286,2269,defective
7,6,680,15,414,4237,1265,19,14,clean
1,1,848,1,108,3855,781,424,2,clean
3,2,132888,3,166,5059,1254,200,84,clean
1,3,7,1,357,108,0,7,0,clean
1,4,8,1,375,4328,1397,8,0,clean
2,5,30,2,588,7147,2339,6,2,clean
1,6,217,4,414,4648,1394,7,19,clean
8,7,22018,13,764,3313,1026,535,544,clean
1,1,4,1,108,2428,540,4,0,clean
1,2,154,1,357,2531,575,77,2,clean
2,3,100,2,375,2821,638,13,8,clean
2,4,1564,4,588,2945,1191,1022,1439,defective
1,5,59792,1,414,5613,1280,148,404,clean
4,6,12267,4,764,5738,1263,182,302,clean
1,1,380,1,108,2437,562,20,19,clean
1,2,5712,1,166,2598,597,119,48,defective
2,3,27,2,357,2593,593,3,6,clean
6,4,60,6,588,3174,959,54,132,clean
6,5,4,6,764,2497,706,237,239,clean
1,1,150,1,108,1974,680,15,10,clean
1,2,3,1,166,15843,4031,1,3,clean
1,3,1804,1,357,16624,4301,22,82,clean
1,4,11918972,2,588,8201,2302,6718,6741,defective
1,5,6,2,414,8520,2395,3,2,clean
3,6,7755,5,764,3699,1125,151,230,clean
1,1,3584,1,108,1003,300,128,28,clean
1,2,6890,1,588,963,300,65,106,clean
1,3,13108,1,764,981,302,113,116,clean
1,1,3584,1,108,1003,300,128,28,clean
1,2,13108,2,764,981,302,113,116,clean
1,1,56,1,108,3952,1260,14,4,clean
1,1,10,1,108,490,81,10,1,clean
2,2,4,4,414,1604,393,17,66,clean
2,3,1353,7,764,2469,614,3,43,clean
1,1,56,4,108,1030,315,8,1,clean
1,2,3249,3,588,56,0,56,56,clean
1,3,4,1,414,56,0,4,0,clean
1,4,92,1,764,4949,1613,4,23,clean
1,1,220,1,108,12,0,22,10,clean
1,2,166,1,375,0,0,0,166,clean
1,3,3,1,414,12,0,3,0,clean
1,4,324,2,764,14,0,26,26,clean
1,1,220,1,108,12,0,22,10,clean
1,2,324,1,764,17,0,18,18,clean
1,1,220,1,108,12,0,22,10,clean
2,2,1961,3,414,17,0,14,17,clean
1,3,324,1,764,17,0,18,18,clean
1,1,220,1,108,12,0,22,10,clean
1,2,166,1,375,0,0,0,166,clean
1,3,324,1,764,17,0,18,18,clean
1,1,3584,2,108,1003,300,128,28,clean
1,2,13108,1,764,981,302,113,116,clean
1,1,41,1,108,2759,797,1,41,clean
1,1,49,1,108,2060,421,7,7,clean
1,2,6,1,166,4382,1038,3,2,clean
4,3,32,14,357,2523,628,22,388,clean
1,1,4,1,108,1020,173,2,2,clean
1,2,3477,1,764,1039,172,57,61,clean
1,1,81,1,108,1020,173,9,9,clean
1,2,176,1,166,4028,1285,22,8,clean
1,3,11,1,588,4502,1441,11,0,clean
2,4,35,3,764,4948,1606,452,453,clean
1,1,21,1,108,3062,694,21,0,clean
1,1,4,1,108,205,47,2,2,clean
1,2,80,2,414,2131,591,3,11,clean
1,1,1,1,108,2,0,1,1,clean
1,1,8,1,108,55,0,8,0,clean
1,2,3025,1,588,55,0,55,55,clean
1,1,11,1,108,2432,542,11,0,clean
1,2,77672,2,588,2948,1356,2044,2087,defective
2,3,12267,3,764,5781,1270,76,305,clean
1,1,220,1,108,12,0,22,10,clean
1,2,324,1,764,17,0,18,18,clean
1,1,17732,1,108,3575,743,124,143,clean
1,2,132888,1,166,4068,838,588,226,clean
1,3,487830,1,764,4066,827,690,707,clean
1,1,5,1,108,57,0,5,1,clean
1,2,21,1,375,4221,1356,0,21,clean
1,3,3249,1,588,57,0,57,57,clean
1,4,19,1,414,4636,1511,19,1,clean
1,5,457650,1,764,4961,1604,675,678,clean
1,1,220,2,108,12,0,22,10,clean
1,2,166,1,375,0,0,0,166,clean
1,3,1961,1,414,20,0,37,53,clean
1,4,324,2,764,18,0,31,32,clean
2,1,1272,2,108,3943,1258,38,37,clean
2,2,5,2,357,126,23,0,4,clean
1,3,28,1,375,4325,1396,4,7,clean
3,4,22,4,588,2261,723,44,69,clean
3,5,3654,3,764,3322,1074,267,253,clean
1,1,13,1,108,3941,1258,13,0,clean
1,2,24,1,166,2247,768,6,4,clean
10,3,27930,10,588,1874,573,67,201,clean
4,4,1,4,414,1841,505,18,35,clean
1,5,784,6,764,3059,886,15,15,clean
1,1,42,1,108,2468,554,14,3,clean
1,2,77672,2,588,2948,1356,2044,2087,defective
1,3,298660,1,764,5719,1273,548,545,clean
2,1,1272,4,108,3943,1258,38,37,clean
1,2,266,1,357,4170,1327,14,19,clean
1,3,186,1,375,47,0,31,6,clean
3,4,1,7,588,4650,1316,9,43,clean
2,1,6,2,108,3111,733,2,2,clean
1,2,28,1,166,6239,2039,4,7,clean
1,3,14,20,375,3700,940,2,18,clean
1,1,217,1,108,3960,1263,31,7,clean
1,2,3474,2,588,4582,1491,18,193,clean
1,3,457650,1,764,4961,1604,675,678,clean
1,1,6,1,108,3932,1254,6,1,clean
1,1,12,1,108,3101,730,6,2,clean
1,2,17,1,588,241,0,1,17,clean
1,3,9801,1,764,864,233,99,99,clean
7,1,6,7,108,3558,1083,4,1,clean
5,2,348,6,166,4958,1611,37,25,defective
28,3,868,31,357,4337,1372,89,44,defective
6,4,3,9,375,6490,1923,17,12,clean
36,5,72,52,588,5216,1548,305,304,defective
31,6,1,38,414,4040,1285,137,127,defective
54,7,13,91,764,3605,1065,421,387,defective
1,1,27,1,108,4727,1447,9,3,clean
1,1,3,1,108,4327,1416,3,0,clean
1,2,8,1,166,3288,1134,4,2,clean
2,3,1650,2,375,4959,1764,40,11,clean
4,4,15964,4,588,4615,1565,16,77,clean
6,5,10,6,414,4825,1643,10,17,defective
8,6,171810,13,764,3566,1169,342,349,clean
4,1,1272,5,108,2289,679,18,15,clean
3,2,48,3,166,8009,2212,61,4,clean
7,3,3,9,357,5682,1528,63,11,defective
6,4,444,14,375,3923,1162,11,9,defective
14,5,21,31,588,4806,1429,485,732,defective
11,6,4,13,414,3411,1090,42,40,defective
28,7,293085,56,764,3152,933,683,628,clean
1,1,4,1,108,2169,732,4,0,clean
1,2,144648,1,357,7144,2110,392,369,defective
2,3,4,2,588,2386,784,8,3,clean
2,4,10,2,414,2447,863,11,2,clean
3,5,201552,5,764,4571,1405,916,915,clean
1,1,6,1,166,3961,1264,3,2,clean
2,1,89,3,166,14973,0,5831,4976,defective
1,2,27882880,1,357,10754,224,3040,9172,defective
2,3,43,2,375,6121,77,272,0,clean
5,4,747,5,588,7751,97,53,6,clean
2,5,60,2,414,146,3,215,0,clean
5,6,142,9,764,531,76,38,19,clean
1,1,4,1,166,204,47,0,4,clean
1,2,4,1,414,197,47,4,0,clean
1,1,6,1,166,3961,1264,6,0,clean
1,2,457650,1,764,4961,1604,675,678,clean
1,1,52,1,166,14,0,13,4,clean
2,2,336,3,375,1965,504,20,13,clean
3,3,901,3,588,342,48,320,15,clean
3,4,1075,3,414,4499,1202,38,23,clean
5,5,270,5,764,404,93,50,68,clean
1,1,8,1,166,500,172,4,2,clean
1,2,5,1,357,48,0,0,5,clean
3,3,196,3,588,292,75,21,11,clean
1,4,1,1,414,14,0,1,1,clean
4,5,81,5,764,313,46,19,16,clean
1,1,64951728,1,166,15237,0,8702,7464,defective
1,2,27882880,1,357,10754,224,3040,9172,defective
1,1,4,1,166,10957,2784,2,2,clean
3,2,56,4,357,6604,1668,44,40,defective
2,3,5,2,588,550,57,9,0,clean
1,4,96,2,414,5805,1330,12,8,clean
4,5,16,5,764,3417,767,246,260,clean
7,1,10,8,166,3043,973,38,30,defective
4,2,27,4,357,4364,1274,229,116,defective
8,3,798,14,375,5648,1548,12,11,clean
15,4,54,17,588,4956,1480,854,864,defective
7,5,25596,7,414,5018,1501,30,37,defective
35,6,16686,62,764,3932,1178,488,414,defective
1,1,9,1,166,226,0,9,1,clean
1,2,469221,1,764,310,0,683,687,clean
1,1,4,2,166,3218,728,2,2,clean
1,2,469221,1,764,310,0,683,687,clean
1,1,4,2,166,3218,728,2,2,clean
1,2,5,1,588,272,0,5,0,clean
1,3,24,1,414,282,0,3,8,clean
1,4,469221,1,764,310,0,683,687,clean
1,1,4,2,166,3218,728,2,2,clean
1,1,1,1,166,6350,2371,1,1,clean
2,2,144648,3,357,8250,2204,150,125,defective
4,3,8,5,588,8083,1919,2712,2712,defective
6,4,7,7,414,6354,2051,9,7,clean
16,5,201552,22,764,4318,1407,525,533,defective
1,1,5712,1,166,2598,597,119,48,defective
2,2,36,2,357,1602,378,133,58,defective
12,3,6,16,375,3285,1067,306,18,defective
12,4,4,18,588,4679,1571,997,1024,defective
5,5,16,7,414,2760,976,381,3,defective
15,6,682,20,764,3821,1305,422,477,defective
1,1,77,1,166,4107,846,77,1,defective
2,1,50576,2,166,2390,580,122,112,defective
1,2,30,1,357,3396,1092,2,15,clean
3,3,9,5,375,2654,758,10,7,clean
4,4,196,16,588,3336,1371,6,416,clean
1,1,74,1,166,1623,413,37,2,clean
2,2,1736,2,375,4284,1378,31,20,clean
2,1,10368,2,166,6204,2350,78,36,clean
4,2,144648,4,357,4166,1106,321,147,defective
2,3,18,2,375,6252,1885,18,30,clean
12,4,9,13,588,5868,1646,1078,1085,defective
6,5,66,7,414,5846,1937,82,49,clean
29,6,16,45,764,3810,1200,391,500,clean
1,1,140,1,166,3824,1029,20,7,clean
2,2,14362,2,357,11391,3281,43,83,clean
6,3,35,8,375,4688,1483,15,5,clean
10,4,92,12,588,6714,2028,1250,1296,defective
8,5,1,9,414,4921,1625,7,9,clean
13,6,3,27,764,4722,1406,163,205,defective
1,1,54,4,166,5616,1144,19,8,clean
3,2,144648,4,357,7134,1519,127,109,defective
8,3,80,8,375,4065,1240,30,6,defective
11,4,25,13,588,6688,1495,1144,1141,defective
3,5,10,3,414,7448,2191,10,4,clean
12,6,341,35,764,3711,1127,358,411,defective
2,1,88,2,166,6281,2361,6,5,clean
4,2,15,5,357,5562,1890,81,80,defective
3,3,180,3,375,6523,2429,11,4,clean
11,4,32,14,588,6332,2087,997,1023,defective
16,5,5092,18,414,3963,1221,250,244,defective
32,6,192,39,764,4344,1450,452,672,defective
1,1,12,1,166,4452,1378,4,3,clean
7,2,144648,7,357,8130,2399,105,79,defective
4,3,1782,9,375,6235,2121,45,17,clean
11,4,32,12,588,6319,1977,1205,1197,defective
3,5,121,4,414,5835,1994,4,3,clean
17,6,484,41,764,3925,1181,465,544,defective
1,1,240,1,166,7004,2080,10,24,clean
21,2,144648,45,357,3628,1045,66,21,defective
5,3,4,5,375,6770,1906,97,11,clean
23,4,1,35,588,4969,1309,461,666,defective
5,5,1,5,414,5561,1600,94,87,clean
33,6,77,46,764,4777,1380,395,432,defective
3,1,10,3,166,3965,556,5,0,clean
10,2,8,12,357,7724,1897,55,48,defective
3,3,744,4,375,3735,1136,38,39,clean
8,4,90,9,588,7880,2172,1599,1710,defective
8,5,16,8,414,4271,1340,26,30,defective
24,6,201552,32,764,2596,757,277,291,clean
3,1,24,3,166,3377,1003,6,3,clean
2,2,1,2,357,1966,544,4,3,clean
2,3,51,2,375,3434,1105,11,1,clean
6,4,9,16,588,7258,1977,12,16,defective
2,1,12,2,166,10126,2787,450,56,clean
1,2,144648,1,357,7144,2110,392,369,defective
6,3,1,6,375,10945,3037,47,12,clean
8,4,462,9,588,7372,2042,1568,1578,defective
2,5,160,2,414,6286,2022,18,6,clean
13,6,201552,17,764,4910,1551,802,1028,defective
2,1,4,2,166,1773,609,4,1,clean
3,2,144648,3,357,3846,1160,147,133,defective
1,3,3800,1,375,3412,1096,76,50,clean
7,4,13,10,588,5029,1615,1374,1382,defective
1,5,12,1,414,6904,2607,3,4,clean
8,6,201552,25,764,5151,1654,23,54,clean
1,1,20,1,166,4758,1465,4,5,clean
1,2,9,4,764,4710,1507,1,9,clean
5,1,10005,6,166,4404,1123,234,143,defective
13,2,39,16,357,5222,1259,490,255,defective
19,3,210,21,375,11727,2954,148,35,defective
53,4,155,62,588,13659,3712,312,371,defective
9,5,112710,9,414,8225,2267,108,79,defective
79,6,32,88,764,8115,2197,126,158,defective
1,1,3,1,166,2389,479,3,0,clean
2,2,100,3,588,5505,1534,4482,4497,defective
1,3,3819,2,414,1893,595,67,57,clean
5,4,2208,7,764,1594,373,356,355,clean
2,1,182,2,166,9041,2397,14,3,clean
2,2,836,6,357,4770,1149,15,652,clean
1,3,3,1,375,2338,806,3,0,clean
5,4,9,11,588,5728,1431,1530,1233,defective
3,5,12,4,414,4035,1084,6,2,clean
6,6,4511,7,764,2492,609,221,267,clean
2,1,182,3,166,2358,707,57,20,defective
15,2,192,32,357,3746,1073,50,133,defective
13,3,64,15,375,3152,1029,21,10,defective
20,4,2,42,588,2214,561,480,431,defective
6,5,408,10,414,1723,495,17,13,clean
28,6,5,45,764,2517,777,201,203,defective
4,1,9,6,166,2256,661,18,5,clean
4,2,52,9,357,2235,569,152,93,defective
5,3,35,5,375,3324,939,146,25,defective
29,4,9,50,588,2781,754,655,688,defective
6,5,88509,9,414,3368,1028,42,90,clean
8,6,44,29,764,2851,764,17,15,clean
1,1,534,1,166,4246,1318,178,3,defective
2,2,10,3,357,2827,918,4,2,clean
1,3,6,1,375,1269,398,6,0,clean
11,4,5,13,588,6067,1752,1110,1079,defective
7,5,15,8,414,6030,1798,32,48,clean
14,6,168921,16,764,4279,1193,509,475,defective
1,1,88,3,166,5563,1975,5,6,clean
2,2,4,6,357,5187,1702,86,67,defective
14,3,4,18,588,4836,1335,756,757,defective
17,4,201552,20,764,3768,1157,496,525,defective
1,1,1458,1,166,4140,1314,162,9,clean
2,2,11,2,375,3950,1068,42,8,clean
3,3,80,4,588,6344,1869,3364,3377,defective
5,4,408,11,764,3827,1172,353,164,clean
1,1,96876,1,166,16480,4243,897,108,clean
1,2,10,1,357,3639,957,5,2,clean
6,3,7,7,375,4677,1150,28,4,clean
4,4,80,6,588,5618,1664,2253,2265,defective
1,5,1125,1,414,4011,1152,25,45,clean
6,6,1,12,764,4658,1379,379,204,clean
2,1,6600,2,166,8554,2186,453,384,clean
3,2,38,3,375,7735,2019,22,5,clean
5,3,80,6,588,5616,1668,2271,2295,defective
2,4,12,2,414,4161,1210,8,2,clean
3,5,1,9,764,4020,1014,175,170,clean
1,1,48,1,166,4795,1474,12,4,clean
