@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R3,5,7,11'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,1,7360,1,6045,1644,115,defective
2,2,2205,2,5489,1476,49,clean
1,1,558,1,2379,548,62,defective
1,1,2205,1,5432,1460,49,clean
2,2,38,2,839,23,28,clean
2,2,38,2,839,23,28,clean
1,1,33,1,631,189,33,defective
2,2,38,2,839,23,28,clean
2,2,38,2,839,23,28,clean
3,3,6,3,32,5,11,clean
1,1,144,1,51,10,24,clean
2,2,38,2,839,23,28,clean
2,2,38,2,839,23,28,clean
2,2,6,2,848,23,7,clean
1,1,96,1,877,24,12,clean
1,1,78,2,61,11,4,clean
2,2,6,2,848,23,7,clean
1,1,78,2,61,11,4,clean
3,3,9,4,52,6,12,clean
1,1,78,1,29,0,6,clean
1,1,1,1,43,11,1,clean
1,1,80,2,45,11,10,clean
1,1,1,1,45,11,1,clean
1,1,6,1,27,0,6,clean
1,1,8,2,61,11,9,clean
2,2,6,2,28,0,7,clean
1,1,9,1,40,1,9,clean
1,1,54,1,848,23,9,clean
1,1,11,1,948,25,11,clean
1,1,13,1,908,193,13,clean
1,1,8835,1,276,67,93,clean
1,1,3,1,840,23,3,clean
1,1,263,1,0,23,0,clean
1,1,1,1,888,23,1,clean
1,1,7,1,71,20,7,clean
2,2,990,2,481,130,16,clean
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
1,1,763,1,436,96,763,defective
2,2,38,2,839,23,28,clean
2,2,38,2,839,23,28,clean
1,1,7240,1,2927,921,181,clean
1,1,763,1,436,96,763,defective
1,1,30,1,909,193,6,clean
1,1,12,1,317,91,12,defective
3,3,15204,3,381,104,83,clean
1,1,12,1,317,91,12,defective
3,3,15204,3,383,104,84,clean
1,1,1258,1,434,109,37,clean
1,1,1258,1,434,109,37,clean
1,1,240,1,438,108,15,clean
1,1,185,2,89,32,37,clean
1,1,185,2,89,32,37,clean
1,1,16,1,91,36,16,clean
1,1,1219,1,97,39,53,clean
1,1,17420,1,594,156,268,defective
1,1,8,1,595,157,8,clean
4,4,80,4,630,170,17,clean
1,1,1,1,143,35,1,clean
2,2,547,2,74,3,273,clean
2,2,547,2,74,3,273,clean
1,1,2,1,315,81,2,clean
2,2,1240,2,623,151,19,defective
1,1,605,1,1057,245,55,clean
1,1,1,1,108,22,1,clean
1,1,4,1,108,22,2,clean
1,1,12,1,108,20,6,clean
1,1,4,1,124,28,4,clean
1,1,111,1,54,10,111,clean
1,1,65,1,427,100,5,clean
1,1,136,1,481,105,34,clean
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,1955,1,124,8,85,defective
1,1,4690,1,446,93,70,clean
1,1,1,2,975,186,1,clean
1,1,3,2,991,191,0,clean
1,1,1005,1,0,123,0,clean
1,1,9,1,1520,376,9,clean
1,1,6,1,528,140,6,clean
1,1,6,1,528,140,6,clean
1,1,6,1,528,140,6,clean
1,1,6,1,528,140,6,clean
1,1,55,1,1007,180,11,clean
1,1,30,1,1312,249,5,clean
1,1,1,1,333,70,1,clean
2,2,6,2,45,0,4,clean
1,1,104,4,0,0,0,clean
1,1,24,1,179,12,2,clean
1,1,99,1,33,0,11,clean
1,1,60,1,198,52,6,clean
1,1,14,1,162,59,14,clean
1,1,2432,1,188,70,76,defective
1,1,30,1,282,71,10,defective
1,1,1,1,282,73,1,clean
1,1,880,1,524,134,44,clean
1,1,4,1,695,189,4,clean
2,2,16,2,684,188,10,clean
1,1,80,1,535,139,20,clean
1,1,28,1,627,169,7,clean
1,1,111,1,67,8,111,defective
1,1,270,1,595,146,18,clean
1,1,6,1,72,15,6,clean
1,1,28,1,72,15,7,clean
1,1,1,1,221,40,1,clean
1,1,388,2,0,40,0,clean
1,1,406,2,277,72,406,clean
1,1,552,1,870,214,24,clean
1,1,28,1,36,0,14,clean
2,2,20,2,53,14,53,clean
1,1,28,2,80,15,16,clean
1,1,28,2,80,15,16,clean
1,1,10,1,414,87,10,clean
1,1,3,2,991,191,0,clean
1,1,2,1,866,24,2,clean
1,1,17,1,118,25,17,clean
1,1,684,1,112,50,76,defective
1,1,684,1,112,50,76,defective
1,1,684,1,112,50,76,defective
1,1,1599,1,44,6,123,defective
2,2,34,2,603,149,16,clean
1,1,406,1,277,72,406,clean
1,1,262,8,0,72,0,clean
1,1,1333,1,0,72,0,clean
1,1,179,2,0,72,0,clean
1,1,480,1,200,50,480,clean
2,2,400,2,360,220,10,clean
1,1,17024,1,721,216,133,clean
1,1,83,1,0,216,0,clean
1,1,179,2,0,216,0,clean
1,1,58,1,0,216,0,clean
1,1,4,1,496,126,2,clean
1,1,182,4,0,126,0,clean
1,1,710,1,0,126,0,clean
1,1,1371,1,0,126,0,clean
1,1,182,5,0,126,0,clean
1,1,13516,2,0,126,0,clean
1,1,13516,1,0,126,0,clean
1,1,179,2,0,126,0,clean
1,1,13516,3,0,126,0,clean
1,1,4,1,163,23,2,clean
1,1,620,1,958,216,62,defective
2,2,43,2,957,215,10,clean
1,1,13516,1,0,215,0,clean
1,1,13516,1,0,215,0,clean
1,1,13516,2,0,215,0,clean
1,1,388,1,0,215,0,clean
1,1,374,1,0,215,0,clean
1,1,83,1,0,215,0,clean
1,1,179,2,0,215,0,clean
1,1,480,1,200,50,480,clean
1,1,480,1,200,50,480,clean
1,1,70,2,0,50,0,clean
1,1,291,1,0,50,0,clean
1,1,357,1,0,50,0,clean
1,1,480,1,200,50,480,clean
1,1,480,1,200,50,480,clean
1,1,480,1,200,50,480,clean
1,1,304,1,0,50,0,clean
1,1,480,1,200,50,480,clean
1,1,480,1,200,50,480,clean
1,1,480,1,200,50,480,clean
1,1,304,1,0,50,0,clean
1,1,710,1,0,50,0,clean
1,1,459,1,0,50,0,clean
1,1,480,1,200,50,480,clean
1,1,45,1,650,183,5,clean
2,2,16,2,684,188,10,clean
1,1,400,1,680,188,16,clean
1,1,15,1,657,182,3,clean
1,1,357,1,0,182,0,clean
1,1,204,1,0,182,0,clean
1,1,703,1,0,182,0,clean
1,1,703,1,0,182,0,clean
1,1,1333,1,0,182,0,clean
1,1,90,1,0,182,0,clean
1,1,1371,1,0,182,0,clean
1,1,1371,1,0,182,0,clean
1,1,620,1,958,216,62,defective
1,1,16,1,957,215,4,clean
1,1,13516,1,0,215,0,clean
1,1,4,1,510,123,4,clean
1,1,139,2,0,123,0,clean
1,1,273,1,0,123,0,clean
1,1,273,1,0,123,0,clean
1,1,13516,1,0,123,0,clean
1,1,64,1,0,123,0,clean
3,3,9,3,40,1,5,clean
1,1,7,1,42,1,7,clean
1,1,7,2,91,18,13,clean
1,1,377,1,0,36,0,clean
1,1,922,1,0,36,0,clean
1,1,357,1,0,36,0,clean
1,1,703,1,0,36,0,clean
1,1,480,1,200,50,480,clean
1,1,703,1,0,50,0,clean
1,1,90,1,0,50,0,clean
1,1,14,1,1068,225,14,clean
1,1,263,1,0,225,0,clean
2,2,127,2,67,13,65,clean
1,1,4,1,69,13,4,clean
1,1,2040,1,708,180,120,clean
1,1,13516,1,0,180,0,clean
1,1,841,1,1466,235,29,clean
1,1,841,1,1466,235,29,clean
1,1,132,1,0,235,0,clean
1,1,70,2,0,235,0,clean
1,1,1371,1,0,235,0,clean
1,1,13516,1,0,235,0,clean
1,1,263,1,0,235,0,clean
1,1,263,1,0,235,0,clean
1,1,304,1,0,235,0,clean
1,1,304,1,0,235,0,clean
1,1,400,1,680,188,16,clean
1,1,3268,1,658,183,38,clean
1,1,179,11,0,183,0,clean
1,1,108,1,819,163,6,clean
1,1,13516,1,0,163,0,clean
1,1,480,1,200,50,480,clean
1,1,77,1,0,50,0,clean
1,1,480,1,200,50,480,clean
1,1,367,1,0,50,0,clean
1,1,13516,4,0,50,0,clean
1,1,1333,1,0,50,0,clean
1,1,585,1,29,10,39,clean
3,3,74,3,10,2,26,clean
1,1,2,1,881,23,0,clean
1,1,45,1,922,24,9,defective
2,2,1,2,938,25,2,clean
1,1,16,2,181,27,22,clean
1,1,16,2,181,27,22,clean
1,1,16,2,181,27,22,clean
1,1,16,2,181,27,22,clean
1,1,16,2,181,27,22,clean
1,1,174,1,153,22,6,clean
1,1,29,1,208,32,29,clean
1,1,354,1,283,71,354,clean
1,1,354,1,283,71,354,clean
1,1,48,1,1005,300,12,clean
2,2,74,2,10,2,38,clean
1,1,9,1,10,2,9,clean
1,1,49,2,147,39,5,clean
1,1,288,2,146,39,20,clean
1,1,62,1,0,0,0,clean
1,1,4,1,132,0,2,clean
1,1,90,3,474,110,27,clean
1,1,4,1,609,147,2,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,605,1,87,12,55,clean
1,1,8540,1,5730,1543,140,defective
1,1,841,1,5949,1608,29,clean
1,1,13328,1,6842,1868,136,defective
1,1,3,1,6955,1903,0,clean
1,1,10,1,377,100,5,clean
1,1,423,1,65,15,423,defective
2,2,1718,3,615,36,870,defective
1,1,500,1,90,2,500,defective
2,2,2254,2,757,188,1377,defective
1,1,500,1,90,2,500,defective
1,1,500,1,90,2,500,defective
1,1,60,1,40,10,60,clean
1,1,238,1,69,0,238,clean
1,1,56,1,15,2,56,clean
1,1,238,1,69,0,238,clean
3,3,2254,10,607,126,486,defective
1,1,2464,1,1423,374,77,clean
1,1,50,1,42,1,10,clean
1,1,54,1,17,2,54,clean
1,1,238,1,69,0,238,clean
1,1,60,1,40,10,60,clean
1,1,73,1,20,3,73,clean
1,1,23,1,187,33,23,clean
2,2,1718,2,878,53,1056,clean
3,3,1718,4,828,39,665,defective
1,1,73,1,11,0,73,clean
2,2,73,2,11,0,37,clean
1,1,2254,1,1425,374,2254,defective
1,1,238,1,69,0,238,clean
1,1,1107,1,403,28,1107,defective
1,1,1,1,403,28,1,clean
1,1,423,1,65,15,423,defective
1,1,777,2,400,29,942,defective
1,1,1,2,400,29,1,clean
1,1,777,2,400,29,942,defective
1,1,500,1,90,2,500,defective
3,3,1718,4,816,38,661,defective
1,1,500,1,90,2,500,defective
1,1,500,1,90,2,500,defective
1,1,500,1,90,2,500,defective
3,3,1718,3,1074,51,721,clean
1,1,500,1,90,2,500,defective
1,1,500,1,90,2,500,defective
2,2,6956,2,394,73,195,defective
1,1,500,1,90,2,500,defective
1,1,40,1,904,190,20,clean
2,2,30,3,6770,1636,9,clean
1,1,8,1,21,0,2,clean
1,1,7,1,41,5,7,clean
1,1,7,1,41,5,7,clean
1,1,40,1,904,190,20,clean
1,1,7360,1,6045,1644,115,defective
1,1,3,1,657,182,3,clean
1,1,3,1,679,138,3,clean
1,1,5,1,299,67,5,clean
1,1,13328,1,6842,1868,136,defective
2,2,26,2,245,51,30,clean
1,1,23,1,187,33,23,clean
2,2,18,3,451,125,14,clean
1,1,20,1,68,13,10,clean
2,2,18,3,451,125,14,clean
1,1,248,1,147,34,124,clean
1,1,15,1,657,182,3,clean
1,1,8,2,599,159,8,clean
1,1,315,1,59,9,21,clean
1,1,315,1,59,9,21,clean
1,1,315,1,59,9,21,clean
1,1,315,1,59,9,21,clean
1,1,4,1,2451,661,2,clean
2,2,2050,2,104,0,45,clean
2,2,367,2,81,0,74,clean
2,2,10915,2,5499,1465,3786,defective
3,3,10915,3,5488,1462,2551,defective
2,2,10915,2,5499,1465,3786,defective
1,1,720,1,6799,1859,30,defective
3,3,3276,3,3104,971,116,defective
1,1,216,1,149,36,36,clean
1,1,220,1,80,27,22,clean
1,1,57,1,387,104,19,clean
1,1,57,1,387,104,19,clean
1,1,11,1,104,21,11,clean
2,2,586,2,1165,212,27,defective
2,2,25,2,119,0,10,clean
8,8,576,11,257,22,163,defective
2,2,4,3,10,0,1,clean
2,2,45,2,697,16,144,clean
7,7,258,8,346,27,251,defective
3,3,619,3,10,0,67,clean
2,2,146,3,817,0,13,defective
1,1,140,1,2429,1,10,clean
1,1,9,1,2336,1,3,clean
1,1,18,1,2400,1,9,clean
2,2,105,3,1155,237,14,clean
1,1,4,1,333,49,4,clean
1,1,1160,1,1558,323,40,clean
1,1,576,1,1565,326,24,defective
2,2,2,2,1581,330,3,clean
2,2,4,2,1597,333,2,clean
1,1,22,2,2039,492,24,clean
1,1,49938,2,181,40,89,clean
1,1,6272,2,805,319,98,clean
6,6,128,9,259,109,77,clean
1,1,1,2,479,188,1,clean
8,8,382,20,1902,492,1076,defective
2,2,559,3,180,48,171,clean
1,1,256,1,5049,1310,4,clean
4,4,234,5,5256,1382,20,defective
1,1,840,1,5297,1382,30,defective
2,2,1275,2,5360,1400,67,clean
2,2,10,2,4418,925,4,clean
1,1,74,1,840,107,0,clean
1,1,2100,1,1157,102,10,clean
4,4,2,4,1068,92,41,defective
2,2,137,2,1153,100,9,clean
3,3,60,3,1001,91,8,clean
6,6,216,6,941,99,9,clean
1,1,15,1,1148,98,0,clean
1,1,3900,1,6318,1312,60,clean
3,3,601,3,6363,1330,40,defective
1,1,228362,1,6307,1310,454,clean
4,4,18,4,1886,383,9,clean
1,1,6,1,2416,635,6,clean
2,2,14,2,2517,501,10,clean
2,2,12,2,8618,1985,9,clean
4,4,2072,4,2212,397,1485,defective
3,3,3,3,517,106,6,clean
5,5,1642,5,3532,896,48,defective
5,5,23,7,2611,664,8,defective
3,3,3,3,367,86,3,defective
2,2,1,2,665,157,5,clean
9,9,230,12,1374,228,56,defective
9,9,75,9,5026,1299,31,defective
3,3,593,3,5325,1393,45,clean
1,1,3654,1,1091,255,58,clean
2,2,9900,2,2241,682,56,clean
1,1,360,1,3239,966,24,clean
3,3,3944,5,2551,675,1961,defective
1,1,4275,1,1200,397,75,defective
3,3,184,3,2354,653,28,defective
5,5,1642,5,4018,1037,48,defective
4,4,9,4,2553,687,5,clean
3,3,3,3,6226,1560,3,clean
3,3,35,3,2114,497,39,defective
10,10,16,10,3436,787,31,defective
1,1,35,1,2350,612,7,clean
5,5,300,7,3307,551,9,clean
4,4,180,5,4169,559,8,defective
1,1,56,1,4536,930,7,defective
7,7,5260,7,3931,822,121,defective
1,1,209,1,4485,938,11,clean
1,1,240,1,5043,1301,5,defective
6,6,586,8,558,101,17,defective
15,15,167,23,2115,606,15,defective
3,3,19,3,1111,323,8,clean
1,1,247,1,3244,970,13,clean
6,6,109,14,1968,506,70,defective
3,3,1566,4,1110,230,17,clean
1,1,330,1,332,25,30,clean
5,5,103,7,2244,331,852,defective
4,4,129,5,3688,412,15,defective
2,2,240,2,5050,1300,11,defective
1,1,425,1,4796,1233,17,clean
1,1,4278,1,4409,924,69,clean
2,2,180,2,4417,930,10,defective
1,1,32,1,2403,1,8,defective
3,3,1,4,4010,697,64,defective
1,1,137326,1,4571,955,577,clean
3,3,1300,3,4504,935,28,defective
1,1,4278,1,4409,924,69,clean
2,2,11110,2,4541,929,59,defective
1,1,84,1,4477,936,6,clean
2,2,494,2,1153,210,40,defective
4,4,1509,4,9532,2391,59,defective
2,2,130,2,20232,5551,9,clean
1,1,2925,1,7210,1529,65,clean
2,2,94,2,12383,3389,27,clean
5,5,1729,7,7361,1804,116,defective
1,1,12,1,5058,1302,4,clean
2,2,8,3,2537,534,4,clean
3,3,114,4,3845,807,71,defective
1,1,6,2,6413,1380,1,clean
1,1,96,2,3958,1019,12,clean
1,1,1596,1,3969,1047,28,clean
2,2,463,2,1149,210,39,defective
1,1,42,1,1155,208,7,clean
2,2,12,2,7229,1786,12,clean
1,1,1,1,1092,255,1,clean
2,2,990,2,7327,1815,95,defective
3,3,10,3,5408,1332,11,clean
1,1,24,1,1078,199,4,clean
2,2,13530,2,5050,1310,66,defective
2,2,1275,2,5360,1400,67,clean
2,2,1326,3,3728,953,14,clean
18,18,2081,20,4527,1169,32,defective
2,2,288,2,5087,1315,18,defective
1,1,899,1,5280,1380,31,clean
1,1,165,1,5292,1392,11,defective
1,1,23,1,335,75,23,clean
2,2,309,2,5063,1305,30,defective
2,2,234,2,5256,1382,20,clean
1,1,1275,1,5352,1400,85,clean
1,1,384,1,5360,1398,16,clean
17,17,260,20,3831,980,26,defective
3,3,7,3,3863,968,9,clean
4,4,1033,4,1735,308,265,defective
4,4,31,4,1752,312,16,clean
4,4,53,4,1374,246,20,clean
1,1,6,1,405,88,6,clean
2,2,151,2,387,87,19,clean
2,2,15,2,3050,474,3,defective
1,1,20,1,3739,298,5,clean
2,2,12,2,3225,479,19,clean
2,2,60,2,1548,323,17,defective
1,1,21450,1,1595,335,165,clean
2,2,39,2,1624,343,8,defective
1,1,11,1,1626,345,11,clean
5,5,164,5,5027,1302,31,defective
3,3,539,3,5255,1382,20,defective
3,3,29,3,5285,1382,20,defective
1,1,28,1,5339,1396,14,clean
1,1,2,1,6320,1313,2,clean
2,2,317,2,4507,896,26,clean
2,2,190840,2,1969,167,183,defective
11,11,21,19,2619,445,30,defective
2,2,2,2,5495,1197,2,clean
2,2,244,2,4002,915,40,clean
8,8,347,11,2990,397,540,defective
7,7,2,11,2788,536,4,defective
1,1,6,1,5935,1256,6,defective
5,5,2128,5,5853,1236,105,defective
3,3,1440,4,4564,946,55,defective
7,7,10,7,3137,677,6,defective
6,6,52,6,2564,559,10,clean
4,4,24,5,2303,572,12,clean
2,2,413,2,7301,1820,74,defective
8,8,340,11,3800,796,47,defective
10,10,248,13,3912,834,88,defective
4,4,6,7,4208,996,4,clean
1,1,7600,1,6307,1316,80,clean
5,5,23,5,1329,329,24,clean
3,3,77,3,7318,1816,64,defective
9,9,188,12,4212,1035,57,defective
19,19,798,23,5467,1269,78,defective
2,2,6,2,1039,227,3,clean
2,2,224,4,1985,318,21,defective
1,1,3,1,2429,1,0,clean
2,2,4,3,2432,214,18,clean
2,2,224,2,1547,323,18,defective
1,1,16,1,4382,915,4,clean
1,1,104,2,341,49,2,clean
3,3,45,4,2003,379,77,defective
4,4,169,4,3620,826,63,defective
1,1,95,1,43,0,19,clean
1,1,13,1,5069,1313,0,clean
1,1,1160,1,1558,323,40,clean
2,2,14,2,5100,1320,18,clean
1,1,11,1,5282,1386,11,clean
1,1,4,1,2423,1,0,clean
4,4,136,4,2404,1,39,defective
1,1,140,1,1568,327,14,clean
2,2,990,2,7327,1815,95,defective
12,12,24,28,5893,1560,13,defective
5,5,3,6,2824,709,4,clean
9,9,15,13,8991,2431,102,defective
1,1,2,1,3958,1090,2,clean
12,12,57,14,8686,2338,25,defective
22,22,30,30,5684,1442,52,defective
28,28,42,37,7460,1934,41,defective
8,8,34,9,7012,1854,11,clean
2,2,181,2,3319,670,20,defective
2,2,23760,2,3772,1031,483,defective
1,1,4,1,1620,343,4,clean
8,8,75,11,3154,653,55,defective
14,14,1191,22,5172,1251,60,defective
1,1,5,1,399,9,5,clean
1,1,147,1,4607,872,21,clean
1,1,147,1,4607,872,21,clean
1,1,494,2,1688,401,13,defective
10,10,24,13,1607,337,14,defective
1,1,112,2,4420,933,14,clean
1,1,1230,1,1153,209,41,clean
2,2,338,2,2435,639,32,defective
1,1,30,1,1148,208,6,clean
2,2,8144,5,2359,523,127,clean
1,1,8,2,178,42,0,clean
1,1,26,1,346,84,0,clean
2,2,3,2,1637,481,0,clean
1,1,506,1,12,0,22,clean
1,1,19,1,1,0,1,clean
1,1,3584,1,4,0,128,clean
10,10,32,14,2229,563,21,clean
3,3,9,3,396,70,5,clean
5,5,7,5,1775,406,16,clean
3,3,14,4,1139,288,12,clean
7,7,273,9,2149,509,24,clean
8,8,167,9,2231,492,32,defective
3,3,75,3,4998,1295,30,defective
1,1,8,1,11,0,0,clean
2,2,9,2,11,0,4,clean
1,1,24,1,85,4,6,clean
1,1,70,1,474,2,7,clean
2,2,594,2,11,0,14,defective
2,2,288,2,10,0,11,clean
1,1,594,1,11,0,27,defective
1,1,288,1,8,0,12,clean
2,2,1,2,8,0,2,clean
1,1,95,1,43,0,19,clean
1,1,12,1,43,0,2,clean
3,3,14,3,7,0,24,defective
4,4,432,5,7,0,11,clean
1,1,13,1,8,0,0,clean
2,2,3024,2,5,0,37,clean
1,1,14,1,11,0,14,clean
1,1,13,1,8,0,0,clean
3,3,5963,5,1165,238,17,defective
1,1,1,1,100,23,1,clean
1,1,450,1,4464,922,3,clean
1,1,558,1,4759,0,9,clean
1,1,14,1,5107,1324,2,defective
2,2,5899,3,510,97,73,clean
2,2,1225,2,442,111,54,clean
1,1,1,3,190,52,1,clean
7,7,3944,13,620,150,712,clean
3,3,174,4,80,23,142,clean
1,1,8,1,372,86,8,clean
1,1,19,1,12,0,0,clean
1,1,4,1,2423,1,0,clean
2,2,1,2,15,2,1,clean
1,1,1,1,15,2,1,clean
2,2,463,2,1149,210,39,defective
5,5,5,5,1238,266,18,defective
5,5,42,6,1802,378,7,defective
3,3,6,3,1602,335,3,clean
4,4,23017,18,2148,430,149,defective
2,2,14,2,1549,323,13,defective
1,1,21450,1,1595,335,165,clean
1,1,49938,1,351,79,174,clean
1,1,33250,1,257,60,125,clean
1,1,9900,1,1219,403,110,clean
1,1,3,1,1213,401,3,defective
1,1,3,1,1215,403,1,clean
3,3,4,4,2588,317,3,defective
2,2,1852,2,2028,168,90,defective
1,1,1,1,3163,658,1,clean
1,1,39,1,3980,1048,39,clean
5,5,59,8,3340,818,28,defective
5,5,10,5,2364,471,10,clean
1,1,3,1,1529,318,3,clean
4,4,3,6,1198,256,4,defective
1,1,6,1,1597,333,1,clean
1,1,13104,1,1776,397,252,defective
1,1,34,1,2423,1,2,clean
1,1,125,1,7441,1469,125,clean
1,1,425,1,5057,1299,17,clean
1,1,425,1,4796,1233,17,clean
1,1,96,2,3958,1019,12,clean
1,1,1596,1,3969,1047,28,clean
3,3,4,3,4381,912,4,defective
2,2,2,2,2424,1,1,clean
1,1,3,1,2423,1,1,clean
5,5,2717,5,5009,1297,39,defective
1,1,7,1,2221,593,7,clean
1,1,16,1,2350,612,4,clean
2,2,317,4,11422,3061,20,clean
1,1,21,1,1178,18,7,clean
3,3,14,3,2785,776,4,clean
1,1,256,1,2966,668,16,clean
4,4,2038,4,1153,210,30,defective
1,1,1517,1,6904,1442,41,defective
1,1,74,1,840,107,0,clean
1,1,74,1,840,107,0,clean
1,1,16640,1,8325,1906,208,defective
2,2,55,2,778,189,11,clean
4,4,3,4,2308,585,6,defective
1,1,36,1,1086,257,9,clean
1,1,1,1,117,0,1,defective
3,3,27,3,646,103,5,defective
1,1,240,1,5043,1301,5,defective
1,1,70,1,6905,1443,10,clean
1,1,32,1,1086,199,8,clean
1,1,91,1,5060,1302,13,clean
1,1,840,1,5297,1382,30,defective
2,2,9,2,5060,1302,7,clean
1,1,49938,1,351,79,174,clean
1,1,3858,2,1935,428,645,defective
1,1,49938,1,351,79,174,clean
1,1,3858,2,1935,428,645,defective
1,1,210,1,151,55,10,clean
2,2,259,3,866,232,30,clean
1,1,5,1,2423,1,5,clean
8,8,5,9,3172,712,4,defective
9,9,156,10,2018,435,27,defective
3,3,40,4,1694,197,86,clean
11,11,43,15,1619,375,122,defective
3,3,3,3,3009,767,1,clean
1,1,20640,1,6892,1432,516,defective
1,1,49938,1,351,79,174,clean
1,1,1,1,480,127,1,clean
1,1,5,1,4413,926,5,clean
2,2,6,2,4542,929,3,clean
1,1,2397,1,4563,933,47,clean
1,1,168,2,4475,936,1,clean
1,1,36,1,5125,0,4,clean
2,2,109,2,5057,0,52,defective
1,1,9918,1,5911,1249,114,defective
5,5,67,7,4677,942,63,defective
16,16,20,25,3265,580,30,defective
1,1,30,1,6198,1339,6,defective
7,7,132,15,4120,909,44,defective
6,6,925,6,4457,956,84,defective
4,4,1270,9,5649,1306,47,defective
1,1,80,1,1535,319,8,clean
5,5,7,8,2698,522,14,defective
5,5,69,6,2499,483,70,defective
4,4,526,5,4052,857,64,defective
2,2,1626,3,4523,992,129,defective
1,1,4,3,3008,623,4,clean
1,1,1,1,6572,1326,1,clean
3,3,12,3,4605,874,7,clean
2,2,6,3,1649,8,6,clean
7,7,52,7,2007,493,15,defective
3,3,2917,3,3475,663,2006,defective
2,2,33,2,6146,1546,6,defective
2,2,2140,2,3788,686,185,defective
3,3,54,3,5291,1383,19,defective
2,2,365,2,6296,1604,44,clean
1,1,500,1,4416,927,25,clean
1,1,1584,1,4417,931,48,clean
2,2,20,2,4561,932,25,clean
5,5,62,7,3999,851,42,defective
6,6,11245,6,5966,1292,57,defective
4,4,41,4,8007,1807,28,defective
5,5,20,6,5125,1181,6,defective
14,14,24,20,5052,1112,20,defective
28,28,42,44,4378,931,44,defective
1,1,10,1,7225,1785,10,clean
3,3,44,3,6224,1563,64,defective
1,1,50,1,7305,1832,25,clean
6,6,1092,6,5300,1121,86,defective
2,2,3962,3,4891,1052,165,defective
14,14,33,16,5192,1128,76,defective
1,1,9,1,8599,1981,3,clean
8,8,48,13,7917,1950,23,defective
5,5,22,7,4975,1101,14,defective
6,6,2045,8,5357,1180,47,defective
2,2,120,2,3340,703,14,defective
1,1,6942,1,3333,704,78,clean
1,1,266,1,3454,734,133,defective
1,1,48,1,3463,744,8,clean
1,1,3993,2,1944,375,17,clean
3,3,26061,3,4602,878,162,defective
1,1,25714,1,5036,980,559,defective
1,1,15252,1,5180,1003,164,defective
2,2,494,2,1153,210,40,defective
1,1,11,1,1149,207,1,clean
5,5,10,5,6023,1326,4,defective
2,2,71,4,5456,1185,93,defective
5,5,49,6,6715,1502,112,defective
1,1,70,1,8615,1979,5,clean
2,2,11,4,3920,915,10,clean
4,4,376,4,5508,1283,30,defective
2,2,1,2,1946,0,1,clean
1,1,1,1,5083,1318,1,clean
1,1,697,1,1170,212,41,clean
1,1,132,1,358,84,44,clean
1,1,3721,1,360,84,61,clean
1,1,1188,1,274,62,44,clean
25,25,142,33,2909,675,36,defective
23,23,25,25,2878,699,8,defective
17,17,45,24,1600,339,71,defective
4,4,91,4,1118,118,95,defective
15,15,105,16,2789,641,32,clean
30,30,216,47,2723,601,36,defective
17,17,821,18,3691,777,32,defective
1,1,648,1,1559,383,24,clean
1,1,6,3,4408,923,2,clean
1,1,2,1,7,0,2,clean
3,3,28,3,1350,428,35,clean
2,2,48,3,10,1,23,clean
2,2,14,2,133,1,5,clean
2,2,514,3,4,0,344,clean
1,1,3024,1,5,0,56,clean
1,1,10,1,11,0,0,clean
1,1,20,1,6307,1316,20,clean
1,1,36,2,6519,1366,6,clean
1,1,126,1,445,0,7,clean
3,3,19,3,458,0,11,clean
4,4,8,5,394,0,11,defective
1,1,4,1,483,0,2,clean
6,6,32,7,230,0,5,clean
1,1,8280,2,4449,933,69,clean
1,1,138510,2,41,0,405,clean
1,1,140,1,16,0,140,clean
1,1,25,1,16,0,5,clean
