@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R3,5,7,11'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,1,3875235,1,1467,220,2839,clean
1,1,86,1,34,0,86,clean
1,1,12,1,2,0,0,clean
1,1,15,1,1144,188,0,clean
1,1,16,1,1123,188,16,defective
1,1,12,2,4,0,12,clean
2,2,45,2,231,53,8,clean
5,5,11,6,603,65,19,defective
5,5,132,18,123,8,108,defective
5,5,17,8,392,66,69,defective
1,1,185,2,29,4,180,clean
1,1,86,1,34,0,86,clean
1,1,171,1,89,0,171,clean
1,1,86,1,34,0,86,clean
1,1,1649,1,359,0,1649,clean
1,1,107,1,0,0,107,clean
1,1,185,1,57,8,185,clean
1,1,56,2,1962,0,5331,clean
1,1,806,1,478,144,806,defective
2,2,23,2,1151,190,15,clean
1,1,4,1,218,21,2,clean
1,1,107,1,0,0,107,clean
1,1,1851,1,0,0,0,clean
1,1,78,1,20,6,78,clean
2,2,578,6,350,51,254,clean
1,1,10318,3,208,34,182,clean
2,2,578,6,350,51,254,clean
1,1,78,1,20,6,78,clean
2,2,578,6,156,19,156,clean
1,1,38,1,0,0,38,clean
1,1,192,1,174,54,6,clean
1,1,4,1,183,2,0,clean
1,1,2916,1,492,82,54,clean
1,1,169,1,2410,516,13,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,351,1,210,38,351,defective
1,1,8,1,211,37,4,clean
3,3,287,10,519,106,284,defective
1,1,905,2,690,121,97,defective
2,2,876,2,570,141,455,defective
2,2,287,7,399,80,369,defective
1,1,905,2,690,121,97,defective
1,1,351,1,210,38,351,defective
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
2,2,22401,2,14408,6611,11223,clean
2,2,22401,2,14408,6611,11223,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
2,2,22401,2,14408,6611,11223,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
2,2,22401,2,14408,6611,11223,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,10607,1,3914,0,10607,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
1,1,22401,1,14408,6611,22401,clean
