@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {defective,clean}

@data
3,1696,4,81,148,25,defective
2,6399,2,99,266,80,defective
1,20,1,162,285,4,clean
3,19,4,207,185,93,defective
1,5,1,81,161,5,clean
4,1173,9,99,246,256,defective
4,230,6,97,93,26,defective
6,623,7,162,362,42,defective
8,75,17,207,295,37,defective
1,133,1,81,246,133,defective
1,133,1,81,246,133,defective
3,481,3,97,262,8,defective
1,495,1,81,193,45,clean
1,30276,1,99,248,174,clean
2,1628,2,207,383,12,defective
1,56,1,81,0,14,defective
1,100,1,99,865,20,clean
1,36,1,97,0,6,clean
4,10,5,207,174,18,defective
1,133,1,81,246,133,defective
2,1,2,162,186,1,clean
1,133,1,81,246,133,defective
1,160,1,207,332,10,clean
1,133,1,81,246,133,defective
4,2,4,81,43,6,defective
2,82,2,99,45,21,clean
1,22040,1,162,23,76,clean
1,1203,1,207,226,1203,defective
1,40,1,81,16,5,defective
1,42,1,99,16,7,defective
1,40,1,81,16,5,defective
1,25,1,81,41,25,defective
2,110,2,99,42,21,clean
2,3,2,162,27,17,clean
1,1,1,81,43,1,clean
1,4,1,99,43,2,clean
1,23,1,81,218,23,defective
2,21,2,99,255,4,defective
1,133,1,81,246,133,defective
2,2,2,81,0,8,defective
1,100,1,99,865,20,clean
1,36,1,97,0,6,clean
1,8,2,162,431,4,clean
4,2,5,207,174,18,defective
1,23,1,81,218,23,defective
2,1,2,99,262,2,clean
1,529,1,97,273,23,clean
1,3,1,81,0,3,clean
1,1344,2,207,0,82,clean
1,5,1,81,72,0,clean
1,19,1,81,41,19,defective
1,5041,1,99,41,71,clean
1,6840,1,162,52,114,clean
4,1980,4,81,42,21,defective
1,4,1,99,43,2,clean
1,195,1,97,50,13,clean
2,22040,2,162,30,58,clean
1,210,1,207,38,0,clean
1,2,1,81,0,2,clean
1,24,1,97,0,0,clean
1,2,1,81,0,2,clean
1,4,1,162,0,1,clean
1,2,1,81,0,2,clean
1,4,1,162,0,1,clean
1,2,1,81,0,2,clean
1,3,1,162,3,1,clean
1,119,1,207,3,0,clean
1,19,1,81,41,19,defective
1,5041,1,99,41,71,clean
1,6840,1,162,52,114,clean
1,31,1,81,52,0,clean
2,1,4,81,11,1,defective
1,41616,1,99,193,204,clean
3,6,4,97,5,2,defective
1,20,1,162,16,4,clean
3,7,3,207,198,16,clean
1,1,1,81,52,1,clean
1,1024,1,99,52,32,clean
1,28,1,81,206,7,defective
1,16,2,97,490,16,clean
1,192,1,162,303,48,defective
1,193,3,207,346,83,defective
2,3,2,81,214,68,defective
3,20,6,97,102,5,clean
1,4,1,162,31,2,clean
2,2,6,207,145,2,clean
1,1320,1,81,94,88,defective
1,13924,1,99,111,118,clean
1,25,1,97,35,5,clean
1,322,2,162,99,25,clean
1,133,1,81,246,133,defective
5,9,5,97,108,4,clean
1,3,1,162,25,3,clean
5,3,9,207,133,2,clean
1,1320,1,81,94,88,defective
1,13924,1,99,111,118,clean
1,30,1,97,42,6,clean
1,322,2,162,99,23,clean
2,31,2,81,37,48,defective
2,3009,2,81,138,92,defective
1,696,1,97,35,58,clean
5,593,8,162,93,36,defective
5,1203,9,207,248,135,defective
1,133,1,81,246,133,defective
1,38,2,99,191,0,clean
1,133,1,81,246,133,defective
1,576,1,99,0,24,clean
3,9,3,97,111,4,clean
1,7,1,162,39,7,clean
2,3,6,207,147,2,clean
1,133,1,81,246,133,defective
2,20,2,99,124,14,clean
5,9,5,97,150,3,clean
3,3,7,207,185,3,clean
1,133,1,81,246,133,defective
1,576,1,99,0,24,clean
5,12,6,97,141,3,clean
1,2,1,162,26,2,clean
3,2,7,207,126,2,clean
1,1320,1,81,94,88,defective
1,13924,1,99,111,118,clean
1,36,1,97,26,6,clean
1,322,2,162,99,30,clean
2,1320,2,81,170,110,defective
1,25,1,97,48,5,clean
2,160,3,162,163,36,clean
1,52441,1,99,160,229,clean
1,26880,1,162,224,224,defective
2,1444,2,99,29,19,clean
1,3249,1,99,52,57,clean
3,546,3,162,16,16,defective
1,48,1,207,10,2,clean
6,247,6,99,104,38,defective
2,15,2,97,108,3,defective
5,884,5,162,107,22,defective
2,663,2,207,122,19,clean
2,1774,2,99,258,93,defective
1,132,1,162,289,11,defective
1,30276,1,99,248,174,clean
1,52441,1,99,152,229,clean
3,484,3,162,139,19,clean
2,4,5,99,106,4,clean
1,272,1,97,511,17,clean
3,5,3,207,210,22,clean
1,8,1,99,504,8,clean
1,272,2,97,511,17,clean
1,30276,1,99,248,174,clean
1,12,1,97,268,12,defective
1,1,1,162,284,1,clean
5,360,5,207,368,55,defective
1,484,1,99,149,22,defective
1,1700,2,97,152,68,defective
2,4862,2,162,208,142,defective
1,81,1,99,12,9,clean
7,64,14,99,93,46,defective
5,1,5,97,197,12,defective
4,489,5,162,174,98,defective
7,4,8,207,152,75,clean
2,1586,3,99,106,81,clean
1,576,1,99,0,24,clean
1,9,2,162,19,3,clean
1,2,1,207,39,2,clean
2,31,2,99,0,19,clean
1,1,1,162,0,1,clean
1,14,1,99,0,14,clean
1,4,1,97,0,2,clean
1,1,1,162,0,1,clean
1,9660,1,99,69,105,defective
1,2280,1,97,75,57,defective
1,700,1,162,80,25,defective
2,62,4,207,142,187,clean
1,450,1,99,46,18,clean
2,83,2,99,75,11,clean
2,5,2,97,469,8,clean
2,18,2,162,75,6,clean
1,1024,1,99,52,32,clean
1,27,1,162,58,9,defective
3,65,3,207,142,24,defective
1,56,1,99,208,28,defective
1,1,1,162,225,1,clean
4,349,4,99,347,223,defective
3,1,3,97,347,2,defective
2,2982,2,162,422,82,defective
1,2925,1,207,436,65,clean
1,289,1,99,75,17,clean
1,24,1,99,75,6,clean
1,255,1,97,864,17,defective
2,12,2,97,0,7,clean
1,1,1,162,0,1,clean
1,13,1,207,0,0,clean
2,3,3,97,31,3,clean
1,17,1,162,0,1,clean
1,255,1,97,864,17,defective
1,55,1,207,872,5,clean
1,36,1,97,0,6,clean
1,3,1,162,0,1,clean
1,9,1,97,0,3,clean
1,4,1,162,10,1,clean
2,20,3,97,33,4,clean
1,12,2,162,0,6,clean
2,14,2,207,436,4,clean
1,8,1,97,0,8,clean
1,17,1,162,0,1,clean
1,12,1,97,0,12,clean
1,1,1,162,0,1,clean
1,13,1,207,0,0,clean
2,4,2,97,50,4,clean
1,10,1,97,0,5,clean
1,4,1,162,0,1,clean
1,4,1,97,0,2,clean
1,1,1,162,0,1,clean
2,1157,2,97,65,47,defective
2,136,3,207,203,22,clean
1,12,1,97,268,12,defective
1,1,1,162,284,1,clean
4,360,5,207,345,55,defective
1,1683,1,97,75,33,clean
2,1596,2,162,107,23,clean
3,25,3,207,97,21,clean
1,481,1,97,49,0,clean
1,324,2,207,0,6,clean
2,115,2,97,149,58,defective
3,8,3,162,166,11,defective
2,44550,4,207,193,213,defective
3,2,6,97,127,26,defective
2,3,2,162,264,3,clean
2,168,4,207,152,224,defective
1,26,1,97,155,26,clean
1,7,1,162,199,7,clean
1,44550,2,207,176,415,defective
2,506,2,97,127,70,defective
3,8084,3,162,189,62,defective
1,44550,2,207,176,415,defective
1,16,2,97,490,16,clean
1,193,3,207,346,83,defective
2,16,3,97,509,11,clean
1,192,1,162,303,48,defective
2,27,5,207,383,51,defective
2,72,2,97,114,25,defective
3,2610,3,207,113,7,defective
1,255,1,97,864,17,defective
2,1,2,97,0,1,clean
1,17,1,162,0,1,clean
2,8,5,97,122,40,defective
1,3,1,162,27,3,clean
2,2,6,207,144,2,clean
3,128,7,97,88,31,clean
2,2,6,207,145,2,clean
2,10,2,162,0,3,clean
1,70,2,207,7,3,clean
1,5,1,162,291,5,clean
1,20,4,162,24,20,clean
1,82,5,207,47,143,clean
1,20,4,162,24,20,clean
1,82,5,207,47,143,clean
1,20,4,162,24,20,clean
1,82,5,207,47,143,clean
1,17,1,162,0,1,clean
1,742,1,162,256,53,clean
1,5148,1,162,158,99,defective
2,148,4,207,86,210,clean
2,71,2,162,212,181,defective
1,30,1,207,220,5,clean
1,42,2,162,123,16,defective
1,4,1,162,0,4,clean
2,4,2,162,0,10,clean
1,19,1,162,0,0,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
2,5,2,207,0,2,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
2,3,2,162,0,5,clean
1,1,1,162,0,1,clean
1,1,1,162,0,1,clean
1,5148,1,162,158,99,defective
7,5,12,207,193,72,clean
1,87,1,162,9,87,defective
1,16,1,207,5,1,clean
1,224,1,162,16,8,clean
1,224,1,162,16,8,clean
1,2176,1,162,259,136,defective
2,6468,4,207,199,83,clean
1,12,1,162,0,12,clean
1,7,1,162,0,7,clean
1,5,1,162,0,5,clean
1,30,1,207,0,0,clean
2,14,2,162,0,7,clean
1,75,1,162,2,75,clean
1,32,1,162,114,32,clean
2,65,2,207,116,60,defective
1,32,1,162,114,32,clean
1,32,1,162,114,32,clean
2,11,3,162,166,12,defective
2,44550,4,207,193,213,defective
1,6,1,162,0,6,clean
3,217,3,207,48,264,clean
1,75,1,162,2,75,clean
2,4,4,207,0,10,clean
1,7,1,162,199,7,clean
1,44550,2,207,176,415,defective
1,6,1,162,0,6,clean
3,217,3,207,48,264,clean
1,224,1,162,0,14,clean
1,1,1,162,0,1,clean
1,24,1,162,159,12,clean
1,414,2,207,136,345,clean
1,75,1,162,2,75,clean
2,4,4,207,0,10,clean
2,10,2,162,173,9,clean
1,44550,2,207,176,415,defective
1,6,1,162,94,6,clean
2,133,3,207,155,466,defective
1,6,1,162,94,6,clean
1,133,2,207,117,287,clean
1,6,1,162,94,6,clean
1,133,2,207,117,287,clean
1,1740,3,162,119,11,clean
2,117,2,162,3,41,clean
1,119,1,207,3,0,clean
1,324,2,207,120,6,clean
1,1351,1,207,219,1351,clean
4,11,13,207,250,10,clean
1,84,1,207,0,84,defective
2,8084,3,207,297,864,clean
2,930,2,207,253,138,defective
1,190,1,207,34,190,clean
1,4,2,207,96,4,clean
1,4,1,207,0,4,clean
1,1351,1,207,219,1351,clean
1,1351,1,207,219,1351,clean
1,20,1,207,0,20,clean
3,76,3,207,133,30,clean
3,5,5,207,104,170,clean
3,1812,3,207,336,410,clean
1,290,3,207,86,101,clean
1,290,3,207,85,101,clean
1,290,3,207,84,101,clean
1,290,3,207,89,101,clean
1,290,3,207,83,101,clean
1,290,3,207,84,101,clean
2,290,4,207,72,76,clean
3,190,3,207,35,68,clean
3,4,3,207,37,7,clean
1,20,1,207,89,20,clean
1,10,1,207,334,10,clean
2,428,2,207,58,214,clean
2,190,2,207,37,96,clean
2,12,2,207,356,115,defective
1,190,1,207,34,190,clean
2,19,2,207,105,14,clean
2,190,2,207,35,101,clean
4,807,5,207,206,164,clean
4,190,4,207,38,50,clean
1,10,1,207,334,10,clean
3,2,3,207,255,4,clean
2,52,2,207,38,10,clean
2,20,2,207,90,24,clean
2,8,2,207,408,8,clean
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
2,64,3,207,194,92,defective
1,68928,1,207,143,718,clean
1,68928,1,207,143,718,clean
1,14,1,207,459,7,clean
2,6,2,207,468,12,clean
1,18,1,207,0,18,clean
1,288,1,207,50,288,clean
1,6,1,207,26,6,clean
2,20,2,207,90,24,clean
2,61,3,207,74,249,clean
1,84,1,207,0,84,defective
1,18,1,207,0,18,clean
1,25,1,207,0,25,clean
1,156,1,207,0,156,clean
1,343,1,207,0,343,clean
1,66,1,207,0,66,clean
1,9,1,207,0,9,clean
1,51,1,207,1,51,clean
1,14,1,207,0,14,clean
1,10,1,207,0,10,clean
1,71,1,207,0,71,clean
1,20,1,207,0,20,clean
1,1203,1,207,226,1203,defective
4,219,4,207,250,213,clean
3,11016,3,207,313,212,clean
2,12,2,207,0,43,defective
1,6,1,207,41,6,clean
1,324,2,207,0,6,clean
1,324,2,207,0,18,clean
2,7,3,207,39,66,defective
1,1203,1,207,226,1203,defective
3,65,4,207,235,22,defective
1,193,1,207,173,193,defective
2,190,2,207,37,96,clean
7,65,12,207,333,36,defective
1,105,1,207,246,21,clean
1,77,1,207,297,77,clean
1,15,1,207,73,5,clean
1,32,1,207,73,32,defective
3,378,3,207,101,25,clean
2,3,2,207,38,5,clean
5,40,7,207,73,5,clean
1,40,2,207,71,8,clean
1,160,1,207,332,10,clean
1,2,1,11,0,2,clean
3,100,3,23,0,34,clean
4,18,11,115,0,91,clean
1,605,1,11,0,55,clean
7,3,17,115,0,104,clean
1,4,2,11,12,108,clean
3,29,4,23,63,11,clean
5,190,6,115,39,139,clean
1,4,1,9,121,2,clean
1,9,1,2,121,3,clean
2,9,2,2,121,2,clean
1,1,2,11,77,13,clean
8,213,10,11,87,36,defective
1,924,1,11,98,66,clean
6,4,8,23,128,132,defective
5,1,6,115,67,66,clean
1,24,1,11,65,24,clean
14,7,19,115,77,42,defective
2,34,2,11,7,50,clean
3,34,3,11,9,35,clean
1,67,1,11,0,67,clean
3,29,5,23,1,6,clean
15,34,46,115,0,62,defective
1,5,1,9,3,5,clean
1,42,1,23,0,2,clean
1,13,1,23,51,13,clean
2,2,2,23,4,51,clean
12,1,28,115,1,92,clean
1,5,1,23,49,5,clean
2,525,2,23,49,13,clean
1,12,1,23,91,12,clean
1,7410,1,115,133,95,clean
1,42,1,23,0,2,clean
5,36,5,115,44,45,clean
2,10,2,9,0,5,clean
1,15,1,23,0,15,clean
2,151,2,115,0,12,clean
1,100,1,23,0,100,clean
1,180,1,115,0,60,clean
1,29,1,23,9,29,clean
2,358776,3,115,6,371,clean
1,29,1,23,9,29,clean
2,358776,3,115,6,371,clean
1,4,3,23,60,4,clean
1,990,3,115,62,156,clean
1,29,1,23,9,29,clean
1,22,1,23,0,22,clean
1,28,1,115,0,0,clean
1,20,1,23,0,20,clean
1,12,1,23,91,12,clean
1,7410,1,115,133,95,clean
1,45,1,23,0,5,clean
1,40,1,23,0,40,clean
1,43681,1,115,0,209,clean
1,7055,1,115,0,83,clean
1,43681,1,115,0,209,clean
1,135,1,115,17,135,clean
1,5,1,9,17,5,clean
1,228,1,115,9,19,clean
1,99,1,115,15,11,clean
4,154,5,115,0,54,defective
1,476,1,9,3,34,clean
2,228,2,115,9,311,clean
1,7047,1,115,360,87,clean
6,11,6,115,3,5,clean
1,54,1,115,0,9,clean
1,24,1,115,0,12,clean
1,24,1,115,0,12,clean
1,24,1,115,0,12,clean
2,358776,3,115,6,371,clean
2,34,2,115,0,9,clean
1,9,1,115,0,9,clean
1,31,1,115,0,31,clean
3,42,4,115,9,53,clean
3,30,3,115,0,12,clean
2,71,3,115,1,93,defective
1,1984,1,115,17,62,clean
1,10,1,115,0,10,clean
7,214,9,115,94,78,defective
1,135,2,115,22,69,clean
1,5,1,9,17,5,clean
2,41,2,115,1,22,clean
1,3364,1,115,0,58,clean
1,3364,1,115,0,58,clean
1,3364,1,115,0,58,clean
1,3364,1,115,0,58,clean
2,37,2,115,0,20,clean
2,75,2,115,0,50,clean
2,33,2,115,0,17,clean
2,24,2,115,0,13,clean
3,7055,3,115,0,30,clean
3,24,3,115,0,10,clean
2,24,2,115,0,6,clean
1,31,1,115,0,31,clean
2,41,2,115,0,22,clean
1,54,1,115,0,9,clean
2,58,2,115,0,40,defective
1,100,1,115,2,100,clean
1,91,1,115,0,91,clean
1,34,1,115,0,34,clean
2,41,2,115,0,24,defective
2,28,2,115,0,15,clean
3,10,3,115,0,5,clean
2,46,2,115,0,25,clean
1,54,1,115,0,9,clean
2,54,2,115,0,5,clean
1,30,1,115,0,30,clean
2,94,2,115,0,57,clean
2,31,2,115,0,17,clean
2,17,2,115,0,9,clean
2,60,2,115,0,49,defective
2,180,2,115,0,30,clean
2,24,2,115,0,6,clean
2,33,2,115,0,5,clean
2,24,2,115,0,6,clean
1,30,1,115,0,30,clean
3,36,3,115,0,17,clean
2,10,2,115,0,5,clean
2,32,2,115,0,18,clean
3,4,3,115,0,5,clean
2,105,2,115,1,52,defective
2,33,2,115,0,17,clean
1,88,1,115,0,88,clean
1,112,1,115,0,14,clean
1,24,1,115,0,12,clean
2,64,2,115,0,4,clean
1,39,1,115,0,39,defective
1,54,1,115,0,9,clean
1,27,1,115,0,27,clean
2,51,2,115,0,27,clean
2,29,2,115,0,15,clean
2,80,2,115,0,52,defective
2,48,2,115,0,26,clean
1,24,1,115,0,12,clean
1,20,1,115,0,2,clean
1,24,1,115,0,2,clean
2,41,2,115,0,22,clean
1,463,1,115,9,463,clean
1,3,1,115,0,3,clean
1,3364,1,115,0,58,clean
1,3364,1,115,0,58,clean
1,34,1,115,0,34,clean
1,75,1,115,0,75,clean
1,32,1,115,1,32,clean
1,1,1,115,22,1,clean
1,54,1,115,0,9,clean
2,600,3,115,30,54,clean
2,600,3,115,30,54,clean
2,61,2,115,0,31,clean
1,41,1,115,0,0,clean
1,52,1,115,0,0,clean
1,36,1,115,0,36,clean
1,2,1,115,0,2,clean
2,36,2,115,22,5,clean
2,10,2,9,0,5,clean
2,10,2,9,0,5,clean
2,15,2,203,0,8,clean
2,3,2,132,0,3,clean
1,5,1,63,0,1,clean
3,42,3,135,0,5,defective
8,257,8,203,180,181,defective
12,320,16,325,244,41,defective
13,154,13,132,442,109,defective
1,390,1,63,485,26,clean
1,93,1,135,5,93,clean
5,16,13,203,72,226,defective
7,118,8,325,13,9,defective
2,93,2,135,5,47,clean
2,6,2,203,0,6,clean
2,3400,2,203,455,68,clean
8,214,8,325,474,54,defective
14,2341,14,132,478,107,defective
1,390,1,63,485,26,clean
1,51,1,135,1,51,defective
1,375,1,203,1,0,clean
1,1101,2,203,1,0,clean
1,279,1,203,1,0,clean
2,32,2,203,0,9,clean
2,32,2,203,0,9,clean
2,1,2,203,3,2,clean
2,1,2,203,3,2,clean
14,12,14,203,3,11,clean
7,23,10,325,41,9,clean
2,469,2,132,20,24,clean
1,5,1,63,0,1,clean
1,1755,1,135,0,39,clean
1,16,1,17,0,8,clean
1,80,2,203,0,10,clean
1,31,2,325,0,3,clean
2,76,2,132,0,38,clean
4,32,5,203,1,8,clean
1,1101,1,203,0,0,clean
3,12157,3,203,76,882,defective
1,24747,1,132,158,339,defective
3,12157,3,203,76,882,defective
1,328,1,325,41,1,clean
2,24747,2,132,166,227,defective
1,471,2,203,174,0,clean
1,1754,1,203,174,0,clean
2,7172,2,203,41,131,defective
3,506,6,325,39,63,defective
4,102,6,203,80,9,defective
1,844,1,203,80,0,clean
1,417,2,203,80,0,clean
1,844,2,203,80,0,clean
1,27323,1,203,0,89,clean
13,96,26,203,130,139,defective
2,267,2,203,0,12,clean
4,114,8,203,38,171,defective
4,98,9,203,362,2,clean
1,30,1,203,0,2,clean
1,1755,1,135,0,39,clean
4,30,4,203,0,6,clean
1,5,1,63,0,1,clean
1,1755,1,135,0,39,clean
22,409,37,203,112,90,defective
4,160,7,325,84,18,defective
5,8650,5,203,77,524,defective
1,328,1,325,41,1,clean
3,18,4,203,32,2,clean
3,185,3,325,35,0,clean
1,36,1,203,108,2,clean
3,25,10,203,5,27,clean
1,27323,1,203,0,89,clean
1,1754,4,203,0,0,clean
1,1869,1,203,0,0,clean
2,51,4,203,0,104,defective
1,27,1,203,80,0,clean
14,64,14,203,24,20,defective
8,507,10,325,30,89,defective
5,58,5,132,12,19,clean
8,768,8,135,36,47,defective
1,1408,1,203,58,0,clean
2,1439324,2,203,200,614,clean
2,4466,5,325,0,2,clean
2,1677,2,132,480,41,clean
1,50,1,203,0,5,clean
2,6,2,325,0,2,clean
1,47,1,132,0,0,clean
3,3,3,203,0,3,clean
2,130,2,203,36,33,clean
7,50,7,325,12,10,defective
2,265,2,132,26,4,clean
2,9,2,203,0,4,clean
1,1869,1,203,0,0,clean
1,673,3,203,0,0,clean
1,1408,1,203,0,0,clean
2,333,2,203,14,25,clean
2,18,2,325,14,1,clean
1,10,1,203,3,10,clean
8,1639,8,203,100,86,defective
4,718,6,325,40,203,clean
1,1869,1,203,31,0,clean
2,2102,2,203,84,8,clean
7,15,11,203,102,103,clean
1,9,1,203,0,3,clean
1,4,1,325,0,2,clean
2,3400,2,203,455,68,clean
10,368,13,325,438,34,defective
12,2341,12,132,478,118,defective
1,390,1,63,485,26,clean
1,561,6,203,485,0,clean
3,13,3,203,0,8,clean
1,37,2,325,0,21,clean
1,41,1,132,0,41,clean
2,32,2,203,0,9,clean
1,37,2,325,0,21,clean
1,530,1,203,0,0,clean
23,247,36,203,76,129,defective
8,55,12,325,61,311,defective
21,1183,24,132,97,15,defective
34,112,49,135,63,18,defective
8,1,8,17,105,27,clean
1,1200,1,203,65,0,clean
1,561,1,203,65,0,clean
1,47,1,203,65,0,clean
1,1101,1,203,65,0,clean
3,58,3,203,0,60,clean
1,1188,1,203,6,36,clean
1,187,1,203,6,0,clean
1,1408,1,203,6,0,clean
1,31,1,203,6,0,clean
1,462,1,203,0,22,clean
1,462,1,203,0,22,clean
1,4,1,203,0,0,clean
2,82,2,203,0,41,clean
2,20,2,203,0,0,clean
2,27,2,203,0,0,clean
2,24,3,203,3,24,clean
1,1,1,325,0,0,clean
1,8,1,135,0,8,clean
1,35,1,203,0,5,clean
1,50,1,203,0,5,clean
1,18,1,325,0,9,clean
2,127,2,132,0,4,clean
1,786,1,203,0,0,clean
1,72,1,203,0,0,clean
3,18,4,203,0,2,clean
2,98,2,203,0,9,clean
1,8109,1,203,0,477,clean
3,1,3,203,0,0,clean
1,462,1,203,0,22,clean
1,462,1,203,0,22,clean
1,1,1,325,0,0,clean
1,4,1,132,0,4,clean
1,946,1,203,0,0,clean
1,340,1,203,0,0,clean
1,779,1,203,0,0,clean
1,374,1,203,0,0,clean
1,497,1,203,0,0,clean
4,12,4,203,0,3,clean
1,6,1,203,0,6,clean
1,37,1,325,0,0,clean
1,19,1,203,0,19,clean
1,18,1,325,0,0,clean
1,10,1,203,0,10,clean
1,26,1,325,0,0,clean
2,128,4,203,4,21,clean
1,1122,2,132,17,561,clean
1,96,1,203,0,12,clean
2,72,2,325,0,35,clean
1,58,1,203,0,0,clean
1,1408,1,203,0,0,clean
3,233,3,203,0,0,clean
2,26,2,203,0,0,clean
5,1220,5,203,0,113,clean
3,106,3,203,0,72,defective
2,95,2,203,0,4,clean
1,40,1,203,0,0,clean
1,4,1,203,1,2,clean
2,223,2,203,1,0,clean
1,1200,1,203,1,0,clean
1,50,1,203,0,5,clean
1,5,1,203,0,5,clean
1,2,1,325,0,0,clean
1,5,1,203,0,5,clean
1,2,1,325,0,0,clean
1,6,1,203,0,0,clean
2,130,2,132,0,65,clean
2,141,2,203,66,33,clean
2,10,3,325,28,8,clean
2,160,2,203,45,184,clean
1,14,1,203,0,7,clean
1,1,1,325,0,1,clean
1,14,1,203,0,7,clean
2,1,2,325,0,1,clean
1,370,1,203,0,0,clean
2,65,2,203,18,33,clean
6,60,6,325,46,17,clean
6,29,6,132,33,15,clean
1,50,1,203,0,5,clean
3,9,3,325,0,6,clean
6,232,6,132,0,29,defective
1,48,1,63,0,12,defective
1,47957,1,203,751,221,clean
17,317002,20,325,488,505,defective
15,94232,15,132,482,587,defective
2,439602,2,63,486,683,defective
1,2946944,1,135,482,1456,defective
2,3400,2,203,455,68,clean
10,368,13,325,438,34,defective
12,2341,12,132,478,118,defective
1,390,1,63,485,26,clean
1,1439324,1,203,401,1174,clean
1,3605,3,325,401,0,clean
1,1439324,1,203,401,1174,clean
1,3605,3,325,401,0,clean
1,47957,1,203,751,221,clean
17,317002,18,325,489,561,defective
15,94232,15,132,482,587,defective
2,439602,2,63,486,683,defective
3,2946944,3,135,483,1505,defective
2,3400,2,203,455,68,clean
10,368,13,325,438,34,defective
14,2341,14,132,478,107,defective
1,390,1,63,485,26,clean
2,1439324,3,203,269,485,clean
2,4466,5,325,0,2,clean
1,2891,1,135,481,59,clean
3,1396453,4,203,316,653,defective
2,4466,5,325,0,2,clean
1,2891,1,135,481,59,clean
5,676848,5,203,494,966,defective
28,312084,29,325,490,603,defective
19,185286,19,132,482,562,defective
2,439602,2,63,486,683,defective
2,108570,2,3,483,330,defective
3,2946944,6,135,241,823,defective
1,1208862,1,203,500,843,defective
4,8565,8,325,449,201,defective
1,70,2,135,281,735,defective
1,1208862,1,203,500,843,defective
3,110396,6,325,502,267,defective
5,676848,5,203,494,966,defective
8,593589,9,325,492,795,defective
1,716352,1,132,482,861,defective
3,2946944,3,135,483,1505,defective
1,1439324,1,203,401,1174,clean
2,4466,5,325,0,2,clean
2,1677,2,132,480,41,clean
5,676848,5,203,494,966,defective
8,593589,9,325,492,795,defective
1,2946944,1,135,482,1456,defective
5,676848,10,203,247,494,defective
8,593589,18,325,192,406,defective
3,2946944,6,135,241,823,defective
1,844,1,203,0,0,clean
3,584,4,203,40,40,defective
5,275,8,325,43,48,defective
2,6390,2,132,45,66,defective
5,25444,13,203,86,451,defective
1,1408,1,203,62,0,clean
1,187,1,203,62,0,clean
1,844,1,203,62,0,clean
1,844,1,203,62,0,clean
1,187,2,203,62,0,clean
5,6,5,203,105,229,defective
4,13,4,203,139,8,clean
1,7,1,203,50,0,clean
1,7,1,203,50,0,clean
4,50,7,203,7,14,defective
6,117,7,325,8,143,clean
4,444,4,203,166,26,clean
7,65,8,325,156,130,clean
2,2,2,132,123,1,clean
7,575,7,63,123,37,defective
5,67,6,135,115,21,defective
2,4,2,203,8,2,clean
2,6,2,325,9,3,defective
1,3,1,132,10,3,clean
4,25,4,63,21,30,clean
1,4,1,203,0,0,clean
2,4,2,203,0,5,clean
2,168,2,63,17,26,clean
2,177,2,203,0,12,clean
1,12,1,132,0,6,clean
2,222,2,203,29,37,clean
3,513,3,203,124,33,clean
7,172,8,325,132,63,defective
2,12416,2,132,399,106,defective
1,5,1,63,0,5,clean
1,2030,1,135,274,58,clean
1,8100,1,203,62,90,clean
1,311,2,325,32,155,clean
11,42,14,63,48,14,defective
7,76,8,203,39,26,defective
4,8131,8,325,39,35,defective
3,57,3,132,0,25,clean
1,99,1,63,10,99,clean
3,3,3,135,107,3,clean
6,23,6,203,0,6,clean
1,6724,1,203,0,82,clean
5,85185,5,325,1911,11916,defective
2,1147041,2,132,1806,3856,defective
1,4,1,63,0,2,clean
1,702,1,135,0,39,defective
8,22,8,203,75,13,clean
3,63,3,325,70,25,clean
1,16,1,132,67,4,clean
1,65,1,203,6,13,defective
2,60,2,325,5,8,clean
1,56,1,135,5,8,clean
3,80,7,203,33,3,clean
7,357,8,325,95,20,clean
8,63,9,132,40,25,defective
11,2,14,63,68,12,defective
3,36,3,135,78,4,clean
1,81,1,17,0,9,clean
1,65,1,203,6,13,defective
3,12,3,325,5,5,clean
1,56,1,135,5,8,clean
3,297592,8,203,97,366,defective
7,43,8,203,0,5,defective
12,4688,12,325,0,39,defective
3,1,3,132,0,1,clean
3,8,3,135,0,15,defective
5,44,5,203,11,2,clean
1,3,1,325,11,0,clean
1,2497,1,203,11,0,clean
1,187,1,203,11,0,clean
1,844,1,203,11,0,clean
3,36,7,203,35,25,defective
3,36778,3,325,38,353,defective
1,784,2,132,45,85,defective
3,36,7,203,35,25,defective
3,36778,3,325,38,353,defective
1,784,2,132,45,85,defective
3,36,7,203,35,25,defective
3,36778,3,325,38,353,defective
