@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {defective,clean}

@data
2,4,2,103,62,3,clean
4,91,5,105,26,179,defective
5,26,7,36,80,10,defective
1,6536,1,71,29,86,clean
1,24,1,76,22,24,defective
1,6300,3,7,49,49,clean
1,324,1,139,82,18,clean
1,240,1,39,82,15,clean
1,702,3,105,40,270,defective
2,13662,2,139,166,151,clean
1,2040,1,105,163,51,clean
2,406,3,71,195,36,clean
3,5,3,139,0,1,clean
2,176,2,139,17,13,clean
3,2013,4,103,11,23,clean
2,87,4,36,3,19,defective
2,63,2,139,30,6,clean
2,825,2,139,82,100,defective
8,75,8,139,100,68,clean
2,825,2,139,82,100,defective
3,8500,3,139,59,83,defective
19,4,25,103,55,29,defective
2,6319,2,105,186,125,defective
4,3432,4,36,92,84,clean
6,210,6,76,92,45,clean
1,484,1,139,89,22,clean
1,702,2,105,60,389,defective
1,610,1,36,134,122,defective
1,324,1,139,22,18,clean
2,11324,2,139,126,41,clean
1,1422,1,139,0,3,clean
1,32,1,139,0,32,clean
1,69,1,139,0,3,clean
1,54,1,139,0,6,clean
1,47,1,139,0,47,clean
1,616,1,139,2,28,clean
1,1,1,1199,0,1,clean
1,61,1,139,0,61,clean
1,58,1,139,0,58,clean
1,55,1,139,0,55,clean
1,42,1,139,0,42,clean
1,72,1,139,0,0,clean
1,48,1,139,0,48,clean
1,1,1,1199,0,1,clean
2,67,3,139,0,52,clean
1,1,1,1199,0,1,clean
1,480,1,139,0,20,clean
1,224,1,139,0,32,clean
1,1,1,1199,0,1,clean
1,14,1,36,0,0,clean
1,37,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,9,1,36,0,3,clean
1,88,1,139,0,8,clean
1,16,1,139,0,4,clean
1,82,1,139,0,82,clean
1,16,1,139,0,4,clean
2,45,2,139,0,22,clean
2,35,4,139,0,17,clean
2,44,3,139,0,28,clean
1,93,1,139,0,93,clean
1,34,1,139,0,34,clean
1,65,1,139,0,65,clean
1,75,1,139,0,75,clean
1,1,1,1199,0,1,clean
1,70,1,139,0,70,defective
1,1,1,1199,0,1,clean
3,294,3,139,0,99,clean
2,42,2,139,0,21,clean
1,95,1,139,0,95,clean
1,66,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,28,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,1422,2,139,0,254,clean
1,1,1,1199,0,1,clean
1,76,1,139,0,76,clean
1,1,1,1199,0,1,clean
1,81,1,139,0,81,clean
1,51,1,139,0,51,clean
1,63,1,139,0,63,clean
1,73,1,139,0,0,clean
1,94,1,139,0,0,clean
1,37,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,41,1,139,0,41,defective
1,34,1,139,0,34,clean
1,40,1,139,0,40,defective
1,53,1,139,0,0,clean
1,81,1,139,0,0,clean
1,84,1,139,0,84,clean
1,43,1,139,0,43,clean
1,78,1,139,0,78,clean
1,108,1,139,0,108,defective
1,1,1,1199,0,1,clean
1,323,1,139,0,323,clean
3,32,3,139,0,26,clean
1,35,1,139,0,35,clean
1,75,1,139,0,0,clean
1,95,1,139,0,95,clean
1,35,1,139,0,35,clean
1,91,1,139,0,91,clean
1,59,1,139,0,0,clean
1,70,1,139,0,70,defective
1,73,1,39,0,0,clean
1,1,1,1199,0,1,clean
1,68,1,139,0,68,clean
1,4,1,139,0,4,clean
2,100,2,139,0,5,clean
1,1,1,1199,0,1,clean
1,391,1,139,0,391,clean
1,37,1,139,0,37,clean
1,37,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,37,1,139,0,37,clean
1,37,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,10,1,139,0,2,clean
1,1,1,1199,0,1,clean
1,2236,1,139,0,43,clean
1,32,1,139,0,0,clean
1,1,1,1199,0,1,clean
1,196,1,139,0,14,clean
1,196,1,139,0,14,clean
3,510,4,139,0,95,clean
1,8550,1,139,116,75,clean
1,34,2,105,166,34,clean
4,6438,4,139,35,62,clean
1,16,1,103,33,4,clean
1,500,1,139,177,25,clean
1,1924,1,103,63,74,clean
1,112,1,139,65,28,clean
1,12,1,57,65,12,clean
2,58,2,139,170,10,clean
1,828,1,105,6,3,clean
2,25,2,76,22,15,defective
2,4,3,139,88,4,clean
17,27,168,139,0,24,defective
3,12,3,139,0,5,clean
1,324,1,139,22,18,clean
1,2236,1,139,0,43,clean
1,61,1,71,0,61,clean
3,895,3,139,0,0,clean
1,3720,1,139,239,60,clean
1,969,1,76,201,51,clean
1,170,1,139,67,17,clean
1,141229,1,139,66,407,clean
1,12545,1,139,36,193,defective
1,93,1,103,17,31,clean
1,6950,1,105,22,139,defective
1,77720,1,139,75,290,clean
1,1,1,103,75,1,clean
3,2706,3,139,82,65,clean
1,240,1,39,82,15,clean
1,1,1,13,194,1,clean
2,11,2,103,81,18,clean
2,178,4,105,35,63,defective
3,400,3,36,112,64,defective
1,966,1,76,86,46,clean
1,7744,1,139,263,88,clean
1,4,1,103,219,4,clean
1,3720,1,139,239,60,clean
1,969,1,76,201,51,clean
2,14,2,139,181,141,clean
1,19740,1,139,524,141,clean
2,683764,2,139,291,429,clean
2,26000,2,139,66,108,clean
1,2072,1,139,67,0,clean
1,2756,1,139,409,52,clean
1,729,1,1199,411,27,clean
1,131705,1,139,409,371,clean
1,729,1,1199,411,27,clean
1,70064,1,105,411,302,clean
1,3696,1,36,373,176,clean
1,7189,1,76,374,91,clean
1,32,1,39,18,4,clean
1,156,1,103,18,12,clean
2,252,2,39,0,15,clean
2,7,2,103,0,7,clean
1,105,1,39,0,0,clean
1,81,1,39,0,0,clean
1,55,1,39,0,0,clean
1,45,1,39,0,0,clean
1,111,1,39,0,0,clean
1,69,1,39,0,0,clean
1,205,1,39,0,0,clean
1,41,1,39,0,0,clean
1,1,1,1199,0,1,clean
1,49,1,39,0,0,clean
1,39,1,39,0,0,clean
1,49,1,39,0,0,clean
1,26,1,39,0,0,clean
1,68,1,39,0,0,clean
1,122,1,39,0,0,clean
1,47,1,39,0,0,clean
1,1,1,1199,0,1,clean
1,49,1,39,0,0,clean
1,37,1,39,0,0,clean
1,99,1,39,0,0,clean
1,49,1,39,0,0,clean
1,37,1,39,0,0,clean
1,27,1,39,0,27,clean
1,1,1,1199,0,1,clean
1,78,1,39,0,0,clean
1,123,1,39,0,0,clean
1,79,1,39,0,0,clean
1,105,1,39,0,0,clean
1,69,1,39,0,0,clean
1,134,1,39,0,0,clean
8,122,12,39,0,2,clean
2,1,2,1199,0,29,clean
6,12,6,103,0,39,defective
2,4,2,105,0,4,clean
1,1,1,39,103,1,clean
1,1176,1,1199,230,196,clean
1,9,1,105,0,9,clean
2,1,2,1199,77,2,clean
1,1,13,1199,99,1,clean
1,275,1,1199,190,25,clean
1,36850,1,1199,319,335,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,182,1,103,0,7,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,10,2,105,0,14,clean
1,1,1,1199,0,1,clean
2,14,2,105,0,28,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,14,2,105,0,28,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,4,1,1199,0,2,clean
1,1,1,1199,0,1,clean
2,6,2,103,0,12,defective
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,54,1,103,0,54,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,18,1,105,0,3,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,36,1,105,0,36,clean
1,1,1,1199,0,1,clean
1,110,1,105,0,11,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,29,1,36,0,29,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,5,2,1199,0,14,clean
1,1,1,1199,0,1,clean
1,26,1,57,0,0,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,46,1,103,0,46,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,24,1,36,0,6,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,80,2,103,0,28,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,56,1,1199,0,56,clean
1,52,1,1199,0,52,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,60,1,105,0,6,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
3,30,3,1199,0,3,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,38,1,105,0,38,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,56,1,105,0,56,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,103,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,103,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,66,1,71,0,66,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,58,1,103,0,58,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,25,1,71,0,25,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,59,1,103,0,59,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,67,1,103,0,67,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,103,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,103,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,6,1,76,0,2,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,325,1,71,0,13,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,78,1,103,0,78,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,2,2,36,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,32,1,105,0,32,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,25,1,71,0,25,clean
1,1,1,1199,0,1,clean
1,51,1,71,0,51,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,33,1,71,0,33,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,52,1,1199,0,52,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,59,1,105,0,59,clean
2,7,2,1199,0,29,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,7,2,1199,0,29,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,56,1,71,0,56,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,54,1,71,0,54,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,44,1,71,0,11,defective
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,81,1,36,0,9,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,51,1,71,0,51,clean
1,1,1,1199,0,1,clean
1,30,1,71,0,30,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,2,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,54,1,105,0,54,clean
1,1,1,1199,0,1,clean
1,60,1,105,0,60,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,2,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
2,40,2,105,0,22,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,26,1,57,0,0,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,25,1,105,0,5,clean
1,28,1,76,0,28,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,5,1,105,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,9,1,71,0,3,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,44,1,105,0,44,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,2,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,82,1,76,0,82,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,54,1,105,0,54,clean
1,1,1,1199,0,1,clean
1,83,1,105,0,83,defective
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,59,1,105,0,59,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
