@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R4,9'

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {defective,clean}

@data
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,2,6,1,71,24,3,3,clean
1,1,1,2,1,1199,42,1,1,clean
1,1,1,2,1,1199,73,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,172,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,26,1,1,clean
1,1,2,44,1,105,19,44,0,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,40,1,1,clean
1,1,1,2,1,1199,29,1,1,clean
1,1,1,2,1,1199,26,1,1,clean
1,1,1,2,1,1199,48,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,69,1,1,clean
1,1,2,82,1,76,45,82,0,clean
1,1,1,2,1,1199,70,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,77,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,47,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,2,54,1,105,13,54,0,clean
1,1,1,2,1,1199,40,1,1,clean
1,1,2,83,1,105,26,83,0,defective
1,1,1,2,1,1199,29,1,1,clean
1,1,1,2,1,1199,37,1,1,clean
1,1,1,2,1,1199,31,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,2,59,1,105,17,59,0,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,132,1,1,clean
1,1,1,2,1,1199,63,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,36,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,2,56,1,105,14,56,0,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,26,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,50,1,1,clean
1,1,2,7,1,103,44,3,4,clean
1,1,1,2,1,1199,43,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,135,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,104,1,1,clean
1,1,1,2,1,1199,44,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,35,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,1,2,1,1199,36,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,2,62,1,105,18,62,0,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,2,30,1,105,2,30,0,clean
1,1,1,2,1,1199,31,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,29,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
3,3,1,18,3,1199,10,4,2,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,36,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,1,2,1,1199,87,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,2,33,1,36,9,33,0,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,2,60,1,76,18,60,0,clean
1,1,1,2,1,1199,14,1,1,clean
2,2,2,37,2,57,24,6,12,clean
1,1,3,38,1,103,13,38,0,clean
1,1,1,2,1,1199,70,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,2,59,1,103,16,59,0,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,37,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,65,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,38,1,1,clean
1,1,1,2,1,1199,55,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,29,1,1,clean
1,1,2,2,1,103,29,1,1,clean
1,1,1,2,1,1199,79,1,1,clean
1,1,2,3,1,76,78,1,2,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,2,61,1,103,14,61,0,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,2,55,1,103,14,55,0,clean
1,1,1,2,1,1199,29,1,1,clean
1,1,2,64,1,71,22,64,0,clean
1,1,1,2,1,1199,0,1,1,clean
1,1,2,43,1,103,0,43,0,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,50,1,1,clean
1,1,1,2,1,1199,46,1,1,clean
1,1,1,2,1,1199,36,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,2,12,1,103,15,6,6,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,175,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,31,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,105,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,2,69,1,105,25,69,0,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,54,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,2,56,1,71,14,56,0,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,2,83,1,71,21,83,0,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,2,74,1,105,25,74,0,clean
1,1,1,2,1,1199,53,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,46,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,2,57,1,71,14,57,0,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,60,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,104,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,254,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,47,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,31,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,34,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,129,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,36,1,1,clean
1,1,1,2,1,1199,38,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,26,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,39,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,35,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,37,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,61,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,2,59,1,105,14,59,0,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,2,87,1,105,39,87,0,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,164,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,55,1,1,clean
1,1,2,69,1,71,24,69,0,clean
1,1,1,2,1,1199,211,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,44,1,1,clean
1,1,1,2,1,1199,41,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,66,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,44,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,212,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,41,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,2,2,1,103,28,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,39,1,1,clean
1,1,1,2,1,1199,94,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,71,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,48,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,60,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,24,1,1,clean
1,1,1,2,1,1199,104,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,82,1,1,clean
1,1,1,2,1,1199,37,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,127,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,26,1,1,clean
1,1,2,54,1,71,13,54,0,clean
1,1,1,2,1,1199,23,1,1,clean
1,1,2,57,1,71,14,57,0,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,77,1,1,clean
1,1,1,2,1,1199,112,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,53,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,95,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,113,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,57,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,53,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,51,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,45,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,40,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,47,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,102,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,40,1,1,clean
1,1,1,2,1,1199,373,1,1,clean
1,1,1,2,1,1199,59,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,121,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,34,1,1,clean
1,1,1,2,1,1199,37,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,22,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,27,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,90,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,20,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,71,1,1,clean
1,1,1,2,1,1199,411,1,1,clean
1,1,2,6,1,105,401,0,6,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,2,27,1,105,3,27,0,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,25,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,11,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,47,1,1,clean
1,1,2,49,1,105,23,49,0,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,2,33,1,105,4,33,0,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,2,33,1,105,4,33,0,defective
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,29,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,21,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,5,1,1,clean
1,1,1,2,1,1199,73,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,30,1,1,clean
1,1,1,2,1,1199,8,1,1,clean
1,1,1,2,1,1199,43,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,16,1,1,clean
1,1,1,2,1,1199,15,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,10,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,2,10,1,76,7,10,0,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,7,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,19,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,9,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,13,1,1,clean
1,1,1,2,1,1199,63,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,18,1,1,clean
1,1,1,2,1,1199,2,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,2,26,1,105,2,26,0,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,84,1,1,clean
1,1,1,2,1,1199,71,1,1,clean
1,1,1,2,1,1199,33,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
1,1,1,2,1,1199,1,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,58,1,1,clean
1,1,1,2,1,1199,17,1,1,clean
1,1,1,2,1,1199,12,1,1,clean
1,1,1,2,1,1199,14,1,1,clean
1,1,1,2,1,1199,28,1,1,clean
1,1,1,2,1,1199,6,1,1,clean
1,1,1,2,1,1199,3,1,1,clean
1,1,1,2,1,1199,100,1,1,clean
1,1,1,2,1,1199,4,1,1,clean
