@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R2-3,5,7-9,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,1,1,1,clean
2,370,2,24,defective
2,3858,3,436,defective
1,5,1,5,clean
1,7225,1,85,clean
1,288,1,288,clean
1,288,1,288,clean
1,288,1,288,clean
1,49,1,7,clean
1,4,1,4,clean
6,157,7,15,defective
3,189,7,22,clean
2,1297,2,34,defective
1,63,2,3,clean
1,54,1,9,clean
1,95,1,19,clean
1,2080,1,65,clean
1,8,1,8,clean
1,330,2,30,clean
1,192,2,24,clean
2,1760,3,30,clean
1,2,3,11,clean
1,15,1,15,clean
1,5,1,5,clean
1,60,1,6,clean
1,65,1,13,defective
2,7,3,432,defective
2,990,2,95,defective
2,225,2,17,clean
1,7,1,7,clean
1,7,1,7,clean
1,7,1,7,clean
1,2,1,2,clean
1,371,1,53,clean
1,17,1,0,clean
1,65,1,13,defective
1,3858,2,645,defective
1,2401,1,49,clean
1,190,1,19,clean
2,911,2,456,clean
1,2728,1,88,clean
1,32,2,8,clean
1,1640,1,41,clean
1,60,2,3,clean
1,18,1,6,clean
3,658,4,340,defective
1,514,1,514,defective
2,35931,3,70,defective
1,1,1,1,clean
1,116,2,58,clean
1,5,1,5,clean
1,658,1,658,clean
1,34,1,34,clean
1,658,2,658,clean
1,658,1,658,clean
1,658,2,784,clean
2,415,2,82,clean
1,694382,1,442,defective
1,11100,1,100,clean
1,10,1,5,clean
1,4,1,2,clean
2,16,2,25,defective
2,16129,3,47,clean
1,694382,1,442,defective
1,81,1,81,clean
1,415,1,5,clean
3,626,4,23,defective
2,694382,2,291,defective
1,415,1,5,clean
2,9,2,42,clean
2,1,2,0,clean
1,2268,1,54,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
2,4,3,3,clean
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,744,1,186,defective
1,694382,1,442,defective
1,137326,1,577,clean
1,209,1,11,clean
1,7,1,7,clean
1,52,3,27,clean
1,120,6,6,clean
1,15,3,71,defective
1,9,4,8,clean
1,6,1,6,clean
1,825,1,33,clean
1,3858,2,28,clean
1,3600,1,60,defective
3,44,4,40,defective
1,14,1,7,clean
1,1760,2,44,clean
1,1760,2,44,clean
1,1760,2,44,clean
1,96,2,96,clean
1,6889,1,83,clean
1,6,1,6,clean
11,66,18,29,defective
16,13,28,43,defective
3,948,3,81,defective
3,4906,4,85,defective
10,1706,10,106,defective
1,25,1,5,clean
1,3072,1,48,clean
1,132,1,11,clean
2,23,5,54,defective
3,1014,4,112,defective
12,3670,20,354,defective
6,1122,9,11,defective
2,105,2,2797,defective
2,56,2,12,clean
1,3072,1,48,clean
1,78,1,39,clean
2,837,2,53,defective
1,384,1,16,clean
1,40,2,20,clean
2,36,6,10,clean
1,4,1,2,clean
3,17,7,50,defective
8,1978,9,124,defective
2,3858,3,695,defective
1,694382,1,442,defective
1,694382,1,442,defective
1,110,1,11,clean
1,300,1,300,clean
1,694382,1,442,defective
1,694382,1,442,defective
1,694382,2,442,defective
1,4838,1,59,defective
1,415,1,5,clean
3,626,4,23,defective
1,114,1,19,clean
1,11154,1,143,clean
1,1280,1,160,clean
1,415,1,5,clean
1,222,1,222,clean
1,174,1,174,clean
1,110,1,11,clean
1,232,1,58,defective
1,174,1,174,clean
1,232,1,58,defective
1,110,1,11,clean
1,514,2,344,defective
1,514,1,514,defective
2,658,2,352,defective
5,4838,7,60,defective
1,222,1,222,clean
1,903,1,43,clean
2,32,4,14,clean
1,16,1,16,clean
1,911,1,911,clean
2,658,2,352,defective
2,658,2,352,defective
1,7,1,0,clean
2,148,2,37,defective
1,4,1,2,clean
3,144,3,1865,defective
1,270980,1,797,defective
1,10,1,10,clean
1,694382,1,442,defective
1,137326,1,577,clean
1,209,1,11,clean
1,4838,1,59,defective
1,4838,1,59,defective
1,270980,1,797,defective
1,415,1,5,clean
2,1297,2,34,defective
1,11,2,0,clean
1,137326,1,577,clean
2,911,2,676,defective
2,10,3,33,clean
2,562,4,44,clean
2,562,4,44,clean
2,562,4,44,clean
2,562,4,44,clean
1,49,1,49,clean
1,174,1,174,clean
1,60,1,10,clean
1,49,1,7,clean
1,9,4,9,clean
4,617,5,58,defective
3,70,4,70,defective
1,10,1,5,clean
1,1760,1,44,clean
1,1760,1,44,clean
1,1760,1,44,clean
4,948,5,51,defective
1,2397,1,47,defective
1,4,1,0,clean
1,56,1,7,clean
1,40,2,4,clean
2,50,3,8,clean
1,21632,1,208,defective
1,25740,1,165,defective
1,117,1,117,clean
1,12,1,3,clean
1,694382,1,442,defective
1,415,1,5,clean
1,110,1,11,clean
1,259,2,18,clean
1,259,2,18,clean
1,415,1,5,clean
1,72,1,36,clean
1,259,1,37,clean
2,3349,3,1887,defective
1,694382,1,442,defective
1,60,1,10,clean
1,3,1,3,clean
1,9,1,1,clean
2,3721,2,93,clean
1,3721,1,61,clean
2,3721,2,93,clean
1,110,1,11,clean
1,234,1,18,clean
1,5593,1,5593,defective
2,658,2,352,defective
1,694382,1,442,defective
2,658,2,352,defective
1,694382,1,442,defective
2,16660,3,97,defective
1,8,1,2,clean
1,121,1,11,clean
1,415,1,5,clean
1,36,1,6,clean
1,270980,1,797,defective
1,694382,1,442,defective
1,270980,1,797,defective
1,270980,1,797,defective
1,5593,1,5593,defective
1,259,1,37,clean
2,174,2,45,clean
1,415,2,5,clean
1,132,1,11,clean
2,4578,2,142,defective
2,19,2,9,clean
5,3944,12,1288,defective
1,694382,1,442,defective
2,694382,2,329,defective
1,1056,1,32,clean
1,694382,1,442,defective
1,13104,1,252,defective
2,16660,3,97,defective
1,415,1,5,clean
1,415,1,5,clean
3,4838,4,61,defective
1,1160,1,40,clean
1,42,1,21,clean
5,256,9,38,defective
1,415,1,5,clean
1,2,1,1,clean
1,694382,1,442,defective
1,415,1,5,clean
1,396,1,22,clean
1,6561,1,81,clean
1,56048,1,226,clean
1,49,1,7,clean
1,137326,1,577,clean
2,80,5,52,clean
4,325,4,31,defective
4,27,5,32,clean
1,266,1,19,clean
1,3024,1,56,clean
2,3024,2,37,clean
1,18,1,1,clean
1,168,1,56,clean
2,228362,2,251,clean
1,62,1,2,clean
1,506,1,23,clean
1,506,1,23,clean
1,1904,1,56,clean
1,7150,1,130,defective
1,120,1,10,defective
2,10,2,5,clean
1,730,1,730,clean
1,9296,2,85,clean
2,825,2,17,clean
2,465,2,232,clean
1,16,2,0,clean
1,4,1,0,clean
3,62388,3,234,defective
1,3993,1,33,clean
1,4,1,0,clean
1,3,1,0,clean
11,251,12,76,defective
1,31407,1,87,defective
2,84688,2,270,defective
1,9,1,1,clean
2,20,2,1,clean
1,3024,1,56,clean
1,3024,1,56,clean
1,452,1,452,clean
1,452,1,452,clean
1,209,1,11,clean
1,428,1,428,clean
1,88,1,8,clean
1,9296,2,85,clean
1,9296,2,85,clean
1,825,1,33,clean
1,3135,1,57,clean
1,3135,1,57,clean
1,3993,1,33,clean
1,3993,2,17,clean
1,3993,1,33,clean
1,62,1,2,clean
1,3993,1,33,clean
1,62,1,2,clean
1,300,1,100,clean
1,841,1,29,clean
1,228362,1,454,clean
1,841,1,29,clean
1,12,1,6,clean
1,434,1,62,clean
1,1,1,0,clean
1,428,1,428,clean
1,21,1,7,clean
1,5,1,5,clean
1,3993,1,33,clean
1,841,1,29,clean
1,19,1,0,clean
1,4899,1,69,clean
1,428,1,428,clean
1,16,1,4,clean
1,2,1,2,clean
1,7150,1,130,defective
1,168,1,1,clean
1,112,1,112,defective
1,2236,1,43,clean
4,66,4,35,clean
2,6,2,4,clean
2,990,4,37,clean
1,4516,2,2507,clean
1,171,1,19,clean
2,196,2,185,clean
1,1,1,1,clean
1,60,3,3,clean
1,224,1,16,clean
1,379,2,190,clean
2,69333,2,213,clean
3,816,3,27,clean
1,1548,1,86,clean
17,173,18,43,defective
3,256,4,14,defective
1,52900,1,230,clean
2,19,2,9,clean
27,5,32,35,defective
10,73,10,82,defective
11,114,12,74,defective
3,6536,3,30,clean
10,99,20,76,clean
2,274,2,50,clean
1,742,1,106,clean
2,3,2,0,clean
1,742,1,106,clean
1,1,1,1,clean
1,3,1,0,clean
1,68453,1,77,defective
1,10,2,4,clean
1,1075,1,215,clean
1,1,1,1,clean
4,1273,4,35,clean
5,51,5,165,clean
1,32,1,8,clean
2,33408,2,44,clean
3,351,4,28,clean
1,72,1,36,clean
2,18,2,176,clean
2,171,2,43,clean
2,175,2,125,clean
1,980,1,980,clean
1,990,3,30,clean
5,71,5,43,defective
7,1740,10,80,defective
1,275,1,25,clean
4,74,5,19,clean
3,37,4,37,defective
1,42,1,42,defective
1,1014,1,39,clean
1,1029,1,49,clean
1,171,1,19,clean
2,196,2,185,clean
3,1056,3,53,clean
4,68,4,289,defective
2,58,2,7,defective
3,745,3,78,defective
1,93,1,31,clean
2,6950,2,72,defective
1,816,1,68,clean
4,1023,4,59,defective
1,1419,1,43,clean
3,510,4,95,clean
1,67,1,67,clean
3,165,3,30,defective
2,288,2,4,clean
1,816000,1,960,clean
1,1412,1,1412,clean
1,13482,1,126,clean
1,226,1,226,clean
1,13482,1,126,clean
1,226,1,226,clean
1,816000,2,884,clean
2,373,3,811,defective
1,6,1,6,clean
1,627,1,627,clean
1,6,1,6,clean
4,988,4,20,clean
2,6319,2,125,defective
3,3432,3,112,clean
3,15488,3,82,clean
1,1548,1,86,clean
1,4899,1,69,clean
1,4,1,2,clean
1,1419,1,43,clean
1,67,1,67,clean
2,1672,2,58,clean
1,3720,1,60,clean
1,21,1,21,clean
2,8919,2,186,clean
1,108,1,18,clean
3,33473,4,131,defective
1,43836,1,281,clean
1,816000,2,543,clean
1,1412,2,819,clean
2,315,2,26,defective
2,135905,2,303,clean
1,558,1,62,clean
1,1120,1,32,clean
2,2646,2,86,clean
1,141229,1,407,clean
4,2072,5,103,clean
2,4,2,11,clean
2,77500,2,166,clean
2,121,2,213,defective
1,5,1,5,clean
1,1,1,1,clean
1,51562,1,254,clean
1,500,1,25,clean
1,1924,1,74,clean
2,6110,2,81,clean
5,15762,6,103,defective
2,84,2,7,clean
1,13,1,13,clean
3,325,3,46,clean
2,4,2,3,clean
4,91,5,179,defective
5,26,7,10,defective
1,6536,1,86,clean
1,24,1,24,defective
1,6300,3,49,clean
1,324,1,18,clean
1,240,1,15,clean
1,702,3,270,defective
2,13662,2,151,clean
1,2040,1,51,clean
2,406,3,36,clean
3,5,3,1,clean
2,176,2,13,clean
3,2013,4,23,clean
2,87,4,19,defective
2,63,2,6,clean
8,75,8,68,clean
1,484,1,22,clean
1,702,2,389,defective
1,610,1,122,defective
1,324,1,18,clean
2,11324,2,41,clean
3,510,4,95,clean
1,8550,1,75,clean
1,34,2,34,clean
4,6438,4,62,clean
1,16,1,4,clean
1,500,1,25,clean
1,1924,1,74,clean
1,112,1,28,clean
1,12,1,12,clean
2,58,2,10,clean
1,828,1,3,clean
2,25,2,15,defective
2,4,3,4,clean
17,27,168,24,defective
3,12,3,5,clean
1,324,1,18,clean
3,895,3,0,clean
1,3720,1,60,clean
1,969,1,51,clean
1,170,1,17,clean
1,141229,1,407,clean
1,12545,1,193,defective
1,93,1,31,clean
1,6950,1,139,defective
1,77720,1,290,clean
1,1,1,1,clean
3,2706,3,65,clean
1,240,1,15,clean
1,1,1,1,clean
2,11,2,18,clean
2,178,4,63,defective
3,400,3,64,defective
1,966,1,46,clean
1,7744,1,88,clean
1,4,1,4,clean
1,3720,1,60,clean
1,969,1,51,clean
2,14,2,141,clean
1,19740,1,141,clean
2,683764,2,429,clean
2,26000,2,108,clean
1,2072,1,0,clean
1,2756,1,52,clean
1,729,1,27,clean
1,131705,1,371,clean
1,729,1,27,clean
1,70064,1,302,clean
1,3696,1,176,clean
1,7189,1,91,clean
1,32,1,4,clean
1,156,1,12,clean
2,252,2,15,clean
2,7,2,7,clean
1,105,1,0,clean
8,122,12,2,clean
2,1,2,29,clean
6,12,6,39,defective
2,4,2,4,clean
1,1,1,1,clean
1,1176,1,196,clean
1,9,1,9,clean
2,1,2,2,clean
1,36850,1,335,clean
1,1,1,1,clean
1,1,1,1,clean
1,1,1,1,clean
1,1,1,1,clean
1,30,1,30,clean
1,1,1,1,clean
1,957,1,0,clean
1,957,1,0,clean
4,5,4,9,clean
1,591,1,591,defective
2,116,2,62,clean
1,627,1,627,clean
2,5670,2,82,clean
1,81,1,9,clean
4,591,4,187,defective
1,226,1,226,clean
1,36,1,6,clean
1,246,1,41,clean
1,43,1,43,defective
1,27,1,3,clean
1,4275,1,75,defective
1,12,1,12,clean
1,36,1,6,clean
2,16,2,36,clean
1,12,1,12,clean
1,67,1,67,clean
1,4158,1,54,clean
1,990,1,110,clean
2,1296,2,87,clean
1,6,1,6,clean
3,31,3,16,clean
2,979,2,65,clean
1,9676,1,118,clean
1,104,1,8,clean
1,1,1,1,clean
1,35,1,35,clean
1,33,1,0,clean
1,16872,1,111,defective
1,100,1,10,clean
1,6,1,6,clean
1,32480,1,280,clean
1,5,1,5,clean
1,1140,1,0,clean
1,9676,1,118,clean
1,1,1,1,clean
5,181,5,23,defective
2,237,2,42,clean
1,2,1,0,clean
1,8,1,8,clean
1,114736,1,404,clean
1,196,1,49,clean
1,3,1,0,clean
1,16,1,16,clean
1,196,1,49,clean
2,134,2,68,clean
1,756,1,28,clean
1,70064,1,302,clean
1,70064,1,302,clean
1,400,1,20,clean
1,2115,1,45,clean
8,10294,8,103,defective
1,12,1,0,clean
1,4284,1,63,clean
3,8,17,4,clean
1,751,1,0,clean
2,62,2,31,clean
1,60,1,6,clean
1,68453,1,77,defective
1,610,1,122,defective
2,62,2,31,clean
2,62,2,31,clean
1,2028,2,26,clean
1,3712,1,0,clean
1,2300,1,50,clean
1,1368,1,18,clean
1,25,1,5,clean
1,7160,1,40,clean
1,14,1,0,clean
1,4,1,4,clean
1,10948,1,119,clean
1,2690408,1,1796,clean
2,120,2,13,defective
1,10350,1,90,clean
1,1989,1,51,clean
1,21,1,0,clean
1,4,1,2,clean
1,192,1,8,clean
1,192,1,8,clean
1,22,1,22,clean
1,1368,1,18,clean
1,92092,6,356,clean
1,990,3,30,clean
1,878,1,0,clean
1,92092,3,356,clean
1,990,3,30,clean
1,92092,3,356,clean
1,990,3,30,clean
1,990,3,30,clean
1,92092,3,356,clean
1,92092,6,192,clean
1,92092,3,356,clean
1,92092,3,356,clean
1,92092,3,356,clean
1,92092,3,356,clean
1,92092,3,356,clean
1,92092,6,192,clean
2,1132,2,378,clean
1,92092,3,356,clean
1,1368,1,18,clean
1,92092,3,356,clean
1,92092,6,192,clean
1,92092,3,356,clean
1,4516,1,4516,clean
1,4516,1,4516,clean
1,4516,1,4516,clean
1,4516,1,4516,clean
1,1067,1,0,clean
1,1398,1,0,clean
1,45,1,45,clean
1,13570,1,118,clean
1,131,1,0,clean
1,7160,6,20,clean
1,11,3,11,clean
1,13,1,13,clean
1,13,1,0,clean
1,4516,1,4516,clean
1,16,1,16,clean
1,10,1,10,clean
1,499,1,499,clean
1,10,1,10,clean
1,499,1,499,clean
1,22,1,22,clean
1,499,1,499,clean
1,22,1,22,clean
1,499,1,499,clean
1,16,1,16,clean
1,2837,1,0,clean
1,2837,1,0,clean
1,1398,1,0,clean
1,16,1,16,clean
1,2837,1,0,clean
2,699,2,349,clean
2,699,2,349,clean
2,699,2,349,clean
2,699,2,349,clean
2,1152,2,34,clean
1,19,1,0,clean
1,276,1,276,clean
1,1092,1,21,clean
1,276,1,276,clean
1,1092,1,21,clean
2,110,2,21,clean
1,2,1,2,clean
1,6952,1,88,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,2,1,2,clean
1,8,1,4,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
1,194,1,194,clean
3,6,3,22,clean
8,154,8,32,defective
6,1,6,29,clean
3,64,4,61,clean
4,132,4,104,clean
1,225,1,15,clean
2,729,2,27,clean
1,56,1,8,defective
2,80,2,6,clean
1,19,1,19,clean
1,9696,1,48,clean
1,7,1,0,clean
2,17,2,20,clean
1,5,4,0,clean
2,329,2,25,defective
2,12,2,14,clean
1,4,1,1,clean
5,330,5,125,clean
6,262,9,35,defective
1,294,1,21,clean
1,4,1,0,clean
2,1152,2,34,clean
1,4,1,4,clean
3,49,3,34,clean
1,12,1,12,clean
2,4,2,12,clean
1,10952,1,74,clean
1,580,1,580,clean
1,4,2,2,clean
1,1072,1,8,clean
1,2,1,0,clean
2,12,3,11,clean
4,15,4,18,clean
1,4,1,4,clean
4,15,4,24,clean
1,5,1,5,clean
1,225,1,0,clean
2,42,3,11,clean
1,225,1,0,clean
1,26,2,13,clean
1,225,1,0,clean
2,5,3,10,clean
4,105,4,31,clean
2,26,2,15,clean
4,324,4,17,clean
2,21,2,13,clean
1,1,1,1,clean
2,139,2,21,clean
2,49,2,4,clean
1,9,1,3,clean
2,50,3,8,clean
1,9,1,0,clean
1,12,1,0,clean
1,4,1,2,clean
1,9,1,0,clean
1,1215,1,45,clean
1,9696,1,48,clean
2,190,3,618,defective
1,4,1,2,clean
8,416,8,28,defective
6,195,7,62,defective
2,21,2,16,clean
1,2640,1,440,clean
1,756,1,27,clean
1,1222,1,47,clean
2,12475,2,231,clean
1,24849,1,3,clean
1,24849,1,3,clean
4,52,9,8,clean
1,56,2,0,clean
1,9696,1,48,clean
2,4,2,2,clean
2,44,2,7,clean
3,2209,3,17,clean
1,214,1,214,clean
1,56,1,1,clean
1,9696,1,48,clean
2,1173,2,25,defective
2,16,2,4,clean
5,221,6,28,clean
2,324,2,26,clean
2,560,2,18,clean
1,24,1,24,clean
1,884,1,17,clean
2,47,2,5,clean
1,2756,1,52,clean
3,264,3,24,clean
2,324,2,26,clean
2,18,2,3,clean
1,2,1,2,clean
2,128,2,227,clean
1,4,1,0,clean
3,324,3,25,clean
1,1164,1,1164,clean
1,24849,1,3,clean
1,72,1,12,clean
1,1,1,1,clean
1,1,1,1,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,4,2,2,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
3,1474,3,492,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
