@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R2-3,5,7-9,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,55484,1,388,clean
1,28512,2,264,clean
1,49590,1,261,clean
1,12,1,6,clean
1,490,1,14,clean
1,469221,1,683,clean
2,160,2,14,clean
4,4,4,11,defective
1,27882880,1,3040,defective
1,1088,1,32,clean
2,782,2,23,clean
2,1444,2,20,clean
4,4,15,8,defective
15,15,18,191,defective
1,1572,1,3,clean
2,27,2,94,clean
1,3,1,3,defective
3,14,3,81,defective
1,9,6,9,defective
1,40889,1,31,clean
2,339853,2,381,clean
1,4,1,4,clean
1,3086,1,0,clean
2,16,2,5,clean
2,720,3,100,clean
1,28,1,28,clean
1,2208,1,48,clean
1,3550,1,50,clean
1,37349,1,169,clean
3,397814,3,382,defective
2,1521,3,155,defective
1,28512,1,264,clean
1,49590,1,261,clean
2,28,2,16,clean
1,196,1,14,clean
1,3315,1,85,defective
1,38,1,19,clean
1,3,1,3,clean
1,469221,2,683,clean
1,28,1,14,clean
1,22197,2,151,clean
1,2401,1,49,clean
1,28,1,28,clean
1,280,1,14,clean
1,5,1,5,clean
1,196,1,14,clean
1,26334,1,171,clean
1,293,1,293,clean
1,585,1,39,clean
3,2500,4,64,defective
1,293,1,293,clean
2,1032,2,22,clean
1,3,1,3,clean
1,469221,1,683,clean
2,68,4,704,defective
4,87,5,11,clean
1,5,1,5,clean
1,130,1,13,clean
6,1,9,607,defective
1,1,1,1,clean
1,166,1,0,clean
2,4,2,15,clean
1,324,3,23,clean
1,27,1,9,clean
1,64,4,10,clean
1,10,1,10,clean
1,11918972,2,6718,defective
1,80,1,0,clean
2,1032,2,22,clean
1,12996,2,114,clean
1,9,1,3,clean
1,30,1,15,clean
1,11918972,2,6718,defective
1,477,1,53,clean
2,3542,2,107,defective
4,7,4,94,clean
2,6,2,25,clean
1,13,1,13,clean
2,16,2,126,clean
10,588,11,509,clean
1,1782,2,54,clean
1,690,1,30,defective
1,283550,1,530,clean
1,80,2,10,clean
1,3,1,3,clean
2,30,2,4,clean
1,14362,1,86,clean
2,1700070,3,4783,defective
1,16,1,4,clean
2,1292,2,0,clean
2,24336,2,89,defective
2,4,2,1,clean
4,15376,6,86,clean
1,5,1,5,clean
1,2,1,2,clean
1,2,1,2,clean
1,6,1,6,clean
1,120,1,10,defective
1,4935616,2,481,defective
2,252,2,16,clean
4,35,6,20,clean
3,6,3,14,clean
1,182,1,26,defective
3,10,4,10,clean
1,6,1,6,clean
3,7,3,230,clean
1,30,1,30,clean
2,22,2,7,clean
2,1,2,1,clean
1,1,1,1,clean
2,3,2,2,clean
1,1,1,1,clean
1,32944,1,142,clean
1,16,1,4,clean
2,22,2,7,clean
1,1,1,1,clean
1,5,1,5,clean
1,27,1,27,clean
1,36,1,6,clean
1,5,3,24,defective
1,1804,1,22,clean
3,276,3,60,defective
1,432,3,3,clean
1,1,1,1,clean
1,9,1,3,clean
1,253,1,11,clean
2,8,6,18,clean
1,90,1,0,clean
2,1782,2,28,clean
2,15,4,20,clean
2,1015,3,19,clean
3,374,4,9,defective
4,754,4,194,clean
7,1000,10,6,defective
1,5796,1,36,clean
1,1440,1,180,clean
1,12,1,2,clean
2,2,2,2,clean
1,25,1,5,clean
1,5049,1,297,defective
2,64,2,6,clean
2,28,2,16,clean
1,196,1,14,clean
2,28,2,16,clean
1,196,1,14,clean
2,28,2,16,clean
1,196,1,14,clean
2,28,2,16,clean
1,196,1,14,clean
2,28,2,16,clean
1,196,1,14,clean
1,1530,1,34,clean
1,3481,1,59,clean
4,9,4,16,defective
5,10,25,18,clean
7,396,15,286,defective
5,88509,6,644,defective
17,444,30,100,clean
1,3542,1,154,defective
1,3542,1,154,defective
2,4,2,9,clean
1,1440,1,45,clean
1,25,2,3,clean
1,3542,1,154,defective
1,3542,1,154,defective
2,12,2,4,clean
2,12,4,3,clean
1,1,1,1,clean
1,9,1,3,clean
2,2,2,247,clean
2,12,2,4,clean
2,2500,2,34,clean
1,27,1,9,clean
1,1961,2,37,clean
1,27,1,9,clean
1,1961,2,37,clean
1,27,1,9,clean
1,1961,2,37,clean
1,2068,1,44,clean
1,1,1,1,clean
1,126,2,14,clean
1,143,1,0,clean
1,3542,1,154,defective
1,14,1,7,clean
1,14,1,7,clean
1,16,1,4,clean
3,3150,4,97,clean
1,32,1,8,clean
1,469221,1,683,clean
2,836,2,13,clean
1,3,1,0,clean
1,8,1,4,clean
1,22,1,2,clean
5,4,9,41,defective
3,540,3,12,clean
7,355,9,501,defective
4,59792,4,80,defective
2,99,9,7,clean
1,108558,1,111,clean
1,384,1,64,clean
1,12,1,6,clean
1,22,1,2,clean
2,4,2,3,clean
2,77672,3,1363,defective
1,59792,2,148,clean
1,12267,1,47,clean
1,290,2,5,clean
1,24,2,8,clean
1,10,2,10,clean
4,396,6,53,clean
1,3,1,1,clean
1,18,1,3,clean
2,108558,2,58,clean
3,100,5,224,clean
5,1,13,637,defective
3,59792,3,57,defective
13,18,17,131,defective
3,2796,4,771,defective
6,3290,8,85,clean
1,1,1,1,clean
1,54,2,6,defective
1,18,2,9,clean
1,33,1,33,clean
1,28,1,14,clean
2,540,3,110,clean
1,7,1,7,clean
1,2401,1,49,clean
4,3420,4,21,clean
11,180,12,39,defective
3,20,3,18,clean
2,4,2,2,clean
8,216,10,48,clean
3,725,12,10,clean
2,216,2,9,clean
1,4,1,4,clean
1,35717,1,187,clean
1,144648,1,392,defective
2,65448,5,55,clean
1,585,2,39,clean
4,715,4,200,defective
1,26334,1,171,clean
1,22148,1,49,clean
1,3726,1,54,clean
2,288,3,67,clean
7,4,11,10,clean
6,51,8,1687,defective
4,810,4,12,clean
5,2601,6,438,clean
1,3542,1,154,defective
3,112,4,62,defective
1,288,1,24,clean
1,2401,1,49,clean
1,513,1,27,clean
1,169,1,13,clean
1,9603,1,97,clean
1,513,1,27,clean
1,3650,1,50,clean
1,9603,1,97,clean
1,513,1,27,clean
1,9603,1,97,clean
1,513,1,27,clean
1,9603,1,97,clean
3,126,3,25,defective
3,4,3,27,clean
1,2760,1,23,clean
4,4,4,213,clean
3,2400,3,293,defective
5,5,8,6,clean
1,25,1,5,defective
3,3876,4,3389,defective
4,36,9,58,defective
1,836,1,22,clean
2,24,2,33,clean
1,44099,1,209,clean
1,76,1,19,clean
1,595,1,17,clean
1,1550,2,846,clean
1,200,1,50,defective
2,144648,2,197,defective
4,40,4,13,clean
1,77672,2,2044,defective
4,3,13,5,clean
1,30,2,6,clean
1,5900,2,56,clean
3,19,3,35,clean
3,168921,4,342,defective
1,69,1,0,clean
1,40,1,10,clean
1,4,1,2,clean
1,54,1,3,clean
1,72,1,12,clean
1,10,1,0,clean
4,25,4,240,clean
1,77,1,7,clean
1,4,1,4,clean
3,54,3,93,clean
3,512,5,226,clean
1,7,1,7,defective
2,7965,3,41,defective
2,4,3,1,clean
1,20,1,5,clean
1,40,1,4,clean
2,1,2,95,defective
4,176,6,6,clean
1,2156,1,49,defective
1,23490,1,145,clean
3,315,3,5,clean
1,324,1,18,clean
1,1830,1,0,clean
4,25,4,44,clean
2,24276,4,126,defective
1,265224,1,514,clean
1,1998,1,37,clean
1,17955,1,105,clean
1,336,2,23,clean
3,196,3,11,clean
3,75,6,7,defective
5,4,5,166,clean
3,51,5,73,clean
1,16,1,4,clean
2,18,2,14,clean
4,1736,6,68,defective
3,7392,3,61,defective
2,306,2,35,clean
2,244530,2,584,clean
4,3,6,6,clean
3,3,4,3360,defective
2,72,2,32,clean
3,15,3,311,clean
2,20553,2,110,defective
1,71095,1,241,clean
1,213904,1,461,clean
1,16,1,4,clean
2,1736,2,31,clean
1,16,1,16,clean
1,441,1,147,defective
1,640,1,16,clean
4,990,5,327,clean
1,18,1,18,clean
1,5049,1,297,defective
1,10,2,10,clean
1,2354,3,1708,clean
1,18,1,6,defective
1,2825,1,113,clean
1,63504,1,252,clean
2,34254,2,211,defective
1,6889,1,83,defective
1,3576545,2,2988,clean
1,34254,1,346,defective
1,3576545,2,2988,clean
1,77,1,11,clean
1,30260,1,170,clean
1,221,1,13,clean
1,77672,2,2044,defective
1,918,2,102,clean
3,338,4,46,clean
4,2376,5,59,clean
1,22910,1,158,clean
1,345,1,23,clean
38,3819,38,203,defective
7,8,7,27,defective
2,8930,2,49,clean
5,42,5,202,defective
2,5,5,165,clean
3,100,3,229,clean
2,15410,2,58,clean
4,4,5,2702,defective
5,25596,5,42,defective
5,10,5,183,clean
1,1,2,1,clean
1,11918972,2,6718,defective
1,5,2,8,clean
1,4,1,2,clean
2,1024,4,3375,defective
2,33,3,68,clean
3,3,4,11,clean
3,594,3,10,clean
2,869,2,6,clean
24,196,58,190,defective
1,16,3,0,clean
2,3,3,4478,defective
4,3,5,57,clean
3,345,4,34,clean
4,616,8,2724,defective
2,2,2,6,clean
7,1248,9,152,clean
3,11,3,35,clean
3,80,5,2702,defective
2,1125,2,38,clean
6,408,12,422,clean
1,12,1,6,clean
6,2500,9,1542,defective
1,312,1,26,clean
10,92,21,226,clean
2,11,2,42,clean
1,11918972,2,6718,defective
5,408,8,478,clean
3,3,8,36,clean
2,1,3,4479,defective
6,1,9,18,clean
3,12,9,6,clean
7,38,12,35,clean
5,80,7,1932,defective
1,66,2,18,clean
5,2,13,249,clean
1,496,1,62,clean
1,216,1,24,clean
2,77672,4,4381,defective
2,59792,4,76,clean
5,800,7,407,defective
1,32,1,16,defective
1,11918972,2,6718,defective
2,4,3,18,clean
1,3,4,3,clean
3,15410,3,43,defective
4,225,5,2691,defective
1,216,1,24,clean
10,6,10,41,defective
5,138,6,59,clean
9,36,13,1060,defective
15,21,16,32,clean
13,8,15,388,clean
1,3,1,3,clean
5,9,6,2929,defective
5,80,6,165,clean
1,139,2,320,clean
1,9,1,3,clean
1,230878,1,479,clean
1,5,1,5,clean
1,469221,2,683,clean
1,24,1,2,clean
2,3249,2,30,clean
1,5,1,0,clean
1,640,1,64,clean
2,3249,2,105,defective
3,208,3,34,clean
2,3,3,451,clean
1,166,1,0,clean
1,3249,1,57,clean
1,16,1,16,clean
1,16,1,16,clean
1,36,1,6,clean
1,924,1,22,clean
2,4,2,15,clean
1,12,1,4,clean
2,725,3,241,clean
1,12,1,4,clean
4,22,4,48,defective
2,4,2,112,defective
1,96,1,12,clean
2,126,2,7,clean
1,1925,1,55,clean
1,2476,4,674,clean
13,48,13,77,defective
1,70,1,10,clean
1,473,1,43,clean
1,1170,1,65,clean
1,920,1,46,defective
1,21583,1,113,clean
1,4,1,2,clean
1,469221,1,683,clean
1,4,1,1,clean
1,22,1,11,clean
1,966,1,21,clean
1,6106,2,53,clean
1,1156,1,34,clean
1,10,1,5,clean
1,1023,1,31,clean
1,10,1,5,clean
1,1023,1,31,clean
1,6,3,16,clean
4,9702,6,753,defective
2,59792,2,78,clean
4,11343,8,228,defective
1,12,1,12,clean
1,70,1,10,clean
2,4,2,267,clean
1,139,1,139,clean
2,7,2,13,clean
2,9,3,4481,defective
1,126,3,13,clean
1,143,1,0,clean
1,1156,1,34,clean
1,166,1,0,clean
2,4,2,15,clean
1,324,3,23,clean
1,166,1,0,clean
2,4,2,15,clean
1,324,3,23,clean
1,166,1,0,clean
1,1961,1,37,clean
1,166,1,0,clean
2,143,2,0,clean
1,1961,1,37,clean
1,324,4,34,clean
1,166,1,0,clean
2,143,2,0,clean
1,324,4,34,clean
1,280,1,14,clean
1,11918972,2,6718,defective
1,196,1,14,clean
1,5,1,5,clean
2,166,3,5,clean
1,3,4,3,clean
1,1961,1,37,clean
1,2,1,2,clean
1,8,1,0,clean
1,1,1,0,clean
1,4,1,2,clean
1,311364,1,558,clean
2,390,2,260,clean
1,496,1,62,clean
1,2254,1,49,clean
4,4851,5,122,clean
1,1,1,1,clean
1,14819,1,203,clean
1,10,2,6,clean
1,166,1,0,clean
1,1961,1,37,clean
1,501,1,501,clean
1,336,1,24,clean
3,1075,3,38,clean
1,51067,1,223,clean
1,166,1,0,clean
1,166,1,0,clean
1,166,1,0,clean
1,25,1,5,clean
2,10,2,13,clean
1,1921,1,113,clean
1,66,1,11,clean
1,166,1,0,clean
1,1961,1,37,clean
1,1,1,1,clean
2,15,3,3,clean
1,298660,1,548,clean
1,166,1,0,clean
1,166,1,0,clean
1,14819,1,203,clean
1,10,2,6,clean
1,42,1,14,clean
1,13108,1,113,clean
1,4,1,2,clean
1,169,1,13,clean
1,34,1,34,clean
3,2483,9,478,defective
1,55484,1,388,clean
1,49590,1,261,clean
1,501,1,501,clean
1,70,1,1,clean
1,271960,1,520,clean
2,1776,3,26,clean
4,576,5,67,clean
4,58,4,14,clean
1,4,1,0,clean
2,1776,2,31,clean
2,156,2,8,clean
1,12,1,4,clean
1,213904,2,461,clean
1,2,1,1,clean
1,108,1,36,clean
1,4,1,4,clean
1,2408,1,43,clean
1,10,2,10,clean
1,396,2,36,clean
1,6727,1,217,clean
1,88509,1,163,clean
2,1776,2,31,clean
2,156,2,8,clean
1,12,1,4,clean
1,213904,2,461,clean
1,1776,1,48,clean
4,4508,4,92,defective
1,20,1,0,clean
2,49,2,73,clean
2,30,2,24,clean
3,4508,3,122,clean
1,70,1,10,clean
3,33,5,10,clean
1,99,2,11,clean
1,29,1,29,clean
4,30,4,76,defective
1,48,1,12,clean
1,48,1,12,clean
1,48,1,12,clean
1,48,1,12,clean
1,29,1,29,clean
3,540,4,87,clean
1,45,1,9,clean
1,4,1,4,clean
1,166,1,0,clean
1,348,2,6,clean
2,533,8,15,clean
1,166,1,0,clean
1,1961,1,37,clean
1,166,1,0,clean
1,1961,1,37,clean
2,166,2,4,clean
1,1961,1,37,clean
1,166,1,0,clean
1,3,1,3,clean
1,1961,1,37,clean
1,166,1,0,clean
1,1961,1,37,clean
1,166,1,0,clean
1,166,1,0,clean
2,1521,2,213,defective
1,28512,1,264,clean
1,49590,1,261,clean
1,139,1,139,clean
1,469221,1,683,clean
1,166,1,0,clean
1,1961,1,37,clean
2,166,2,15,clean
1,1961,1,37,clean
1,16,3,23,clean
1,2001,1,29,clean
1,16,3,15,clean
1,16,1,8,clean
1,166,1,0,clean
1,1961,1,37,clean
1,16,1,8,clean
1,16,2,8,clean
1,3,1,3,clean
1,16,1,8,clean
1,3,1,3,clean
1,166,1,0,clean
1,166,1,0,clean
1,1961,1,37,clean
1,260,1,20,clean
1,11,2,2,clean
1,501,1,501,clean
1,56,1,14,clean
1,4275,1,75,clean
1,457650,1,675,clean
1,6,1,6,clean
3,10313052,4,1272,defective
7,4508,9,95,defective
1,14,1,14,clean
2,30260,3,150,clean
2,210,2,42,defective
1,6968,1,268,defective
1,442,1,34,clean
1,29,1,29,clean
4,100,5,30,clean
1,1,1,1,clean
1,228,2,19,clean
3,4508,3,122,clean
1,70,1,10,clean
1,442,1,34,clean
1,18,1,9,clean
1,4,1,4,clean
1,30,1,10,clean
1,20,1,10,clean
1,4,1,4,clean
1,36,1,12,clean
1,544,1,34,clean
1,280,1,14,clean
1,400,1,20,clean
1,77672,2,2044,defective
1,59792,1,148,clean
2,26,2,7,clean
1,12,1,4,clean
1,12,1,4,clean
1,12,1,4,clean
1,457650,1,675,clean
1,4,1,2,clean
1,457650,1,675,clean
1,153,1,51,clean
1,3844,1,62,clean
2,50,3,736,clean
1,820,1,41,clean
2,400,3,2477,defective
2,9025,2,515,defective
1,592,1,74,clean
2,49,2,5,clean
1,24,1,12,clean
1,11880,1,132,clean
1,1521,1,39,defective
4,16,5,111,clean
1,49590,1,261,clean
1,6380,1,116,clean
2,1168,2,42,clean
3,1980,3,32,clean
3,5,3,30,clean
1,4,1,4,clean
8,3876,9,1601,defective
9,15,18,682,defective
4,10609,4,180,defective
1,32697,1,189,clean
1,311364,1,558,clean
1,225,1,15,clean
1,487830,1,690,clean
1,20,1,10,clean
1,25,1,5,clean
1,20,1,10,clean
1,25,1,5,clean
1,20,1,10,clean
1,25,1,5,clean
1,4,1,4,clean
1,49,1,7,clean
1,4,1,4,clean
1,153,1,51,clean
5,36,6,13,clean
1,16,1,4,clean
2,338338,6,767,clean
2,1776,2,31,clean
5,6,6,687,defective
1,12,1,4,clean
26,120,71,238,defective
1,4,1,2,clean
1,169,2,13,clean
1,12,1,0,clean
1,3086,1,0,clean
1,11,1,1,clean
3,182,4,11,clean
1,1476,1,9,clean
1,6,1,0,clean
2,5820,3,1078,clean
1,57,1,3,clean
1,17,1,1,clean
2,17,2,2,clean
1,13108,1,113,clean
1,23,1,23,clean
1,20,1,5,clean
1,8,1,0,clean
1,966,1,21,clean
1,11918972,2,6718,defective
1,4,1,4,clean
1,13,1,13,clean
2,62,2,32,defective
1,8464,2,92,clean
2,2408,3,14,clean
16,135936,29,172,defective
1,729,1,27,clean
3,43,4,125,clean
1,62,1,62,defective
1,8464,2,92,clean
1,64636,1,286,defective
1,4,1,2,clean
1,533,1,41,clean
2,536,2,252,clean
2,5,2,3,clean
1,1,1,1,clean
1,8464,2,92,clean
2,901,2,454,clean
4,9702,5,42,clean
1,24,1,3,clean
5,4,9,105,clean
1,384,1,24,clean
1,384,1,24,clean
1,265224,1,514,clean
1,384,1,24,clean
4,168,5,2714,defective
4,36,4,26,clean
5,135936,6,143,defective
1,181,1,181,defective
1,35,1,7,clean
1,42,1,14,clean
1,213904,1,461,clean
1,4,1,0,clean
1,60,1,6,clean
5,64,8,1092,defective
56,3,100,67,defective
3,3,6,2274,defective
2,5280,3,52,clean
1,80,1,10,clean
1,11918972,2,6718,defective
1,487830,1,690,clean
4,130,5,2987,defective
1,480,1,32,clean
5,4511,15,3,clean
17,6936,29,53,defective
23,1485,41,346,defective
27,1,29,23,defective
66,36,92,184,defective
1,15908,1,97,defective
1,21,1,7,clean
4,77,13,572,clean
4,20305,12,2273,defective
1,36,2,3,clean
2,49,3,411,defective
2,2483,4,76,defective
3,201552,4,1033,clean
2,9702,2,102,clean
2,20164,3,221,clean
1,11918972,2,6718,defective
3,3,5,4,clean
3,8,4,1024,defective
1,96,1,32,clean
5,8,7,225,clean
6,16,25,547,defective
17,4,34,393,defective
24,272,34,557,defective
4,3,32,44,defective
18,87,26,539,defective
13,135,15,22,defective
29,21,37,120,defective
1,15964,1,52,clean
1,11918972,2,6718,defective
1,24,1,2,defective
1,3206,2,1603,clean
1,11918972,2,6718,defective
2,30,2,6,clean
2,2031,4,1066,clean
1,5406,1,17,clean
1,1926,1,0,clean
3,4,3,9,clean
1,780,1,15,clean
1,66,1,11,clean
1,26380,1,1319,clean
1,7900,1,79,clean
2,25,2,17,clean
2,3249,2,30,clean
1,5,2,0,clean
1,43605,1,171,defective
1,3025,1,55,clean
2,5559,4,19,defective
1,1,1,1,clean
2,10788,3,217,defective
2,3249,2,30,clean
1,5,2,0,clean
1,5,1,5,clean
1,339853,1,577,clean
1,9,2,9,clean
1,5,1,1,clean
2,119133,2,196,clean
4,403,4,12,clean
1,348,1,29,clean
1,3249,1,57,clean
1,3249,1,57,clean
1,92,1,92,clean
1,2500,1,50,clean
1,11,1,0,clean
1,133,1,19,clean
1,51067,1,223,clean
1,374,1,17,clean
1,3249,1,57,clean
2,25,2,13,clean
2,20,2,342,clean
1,3249,1,57,clean
1,5,1,0,clean
2,39,2,30,clean
1,3474,2,18,clean
4,441,5,2728,defective
6,69,6,47,defective
10,8,12,56,clean
3,16,3,93,clean
2,13,2,14,clean
4,33,4,68,clean
1,1245,2,15,clean
1,158404,1,398,clean
1,319,1,319,clean
1,24336,1,156,clean
1,3025,1,55,clean
1,3086,1,0,clean
2,71095,2,135,clean
1,44,1,4,clean
1,120,1,10,clean
1,427,1,0,clean
1,308,1,14,clean
6,1144,12,129,clean
1,135,1,27,clean
2,2728,2,33,clean
10,25,18,242,defective
6,10,6,32,clean
10,32,14,55,clean
1,1564,2,2044,defective
1,427,1,0,clean
1,28512,1,264,clean
2,62,2,32,defective
1,4,1,2,clean
1,8464,2,92,clean
1,3249,1,57,clean
2,11,5,1,clean
1,57,1,3,clean
1,16,1,2,clean
1,36,1,3,clean
1,240,1,20,clean
1,4814,1,58,clean
1,212,2,285,clean
1,77672,2,2044,defective
1,59792,1,148,clean
3,12267,5,166,clean
6,2,6,179,defective
1,210,1,15,clean
5,121,5,644,defective
1,901,1,901,clean
1,384,2,24,clean
1,265224,2,514,clean
2,36,3,20,clean
2,36,3,20,clean
1,11918972,2,6718,defective
2,15120,3,4516,defective
2,3,2,7,clean
1,42,1,3,clean
1,12996,1,114,clean
2,3481,3,23,defective
1,264,1,8,clean
2,4,2,15,clean
1,213904,1,461,clean
1,196,1,14,clean
1,469221,2,683,clean
2,196,2,8,clean
2,1,2,73,clean
2,869,2,12,clean
3,25,10,45,defective
1,11918972,2,6718,defective
2,3,2,2,clean
1,484,2,14,clean
1,1,1,1,clean
1,7,1,1,clean
2,24336,2,78,defective
1,24336,1,156,defective
1,31,1,0,clean
1,24336,1,156,defective
1,80,1,0,clean
2,24336,2,83,defective
2,7,2,4,clean
1,11154,1,13,clean
2,9702,2,102,clean
2,11343,3,161,defective
1,82560,1,215,defective
1,9,1,0,clean
1,81,1,0,clean
1,95,2,20,clean
2,4,2,1,clean
1,30,1,3,clean
1,6,1,0,clean
1,3249,1,57,clean
1,3249,1,57,clean
3,1,4,1023,defective
1,2,1,2,clean
1,2,1,2,clean
1,77672,2,2044,defective
1,3,1,3,clean
1,1600,1,40,clean
2,29,3,23,clean
4,29,5,14,clean
1,82560,1,215,defective
2,48,2,9,clean
1,100,1,10,defective
2,144,3,25,clean
1,4,1,2,clean
1,20,1,10,clean
1,131140,1,395,clean
1,2559,2,1356,clean
1,100,1,10,defective
2,144,4,22,clean
1,1,1,1,clean
1,13,1,13,clean
3,357,3,7,clean
1,16,1,4,clean
2,36,2,35,clean
1,13108,2,113,clean
1,3025,1,55,clean
1,36,1,3,clean
2,18,3,1,clean
1,100,1,10,clean
1,24,1,4,clean
2,30723,2,73,clean
1,392,1,49,clean
5,2,6,181,clean
2,22,2,6,clean
1,2,1,0,clean
1,11918972,2,6718,defective
2,168921,3,858,defective
1,78,1,0,clean
1,12996,1,114,clean
1,40,1,10,clean
1,11,1,11,clean
1,3132,1,58,clean
1,12,1,6,clean
1,56,1,8,clean
1,6,1,6,clean
1,11,1,0,clean
1,457650,1,675,clean
1,4,1,2,clean
1,92,1,92,clean
1,156,1,6,clean
2,400,3,2477,defective
2,400,3,2477,defective
1,3249,1,57,clean
1,3,1,3,clean
1,77672,2,2044,defective
1,16,1,1,clean
9,6936,10,193,defective
3,928,3,13,clean
1,196,1,14,clean
2,114392,4,160,defective
1,65448,1,216,clean
1,442629,1,153,clean
1,181,1,181,defective
2,140,2,11,clean
2,153,3,489,clean
1,44099,1,209,clean
1,7,2,13,clean
1,12,1,0,clean
1,42642,1,206,clean
2,11,3,79,clean
4,106,5,42,defective
1,3021,1,53,clean
2,1600,2,68,clean
1,3,4,3,clean
1,1961,1,37,clean
2,4,2,1,clean
1,4155,1,0,clean
3,20,6,13,clean
3,4,3,9,clean
1,3481,1,59,defective
1,88509,1,163,clean
1,3481,1,59,defective
1,77672,2,2044,defective
1,298660,2,548,clean
1,1245,2,15,clean
1,4,1,2,clean
1,1476,2,9,clean
1,3086,1,0,clean
1,6,1,2,clean
1,25,2,5,clean
2,9216,3,246,clean
1,104,1,8,clean
3,864,3,98,defective
2,11,3,79,clean
1,11,1,11,clean
3,62,3,21,defective
1,8464,2,92,clean
1,1045,1,95,clean
1,2001,2,29,clean
1,3,1,3,clean
1,14,1,7,clean
1,11918972,2,6718,defective
1,41,2,26,clean
1,11918972,2,6718,defective
1,41,2,26,clean
1,11918972,2,6718,defective
1,41,3,18,clean
1,11918972,2,6718,defective
1,41,2,26,clean
1,11918972,2,6718,defective
1,41,1,0,clean
1,11918972,2,6718,defective
1,41,3,18,clean
1,11918972,2,6718,defective
1,41,1,0,clean
1,11918972,2,6718,defective
1,41,1,0,clean
3,72,4,3383,defective
1,6,3,1,clean
1,11918972,2,6718,defective
1,41,1,0,clean
1,11918972,2,6718,defective
1,41,1,0,clean
1,390,1,10,clean
1,6,1,0,clean
1,10,1,1,clean
1,10,1,1,clean
1,181,1,181,defective
1,106,1,106,clean
1,280051,2,2256,clean
1,24,2,3,clean
1,30,1,3,clean
1,5,1,5,clean
10,7,14,979,defective
10,3,12,40,defective
5,484,6,190,clean
2,1045,2,52,clean
11,6936,12,137,defective
6,3132,6,35,defective
1,74256,1,272,clean
1,181,1,181,defective
2,140,2,11,clean
1,4,1,1,clean
1,96,1,6,clean
2,171810,2,552,clean
1,181,2,181,defective
3,153,5,297,clean
1,44099,1,209,clean
4,4,10,1481,defective
1,28,1,7,clean
3,2208,3,277,clean
3,11,6,50,clean
2,2352,2,29,clean
1,1144,1,26,defective
2,3474,2,9,clean
2,20,2,79,defective
1,1045,2,95,clean
1,27,1,27,clean
1,43605,1,171,defective
1,457650,1,675,clean
2,100,2,112,defective
1,3,2,5,clean
1,144,1,12,clean
4,41734,4,162,defective
2,11918972,3,4483,defective
1,3249,1,57,clean
1,32,1,4,clean
1,1600,1,40,clean
2,2408,4,39,clean
1,3206,2,1603,clean
1,3249,1,57,clean
1,32,1,4,clean
1,3249,1,57,clean
1,32,1,4,clean
1,357,1,21,clean
2,16,2,11,clean
2,28,2,5,clean
1,49,1,7,clean
2,36,2,2,clean
2,21,3,0,clean
1,1564,3,0,clean
2,780,2,10,clean
1,1024,1,32,clean
2,33,6,1,clean
1,135,1,27,clean
1,10,1,5,clean
1,3720,1,62,clean
1,8,1,8,clean
1,213904,1,461,clean
2,79,2,41,defective
4,1908,8,72,defective
2,66,3,4,clean
4,408,6,519,clean
1,65,2,16,clean
1,213904,1,461,clean
1,59792,1,148,clean
1,1851,1,1851,clean
1,1120,1,32,clean
1,40194,1,198,clean
3,232,3,81,clean
2,6845,2,112,defective
2,476,2,16,clean
6,13,11,19,defective
8,1,13,136,clean
2,31,3,13,clean
1,15,1,5,clean
1,76,1,0,clean
3,31,4,9,clean
3,3,5,2,defective
2,3,3,8,clean
7,280,30,29,defective
19,17,37,586,defective
6,280,17,60,defective
17,7,24,317,defective
2,4,22,10,defective
2,32,2,50,clean
2,5,2,3,clean
1,469221,2,683,clean
1,6,1,0,clean
1,42,2,14,clean
89,3,134,28,defective
63,36,100,474,defective
3,16,8,12,defective
10,4,12,349,defective
1,24,1,3,clean
1,96,1,12,clean
2,390,2,260,clean
1,350,1,10,clean
1,1024,1,64,clean
1,2559,2,1356,clean
2,1024,2,32,clean
2,36,3,906,clean
1,3,1,3,clean
1,77,1,7,clean
2,1764,8,11,clean
6,6,8,402,clean
1,1500,2,50,clean
1,684,2,19,clean
2,26,2,7,clean
1,208,1,52,clean
1,4,1,1,clean
1,457650,1,675,clean
2,11,2,6,clean
1,536,1,67,clean
1,457650,1,675,clean
1,536,1,67,clean
1,457650,1,675,clean
1,84,1,7,clean
1,36,1,12,clean
1,96,1,24,clean
2,20907,2,165,clean
1,169,2,13,clean
1,265224,1,514,clean
2,3,3,19,clean
3,64,4,111,defective
1,56,1,56,clean
2,1353,3,147,defective
2,536,2,34,clean
1,457650,1,675,clean
1,24,1,3,clean
1,217,1,7,clean
5,72,5,26,clean
1,60024,1,244,clean
1,4,1,0,clean
3,30,3,296,clean
1,7,1,0,clean
2,1,4,2,clean
1,1620,1,54,clean
1,3654,1,87,clean
2,3,4,1,clean
2,108,2,5,clean
1,4,1,0,clean
1,3,2,3,clean
1,5796,1,36,clean
1,44,1,4,clean
3,2808,4,494,defective
1,34428,1,453,clean
1,144780,1,380,clean
1,16,1,4,clean
1,2,1,2,clean
1,30728,1,167,clean
