@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R3,5-6,8'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
2,2,151,363,87,19,17,clean
2,2,15,142,474,3,5,defective
1,1,20,181,298,5,4,clean
2,2,12,363,479,19,1,clean
2,2,60,142,323,17,7,defective
1,1,21450,174,335,165,130,clean
2,2,39,94,343,8,8,defective
1,1,11,363,345,11,0,clean
5,5,164,142,1302,31,45,defective
3,3,539,181,1382,20,21,clean
3,3,29,94,1382,20,19,clean
1,1,28,363,1396,14,2,clean
1,1,2,142,1313,2,0,clean
2,2,317,142,896,26,13,defective
2,2,190840,174,167,183,263,defective
11,11,21,181,445,30,25,defective
2,2,2,47,1197,2,0,clean
2,2,244,94,915,40,12,defective
8,8,347,363,397,540,75,defective
7,7,2,162,536,4,4,defective
1,1,6,142,1256,6,0,defective
5,5,2128,174,1236,105,110,defective
3,3,1440,181,946,55,42,defective
7,7,10,142,677,6,4,defective
6,6,52,174,559,10,11,defective
4,4,24,181,572,12,7,clean
2,2,413,94,1820,74,99,defective
8,8,340,363,796,47,36,defective
10,10,248,162,834,88,70,defective
4,4,6,142,996,4,1,clean
1,1,7600,174,1316,80,95,clean
5,5,23,181,329,24,6,clean
3,3,77,94,1816,64,73,defective
9,9,188,363,1035,57,45,defective
19,19,798,162,1269,78,59,defective
2,2,6,142,227,3,3,clean
2,2,224,142,318,21,10,defective
1,1,3,174,1,0,3,clean
2,2,4,363,214,18,9,clean
2,2,224,142,323,18,9,defective
1,1,16,142,915,4,4,clean
1,1,104,174,49,2,13,clean
3,3,45,181,379,77,20,defective
4,4,169,94,826,63,69,defective
1,1,95,363,0,19,5,clean
1,1,13,142,1313,0,13,clean
1,1,1160,142,323,40,29,defective
2,2,14,174,1320,18,2,defective
1,1,11,94,1386,11,0,clean
1,1,4,142,1,0,4,clean
4,4,136,94,1,39,41,defective
1,1,140,142,327,14,10,clean
2,2,990,94,1815,95,109,defective
12,12,24,142,1560,13,12,defective
5,5,3,174,709,4,1,clean
9,9,15,181,2431,102,25,defective
1,1,2,47,1090,2,0,clean
12,12,57,94,2338,25,22,defective
22,22,30,363,1442,52,32,defective
28,28,42,162,1934,41,35,defective
8,8,34,142,1854,11,28,clean
2,2,181,174,670,20,10,defective
2,2,23760,181,1031,483,112,defective
1,1,4,94,343,4,1,clean
8,8,75,363,653,55,47,defective
14,14,1191,162,1251,60,72,defective
1,1,5,142,9,5,0,clean
1,1,147,142,872,21,7,clean
1,1,147,142,872,21,7,clean
1,1,494,142,401,13,26,defective
10,10,24,142,337,14,14,defective
1,1,112,174,933,14,8,clean
1,1,1230,181,209,41,30,clean
2,2,338,47,639,32,15,defective
1,1,30,94,208,6,5,clean
2,2,8144,363,523,127,59,clean
1,1,8,142,42,0,17,clean
1,1,26,142,84,0,26,clean
2,2,3,142,481,0,4,clean
1,1,506,142,0,22,23,defective
1,1,19,181,0,1,19,clean
1,1,3584,162,0,128,28,clean
10,10,32,142,563,21,16,defective
3,3,9,174,70,5,5,clean
5,5,7,181,406,16,12,defective
3,3,14,94,288,12,2,clean
7,7,273,363,509,24,164,clean
8,8,167,162,492,32,28,clean
3,3,75,142,1295,30,18,defective
1,1,8,142,0,0,8,clean
2,2,9,174,0,4,4,clean
1,1,24,142,4,6,4,clean
1,1,70,162,2,7,10,clean
2,2,594,142,0,14,11,clean
2,2,288,174,0,11,12,clean
1,1,594,142,0,27,22,clean
1,1,288,174,0,12,24,clean
2,2,1,181,0,2,1,clean
1,1,95,363,0,19,5,clean
1,1,12,162,0,2,6,clean
3,3,14,142,0,24,10,defective
4,4,432,174,0,11,9,defective
1,1,13,363,0,0,13,clean
2,2,3024,162,0,37,34,clean
1,1,14,142,0,14,0,clean
1,1,13,363,0,0,13,clean
3,3,5963,142,238,17,19,defective
1,1,1,174,23,1,1,clean
1,1,450,363,922,3,150,clean
1,1,558,142,0,9,62,clean
1,1,14,174,1324,2,7,defective
2,2,5899,142,97,73,102,defective
2,2,1225,181,111,54,59,defective
1,1,1,47,52,1,1,defective
7,7,3944,363,150,712,28,clean
3,3,174,162,23,142,5,clean
1,1,8,142,86,8,0,clean
1,1,19,181,0,0,19,clean
1,1,4,142,1,0,4,clean
2,2,1,142,2,1,1,clean
1,1,1,363,2,1,1,clean
2,2,463,142,210,39,46,defective
5,5,5,142,266,18,11,defective
5,5,42,174,378,7,4,clean
3,3,6,181,335,3,2,clean
4,4,23017,363,430,149,98,defective
2,2,14,142,323,13,1,defective
1,1,21450,174,335,165,130,clean
1,1,49938,142,79,174,287,defective
1,1,33250,363,60,125,266,clean
1,1,9900,142,403,110,90,clean
1,1,3,181,401,3,1,defective
1,1,3,94,403,1,3,clean
3,3,4,142,317,3,2,defective
2,2,1852,174,168,90,70,defective
1,1,1,181,658,1,1,clean
1,1,39,47,1048,39,0,clean
5,5,59,363,818,28,29,defective
5,5,10,162,471,10,5,clean
1,1,3,142,318,3,0,clean
4,4,3,174,256,4,2,defective
1,1,6,181,333,1,6,clean
1,1,13104,363,397,252,52,defective
1,1,34,142,1,2,17,clean
1,1,125,142,1469,125,0,clean
1,1,425,142,1299,17,25,clean
1,1,425,174,1233,17,25,clean
1,1,96,142,1019,12,8,clean
1,1,1596,181,1047,28,57,clean
3,3,4,142,912,4,6,defective
2,2,2,142,1,1,2,clean
1,1,3,142,1,1,3,clean
5,5,2717,142,1297,39,47,defective
1,1,7,142,593,7,0,clean
1,1,16,142,612,4,4,clean
2,2,317,142,3061,20,23,clean
1,1,21,162,18,7,3,clean
3,3,14,142,776,4,3,clean
1,1,256,363,668,16,16,clean
4,4,2038,142,210,30,28,defective
1,1,1517,142,1442,41,37,clean
1,1,74,142,107,0,74,clean
1,1,74,142,107,0,74,clean
1,1,16640,174,1906,208,80,defective
2,2,55,142,189,11,27,clean
4,4,3,174,585,6,10,defective
1,1,36,181,257,9,4,clean
1,1,1,94,0,1,1,defective
3,3,27,363,103,5,3,clean
1,1,240,142,1301,5,48,defective
1,1,70,142,1443,10,7,clean
1,1,32,363,199,8,4,clean
1,1,91,142,1302,13,7,clean
1,1,840,94,1382,30,28,clean
2,2,9,142,1302,7,4,clean
1,1,49938,142,79,174,287,defective
1,1,3858,363,428,645,643,defective
1,1,49938,142,79,174,287,defective
1,1,3858,363,428,645,643,defective
1,1,210,142,55,10,21,defective
2,2,259,363,232,30,23,clean
1,1,5,142,1,5,0,clean
8,8,5,142,712,4,18,defective
9,9,156,174,435,27,20,defective
3,3,40,181,197,86,100,clean
11,11,43,363,375,122,117,defective
3,3,3,162,767,1,3,clean
1,1,20640,142,1432,516,40,defective
1,1,49938,142,79,174,287,defective
1,1,1,142,127,1,1,clean
1,1,5,142,926,5,1,clean
2,2,6,94,929,3,3,clean
1,1,2397,363,933,47,51,defective
1,1,168,162,936,1,168,clean
1,1,36,142,0,4,9,clean
2,2,109,181,0,52,58,defective
1,1,9918,142,1249,114,87,defective
5,5,67,174,942,63,73,defective
16,16,20,181,580,30,13,defective
1,1,30,47,1339,6,5,defective
7,7,132,94,909,44,36,defective
6,6,925,363,956,84,88,defective
4,4,1270,162,1306,47,51,defective
1,1,80,142,319,8,10,clean
5,5,7,174,522,14,15,defective
5,5,69,181,483,70,24,defective
4,4,526,94,857,64,62,defective
2,2,1626,363,992,129,131,defective
1,1,4,142,623,4,5,clean
1,1,1,174,1326,1,1,clean
3,3,12,142,874,7,3,clean
2,2,6,142,8,6,1,defective
7,7,52,174,493,15,12,defective
3,3,2917,363,663,2006,128,defective
2,2,33,142,1546,6,8,defective
2,2,2140,174,686,185,264,defective
3,3,54,94,1383,19,9,defective
2,2,365,363,1604,44,54,clean
1,1,500,142,927,25,20,clean
1,1,1584,174,931,48,33,clean
2,2,20,363,932,25,28,defective
5,5,62,142,851,42,44,defective
6,6,11245,174,1292,57,35,defective
4,4,41,181,1807,28,8,defective
5,5,20,94,1181,6,4,defective
14,14,24,363,1112,20,12,defective
28,28,42,162,931,44,29,defective
1,1,10,142,1785,10,1,clean
3,3,44,94,1563,64,73,defective
1,1,50,363,1832,25,2,clean
6,6,1092,142,1121,86,84,defective
2,2,3962,174,1052,165,72,defective
14,14,33,181,1128,76,12,defective
1,1,9,47,1981,3,3,clean
8,8,48,94,1950,23,16,defective
5,5,22,363,1101,14,13,clean
6,6,2045,162,1180,47,44,defective
2,2,120,142,703,14,14,defective
1,1,6942,174,704,78,89,clean
1,1,266,181,734,133,2,defective
1,1,48,94,744,8,6,clean
1,1,3993,162,375,17,76,clean
3,3,26061,142,878,162,168,defective
1,1,25714,181,980,559,46,clean
1,1,15252,94,1003,164,93,defective
2,2,494,142,210,40,63,defective
1,1,11,181,207,1,11,clean
5,5,10,142,1326,4,20,defective
2,2,71,174,1185,93,21,defective
5,5,49,181,1502,112,15,defective
1,1,70,94,1979,5,14,clean
2,2,11,363,915,10,3,clean
4,4,376,162,1283,30,33,defective
2,2,1,142,0,1,1,clean
1,1,1,142,1318,1,1,clean
1,1,697,142,212,41,17,defective
1,1,132,181,84,44,3,defective
1,1,3721,363,84,61,61,clean
1,1,1188,162,62,44,27,clean
25,25,142,142,675,36,13,defective
23,23,25,174,699,8,5,defective
17,17,45,181,339,71,47,defective
4,4,91,47,118,95,8,clean
15,15,105,94,641,32,14,clean
30,30,216,363,601,36,50,defective
17,17,821,162,777,32,35,defective
1,1,648,142,383,24,27,clean
1,1,6,142,923,2,4,clean
1,1,2,174,0,2,0,clean
3,3,28,174,428,35,26,clean
2,2,48,181,1,23,4,clean
2,2,14,94,1,5,4,clean
2,2,514,363,0,344,0,defective
1,1,3024,162,0,56,54,clean
1,1,10,174,0,0,10,clean
1,1,20,174,1316,20,0,clean
1,1,36,162,1366,6,6,clean
1,1,126,174,0,7,18,clean
3,3,19,181,0,11,13,clean
4,4,8,94,0,11,12,defective
1,1,4,363,0,2,2,clean
6,6,32,162,0,5,7,clean
1,1,8280,174,933,69,120,defective
1,1,138510,174,0,405,342,clean
1,1,140,174,0,140,0,clean
1,1,25,47,0,5,5,defective
1,1,4,94,0,2,2,clean
1,1,30,174,213,30,1,clean
1,1,34029,181,308,171,199,clean
1,1,9,47,308,3,3,clean
1,1,138510,174,0,405,342,clean
1,1,372,181,0,31,12,clean
5,5,1642,174,1037,48,31,defective
1,1,1012,181,1041,22,46,defective
4,4,92,174,134,84,107,defective
3,3,562,363,337,63,34,clean
1,1,13,174,0,1,13,clean
1,1,6272,174,319,98,64,clean
1,1,30,181,321,10,3,clean
1,1,288,174,0,12,24,clean
1,1,38051,174,0,0,38051,clean
1,1,38062,181,0,38062,0,clean
2,2,715,363,0,290,148,clean
2,2,146,174,330,83,65,clean
1,1,1,174,255,1,1,clean
1,1,27,174,1316,9,3,clean
1,1,495,174,1790,15,33,clean
1,1,200,174,1021,25,8,defective
1,1,49,174,626,7,7,clean
1,1,1,94,641,1,1,clean
3,3,5,174,944,2,2,defective
1,1,72,181,938,12,6,clean
1,1,137326,363,955,577,238,clean
1,1,8280,174,933,69,120,defective
1,1,8280,174,933,69,120,defective
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,12,174,214,6,2,clean
1,1,34029,181,308,171,199,clean
1,1,8280,174,933,69,120,defective
1,1,75,181,939,15,5,clean
1,1,1,94,929,1,1,clean
1,1,330,174,25,30,11,defective
3,3,35,174,367,17,4,defective
1,1,7,94,1057,7,0,clean
2,2,7,363,900,5,0,clean
4,4,154,162,951,11,30,clean
2,2,14,174,1376,6,3,clean
1,1,2,174,215,2,0,clean
8,8,252,181,261,131,90,defective
3,3,50,94,311,18,6,clean
6,6,875,363,332,50,22,defective
1,1,6942,174,704,78,89,clean
5,5,7,181,894,8,0,clean
3,3,78,47,744,8,6,clean
1,1,16,363,287,16,1,clean
2,2,1130,162,499,33,52,clean
2,2,544,174,196,29,31,defective
16,16,23,363,396,23,18,defective
6,6,495,162,573,171,108,defective
1,1,4455,174,550,45,99,defective
3,3,872,363,144,65,9,defective
1,1,6993,162,640,111,63,defective
2,2,544,174,196,29,31,defective
4,4,2,363,211,17,4,defective
6,6,564,162,208,35,15,defective
1,1,14,174,1324,2,7,defective
2,2,9,94,1383,1,6,defective
1,1,396,363,1387,22,18,clean
1,1,4,174,85,4,0,clean
2,2,40,94,144,7,5,clean
1,1,732,174,462,78,3,clean
1,1,44,181,1913,22,2,defective
4,4,1,162,209,7,5,clean
1,1,6942,174,883,110,43,defective
1,1,585,363,1986,45,13,clean
1,1,10974,162,1984,93,118,defective
2,2,2343,174,965,119,45,defective
2,2,2,94,554,4,0,clean
5,5,15,363,854,20,17,defective
6,6,672,162,509,11,7,clean
1,1,1,174,0,0,1,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,238,174,236,17,14,clean
1,1,238,174,236,17,14,clean
1,1,100,174,0,10,10,clean
1,1,50,174,80,0,50,clean
2,2,9,174,0,7,2,clean
3,3,4,47,44,11,3,clean
1,1,64,174,254,8,8,defective
1,1,64,174,254,8,8,defective
1,1,4,174,1021,4,0,clean
2,2,2,174,0,1,1,clean
1,1,259,174,0,37,7,clean
2,2,259,174,0,15,3,defective
1,1,2900,181,0,58,50,clean
1,1,60,363,0,10,6,clean
1,1,259,174,0,37,7,clean
1,1,259,174,0,37,7,clean
1,1,259,174,0,37,7,clean
1,1,259,174,0,37,7,clean
1,1,259,174,0,37,7,clean
2,2,259,174,0,22,4,clean
1,1,259,174,0,37,7,clean
1,1,9,174,1481,0,9,clean
1,1,9,174,1481,0,9,clean
1,1,259,174,0,37,7,clean
4,4,259,174,476,11,3,clean
2,2,6,181,0,6,1,clean
1,1,138510,174,0,405,342,clean
1,1,140,174,0,140,0,clean
1,1,25,47,0,5,5,defective
1,1,4,94,0,2,2,clean
1,1,259,174,0,37,7,clean
1,1,6,181,0,6,1,clean
1,1,259,174,0,37,7,clean
1,1,28,174,967,2,14,clean
1,1,6,363,0,6,0,clean
1,1,1218,174,91,21,58,clean
1,1,41072,174,91,136,302,defective
3,3,1733,174,1038,50,39,defective
1,1,1012,181,1041,22,46,defective
2,2,9,174,0,4,4,clean
8,8,200,174,703,22,19,defective
4,4,3333,363,450,141,596,defective
1,1,8280,174,933,69,120,defective
1,1,8280,174,933,69,120,defective
1,1,27,174,1316,9,3,clean
1,1,8280,174,933,69,120,defective
1,1,42,174,212,6,7,clean
1,1,6942,174,704,78,89,clean
1,1,3993,162,741,33,121,clean
1,1,6942,174,704,78,89,clean
1,1,3993,162,1245,16,47,clean
1,1,7600,174,1316,80,95,clean
2,2,1,181,568,318,77,clean
1,1,49,47,1804,7,7,clean
4,4,42,363,3075,46,46,defective
4,4,22434,162,1078,158,172,defective
1,1,7600,174,1316,80,95,clean
3,3,217,181,774,261,58,defective
2,2,76668,162,1329,309,329,defective
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,36,174,226,6,6,clean
1,1,41,174,0,41,0,defective
1,1,560,181,0,20,28,clean
1,1,41,174,0,41,0,defective
1,1,560,181,0,20,28,clean
1,1,50,174,80,0,50,clean
2,2,1,174,0,1,0,clean
1,1,2,181,90,2,0,clean
4,4,8,363,77,10,7,clean
1,1,5,162,20,5,0,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,495,174,1790,15,33,clean
3,3,7263,174,1111,59,70,defective
1,1,4,94,1317,2,2,clean
3,3,321,363,1544,36,9,defective
6,6,194,162,1479,96,97,defective
1,1,16640,174,1906,208,80,defective
2,2,25714,181,1634,320,45,defective
1,1,62,162,9,2,31,clean
1,1,16640,174,1906,208,80,defective
2,2,246,162,2012,7,20,clean
1,1,1444,174,345,38,38,clean
1,1,138510,174,0,405,342,clean
2,2,40,174,1373,16,11,defective
1,1,4,174,13,0,4,clean
1,1,6132,181,29,73,84,clean
1,1,6,174,622,0,6,clean
1,1,44,174,0,11,4,defective
1,1,19,181,0,1,19,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,138510,174,0,405,342,clean
1,1,558,174,1315,18,31,clean
1,1,33,174,760,11,3,clean
2,2,377,363,767,30,17,clean
1,1,35,174,9,35,0,clean
1,1,25714,181,980,559,46,clean
1,1,36,94,992,6,6,clean
1,1,1,363,1494,1,1,clean
2,2,17,174,1311,18,0,clean
1,1,36,162,1366,6,6,clean
1,1,4,174,1452,0,4,clean
1,1,138510,174,0,405,342,clean
1,1,1466,181,0,1466,0,defective
2,2,315,363,0,17,12,defective
1,1,54,181,0,59,0,clean
1,1,6132,181,29,73,84,clean
1,1,34,363,0,34,0,clean
1,1,154,162,0,154,0,clean
2,2,32,181,0,37,34,clean
1,1,514,363,0,514,0,defective
1,1,83,181,0,0,62,clean
1,1,83,162,0,62,0,clean
2,2,1466,181,0,738,1,defective
1,1,57096,94,0,244,234,defective
1,1,14,363,0,7,2,clean
1,1,930,162,0,31,30,defective
1,1,30,181,0,10,3,defective
1,1,930,162,0,31,30,defective
2,2,330,181,0,28,129,defective
1,1,514,363,0,514,0,defective
1,1,7,181,0,0,7,clean
5,5,16,94,162,28,32,defective
1,1,6157,181,1,131,47,clean
1,1,6157,181,1,131,47,clean
1,1,1,181,1,1,1,defective
1,1,5029,94,1,107,47,defective
2,2,1012,181,1039,11,33,defective
1,1,7560,181,0,105,72,clean
1,1,20,181,0,5,4,clean
1,1,525,181,78,525,0,clean
1,1,1,181,86,1,0,clean
1,1,7,181,0,0,7,clean
1,1,83,181,9,83,0,clean
1,1,75,181,939,15,5,clean
1,1,45,181,78,9,5,clean
1,1,285,181,46,15,19,defective
1,1,6,162,46,3,2,clean
1,1,48,181,3,48,0,clean
1,1,34029,181,308,171,199,clean
1,1,192,94,310,24,8,clean
1,1,34029,181,308,171,199,clean
6,6,1089,181,308,189,127,defective
6,6,7060,181,308,189,123,defective
5,5,7060,181,306,215,141,defective
6,6,3847,181,306,190,125,defective
1,1,5625,181,1045,45,125,clean
1,1,1230,181,155,41,30,clean
1,1,1122,181,77,33,34,defective
1,1,40,363,78,5,8,clean
1,1,8,181,749,2,4,clean
1,1,17,181,1796,17,0,defective
2,2,990,94,1815,95,109,defective
3,3,10,363,1175,11,1,clean
2,2,2076,181,83,123,75,defective
1,1,3,181,136,3,1,clean
1,1,6,181,0,6,0,clean
1,1,4,94,0,4,0,clean
1,1,75,181,0,75,0,clean
1,1,222,363,0,222,0,clean
2,2,28,181,0,37,35,clean
2,2,54,162,0,28,27,clean
1,1,75,181,0,75,0,clean
1,1,64,181,0,64,0,clean
1,1,54,181,0,59,0,clean
2,2,330,181,0,28,129,defective
1,1,6696,181,0,51,124,defective
1,1,285,47,0,0,285,clean
3,3,911,363,15,362,3,clean
2,2,330,181,0,28,129,defective
1,1,285,47,0,0,285,clean
2,2,75,181,0,38,5,clean
1,1,514,363,0,514,0,defective
1,1,6696,181,0,51,124,defective
1,1,285,47,0,0,285,clean
3,3,114,181,2,41,3,clean
1,1,24,363,10,6,4,clean
1,1,6,181,0,6,1,clean
1,1,30,181,321,10,3,clean
2,2,6,181,0,6,1,clean
1,1,83,181,0,0,83,clean
1,1,83,162,0,83,0,clean
2,2,467950,181,128,246,478,defective
1,1,23,181,0,1,23,clean
1,1,6157,181,1,131,47,clean
1,1,216,181,962,18,12,clean
1,1,114,181,4,114,0,clean
1,1,525,181,78,525,0,clean
2,2,32,181,0,37,34,clean
1,1,30,181,321,10,3,clean
2,2,911,363,23,456,6,clean
2,2,12,181,9,7,3,clean
1,1,62,162,9,2,31,clean
2,2,15,181,629,5,5,clean
1,1,1230,181,155,41,30,clean
1,1,14,181,112,1,14,clean
1,1,525,181,78,525,0,clean
1,1,525,181,78,525,0,clean
4,4,22469,181,91,101,67,defective
1,1,42,181,78,6,7,clean
1,1,7,363,78,0,7,clean
1,1,10,181,374,5,4,clean
4,4,113,363,597,31,35,defective
1,1,560,181,0,20,28,clean
1,1,560,181,0,20,28,clean
1,1,560,181,0,20,28,clean
1,1,60,181,0,60,0,clean
1,1,911,363,23,911,0,clean
1,1,452,162,49,452,0,clean
1,1,60,181,0,60,0,clean
1,1,911,363,23,911,0,clean
1,1,99,181,0,11,9,clean
1,1,2401,94,0,49,49,clean
2,2,101,181,297,22,6,defective
10,10,30,363,300,37,34,defective
1,1,60,181,171,2,30,clean
1,1,81,181,1317,9,9,clean
2,2,68,181,1317,38,4,defective
1,1,6132,181,29,73,84,clean
1,1,4,181,0,12,0,clean
1,1,4,181,0,4,1,clean
1,1,83,181,0,0,110,clean
1,1,83,162,0,83,0,clean
1,1,5,181,1037,1,5,clean
1,1,208,181,36,208,0,clean
1,1,6157,181,1,131,47,clean
1,1,16,181,835,4,4,clean
1,1,45,181,78,9,5,clean
1,1,26,181,68,13,2,clean
1,1,428,162,82,428,0,clean
1,1,11,181,53,11,0,clean
1,1,25714,181,980,559,46,clean
2,2,6,363,0,0,6,clean
1,1,2,181,299,2,1,clean
1,1,4838,363,306,59,82,defective
1,1,55,162,883,4,9,clean
2,2,7,181,313,7,1,clean
1,1,35400,181,1530,600,59,clean
1,1,1408,181,161,64,22,clean
1,1,333,94,1061,37,9,clean
1,1,5,162,162,1,5,clean
1,1,83,181,162,0,83,clean
2,2,202,162,262,132,2,clean
1,1,6,181,1475,6,0,clean
2,2,20,181,634,10,0,clean
2,2,19,181,439,8,1,defective
1,1,9,94,330,5,1,clean
1,1,4,181,26,2,2,clean
2,2,79,181,78,265,1,clean
2,2,9,363,679,42,10,clean
2,2,667,181,1979,27,28,defective
1,1,467950,181,128,490,955,clean
2,2,16,181,127,11,3,defective
1,1,16,363,128,4,4,clean
1,1,4,181,980,2,2,clean
3,3,45,363,1465,25,37,clean
1,1,56048,162,1000,226,248,clean
2,2,1012,181,1039,11,33,defective
3,3,432,181,14,38,29,defective
1,1,4,363,12,4,0,clean
1,1,25,47,128,5,5,clean
1,1,336,47,0,336,0,clean
2,2,30967,363,6,63,58,clean
1,1,1,47,0,1,1,defective
1,1,1,94,0,1,1,clean
1,1,1089,363,0,33,33,clean
1,1,4,47,635,2,2,clean
1,1,4,94,641,2,2,clean
1,1,380,47,1,20,19,clean
2,2,150,47,696,34,26,clean
2,2,4,47,170,2,2,clean
2,2,2,94,227,5,0,clean
1,1,13104,363,397,252,52,defective
1,1,1,162,1,0,1,clean
1,1,4,47,121,63,0,clean
1,1,2,94,339,0,2,clean
1,1,39,47,1048,39,0,clean
1,1,4,47,170,4,0,clean
1,1,702,47,641,39,18,defective
2,2,208,363,418,40,55,defective
1,1,96,162,484,10,4,clean
1,1,4,47,635,2,2,clean
1,1,4,94,641,2,2,clean
1,1,285,47,641,0,285,clean
1,1,285,47,641,0,285,clean
1,1,1,47,0,1,1,clean
2,2,150,47,696,34,26,clean
1,1,1,47,0,1,1,clean
2,2,370,47,780,24,13,defective
2,2,3858,363,375,436,431,defective
1,1,5,47,0,5,1,clean
1,1,7225,47,0,85,85,clean
1,1,288,47,33,288,0,clean
1,1,288,47,33,288,0,clean
1,1,288,47,33,288,0,clean
1,1,49,47,1804,7,7,clean
1,1,4,94,103,4,0,clean
6,6,157,363,325,15,5,defective
3,3,189,94,0,22,3,clean
2,2,1297,363,1,34,39,defective
1,1,63,162,1,3,21,clean
1,1,54,94,81,9,6,clean
1,1,95,94,323,19,5,clean
1,1,2080,363,330,65,32,clean
1,1,8,94,316,8,0,clean
1,1,330,94,315,30,11,clean
1,1,192,94,310,24,8,clean
2,2,1760,363,332,30,27,clean
1,1,2,94,128,11,2,clean
1,1,15,94,70,15,0,clean
1,1,5,94,1176,5,0,clean
1,1,60,94,341,6,10,clean
1,1,65,94,791,13,5,defective
2,2,7,363,551,432,428,defective
2,2,990,94,1815,95,109,defective
2,2,225,363,1384,17,22,clean
1,1,7,94,0,7,1,clean
1,1,7,94,0,7,1,clean
1,1,7,94,0,7,1,clean
1,1,2,94,0,2,0,clean
1,1,371,94,6,53,7,clean
1,1,17,94,137,0,17,clean
1,1,65,94,791,13,5,defective
1,1,3858,363,428,645,643,defective
1,1,2401,94,0,49,49,clean
1,1,190,94,641,19,10,clean
2,2,911,363,23,456,6,clean
1,1,2728,162,20,88,31,clean
1,1,32,94,1810,8,4,clean
1,1,1640,363,1822,41,40,clean
1,1,60,94,171,3,6,clean
1,1,18,94,0,6,3,clean
3,3,658,363,394,340,573,defective
1,1,514,363,0,514,0,defective
2,2,35931,363,120,70,59,defective
1,1,1,162,182,1,0,clean
1,1,116,363,340,58,58,clean
1,1,5,363,0,5,0,clean
1,1,658,363,0,658,0,clean
1,1,34,363,0,34,0,clean
1,1,658,363,0,658,0,clean
1,1,658,363,0,658,0,clean
1,1,658,363,11,784,0,clean
2,2,415,363,51,82,45,clean
1,1,694382,363,828,442,1571,defective
1,1,11100,363,1549,100,111,clean
1,1,10,363,40,5,2,clean
1,1,4,363,0,2,2,clean
2,2,16,363,0,25,250,defective
2,2,16129,363,98,47,46,clean
1,1,694382,363,828,442,1571,defective
1,1,81,363,702,81,0,clean
1,1,415,363,102,5,83,clean
3,3,626,363,321,23,24,defective
2,2,694382,363,787,291,866,defective
1,1,415,363,102,5,83,clean
2,2,9,363,679,42,10,clean
2,2,1,363,0,0,4,clean
1,1,2268,363,336,54,42,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
2,2,4,363,642,3,3,clean
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,744,363,181,186,4,defective
1,1,694382,363,828,442,1571,defective
1,1,137326,363,955,577,238,clean
1,1,209,162,938,11,19,clean
1,1,7,363,1987,7,1,clean
1,1,52,363,37,27,54,clean
1,1,120,363,1491,6,8,clean
1,1,15,162,1277,71,19,defective
1,1,9,363,2004,8,10,clean
1,1,6,363,186,6,0,clean
1,1,825,162,188,33,25,clean
1,1,3858,363,657,28,659,clean
1,1,3600,363,1322,60,60,defective
3,3,44,363,1,40,14,defective
1,1,14,162,50,7,2,clean
1,1,1760,363,330,44,40,clean
