@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R3,5-6,8'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,1760,363,330,44,40,clean
1,1,1760,363,330,44,40,clean
1,1,96,363,346,96,0,clean
1,1,6889,363,1099,83,83,clean
1,1,6,363,186,6,0,clean
11,11,66,363,427,29,12,defective
16,16,13,162,514,43,19,defective
3,3,948,363,594,81,21,defective
3,3,4906,363,1338,85,61,defective
10,10,1706,162,1356,106,115,defective
1,1,25,363,1322,5,5,clean
1,1,3072,363,309,48,64,clean
1,1,132,363,324,11,12,clean
2,2,23,363,548,54,31,defective
3,3,1014,162,686,112,48,defective
12,12,3670,363,385,354,27,defective
6,6,1122,162,438,11,14,defective
2,2,105,363,707,2797,0,defective
2,2,56,363,85,12,20,clean
1,1,3072,363,309,48,64,clean
1,1,78,363,1821,39,2,clean
2,2,837,363,1393,53,20,defective
1,1,384,162,1398,16,24,clean
1,1,40,363,83,20,2,clean
2,2,36,363,432,10,10,clean
1,1,4,363,62,2,2,clean
3,3,17,363,1057,50,29,defective
8,8,1978,162,1126,124,90,defective
2,2,3858,363,376,695,542,defective
1,1,694382,363,828,442,1571,defective
1,1,694382,363,828,442,1571,defective
1,1,110,363,102,11,10,clean
1,1,300,363,0,300,0,clean
1,1,694382,363,828,442,1571,defective
1,1,694382,363,828,442,1571,defective
1,1,694382,363,828,442,1571,defective
1,1,4838,363,306,59,82,defective
1,1,415,363,102,5,83,clean
3,3,626,363,321,23,24,defective
1,1,114,363,271,19,6,clean
1,1,11154,162,292,143,78,clean
1,1,1280,363,0,160,8,clean
1,1,415,363,102,5,83,clean
1,1,222,363,0,222,0,clean
1,1,174,363,0,174,0,clean
1,1,110,363,102,11,10,clean
1,1,232,363,0,58,4,defective
1,1,174,363,0,174,0,clean
1,1,232,363,0,58,4,defective
1,1,110,363,102,11,10,clean
1,1,514,363,0,344,0,defective
1,1,514,363,0,514,0,defective
2,2,658,363,0,352,248,defective
5,5,4838,363,304,60,68,defective
1,1,222,363,0,222,0,clean
1,1,903,363,0,43,21,clean
2,2,32,363,0,14,25,clean
1,1,16,162,0,16,0,clean
1,1,911,363,23,911,0,clean
2,2,658,363,0,352,248,defective
2,2,658,363,0,352,248,defective
1,1,7,363,1,0,7,clean
2,2,148,363,1322,37,4,defective
1,1,4,363,62,2,2,clean
3,3,144,363,698,1865,30,defective
1,1,270980,363,272,797,340,defective
1,1,10,363,1541,10,0,clean
1,1,694382,363,828,442,1571,defective
1,1,137326,363,955,577,238,clean
1,1,209,162,938,11,19,clean
1,1,4838,363,306,59,82,defective
1,1,4838,363,306,59,82,defective
1,1,270980,363,272,797,340,defective
1,1,415,363,102,5,83,clean
2,2,1297,363,1,34,39,defective
1,1,11,162,1,0,11,clean
1,1,137326,363,955,577,238,clean
2,2,911,363,425,676,785,defective
2,2,10,363,2,33,18,clean
2,2,562,363,324,44,22,clean
2,2,562,363,324,44,22,clean
2,2,562,363,324,44,22,clean
2,2,562,363,324,44,22,clean
1,1,49,363,0,49,0,clean
1,1,174,363,0,174,0,clean
1,1,60,363,2,10,6,clean
1,1,49,363,178,7,7,clean
1,1,9,363,2208,9,11,clean
4,4,617,162,5108,58,38,defective
3,3,70,363,465,70,24,defective
1,1,10,162,139,5,2,clean
1,1,1760,363,330,44,40,clean
1,1,1760,363,330,44,40,clean
1,1,1760,363,330,44,40,clean
4,4,948,363,606,51,18,defective
1,1,2397,363,933,47,51,defective
1,1,4,162,955,0,4,clean
1,1,56,363,78,7,8,clean
1,1,40,363,39,4,4,clean
2,2,50,363,167,8,7,clean
1,1,21632,363,1344,208,104,defective
1,1,25740,162,1349,165,156,defective
1,1,117,363,626,117,0,clean
1,1,12,363,899,3,4,clean
1,1,694382,363,828,442,1571,defective
1,1,415,363,102,5,83,clean
1,1,110,363,102,11,10,clean
1,1,259,363,27,18,18,clean
1,1,259,363,27,18,18,clean
1,1,415,363,102,5,83,clean
1,1,72,363,634,36,2,clean
1,1,259,363,0,37,7,clean
2,2,3349,363,687,1887,39,defective
1,1,694382,363,828,442,1571,defective
1,1,60,363,2,10,6,clean
1,1,3,363,1482,3,1,clean
1,1,9,162,1482,1,9,clean
2,2,3721,363,72,93,163,clean
1,1,3721,363,84,61,61,clean
2,2,3721,363,72,93,163,clean
1,1,110,363,102,11,10,clean
1,1,234,363,5817,18,13,clean
1,1,5593,363,707,5593,0,defective
2,2,658,363,0,352,248,defective
1,1,694382,363,828,442,1571,defective
2,2,658,363,0,352,248,defective
1,1,694382,363,828,442,1571,defective
2,2,16660,363,307,97,71,defective
1,1,8,363,16,2,4,clean
1,1,121,363,258,11,11,clean
1,1,415,363,102,5,83,clean
1,1,36,363,96,6,6,clean
1,1,270980,363,272,797,340,defective
1,1,694382,363,828,442,1571,defective
1,1,270980,363,272,797,340,defective
1,1,270980,363,272,797,340,defective
1,1,5593,363,707,5593,0,defective
1,1,259,363,0,37,7,clean
2,2,174,363,892,45,58,clean
1,1,415,363,102,5,83,clean
1,1,132,363,324,11,12,clean
2,2,4578,363,394,142,51,defective
2,2,19,363,91,9,3,clean
5,5,3944,363,687,1288,48,defective
1,1,694382,363,828,442,1571,defective
2,2,694382,363,788,329,898,defective
1,1,1056,162,754,32,33,clean
1,1,694382,363,828,442,1571,defective
1,1,13104,363,397,252,52,defective
2,2,16660,363,307,97,71,defective
1,1,415,363,102,5,83,clean
1,1,415,363,102,5,83,clean
3,3,4838,363,306,61,79,defective
1,1,1160,363,953,40,29,clean
1,1,42,363,322,21,2,clean
5,5,256,363,313,38,38,defective
1,1,415,363,102,5,83,clean
1,1,2,363,920,1,2,clean
1,1,694382,363,828,442,1571,defective
1,1,415,363,102,5,83,clean
1,1,396,363,1387,22,18,clean
1,1,6561,363,1007,81,81,clean
1,1,56048,162,1000,226,248,clean
1,1,49,363,949,7,7,clean
1,1,137326,363,955,577,238,clean
2,2,80,363,28,52,7,clean
4,4,325,162,569,31,12,defective
4,4,27,162,504,32,1,clean
1,1,266,162,0,19,14,clean
1,1,3024,162,0,56,54,clean
2,2,3024,162,0,37,34,clean
1,1,18,162,641,1,18,clean
1,1,168,162,660,56,3,clean
2,2,228362,162,1316,251,251,clean
1,1,62,162,9,2,31,clean
1,1,506,162,5875,23,22,clean
1,1,506,162,5875,23,22,clean
1,1,1904,162,5901,56,34,clean
1,1,7150,162,1998,130,55,defective
1,1,120,162,1103,10,12,defective
2,2,10,162,0,5,0,clean
1,1,730,162,1937,730,0,clean
1,1,9296,162,349,85,101,clean
2,2,825,162,187,17,15,clean
2,2,465,162,1023,232,232,clean
1,1,16,162,477,0,13,clean
1,1,4,162,40,0,4,clean
3,3,62388,162,1330,234,357,defective
1,1,3993,162,741,33,121,clean
1,1,4,162,93,0,4,clean
1,1,3,162,75,0,3,clean
11,11,251,162,1136,76,60,defective
1,1,31407,162,1329,87,361,defective
2,2,84688,162,1319,270,432,defective
1,1,9,162,1482,1,9,clean
2,2,20,162,0,1,12,clean
1,1,3024,162,0,56,54,clean
1,1,3024,162,0,56,54,clean
1,1,452,162,49,452,0,clean
1,1,452,162,49,452,0,clean
1,1,209,162,938,11,19,clean
1,1,428,162,82,428,0,clean
1,1,88,162,1481,8,11,clean
1,1,9296,162,349,85,101,clean
1,1,9296,162,349,85,101,clean
1,1,825,162,188,33,25,clean
1,1,3135,162,5843,57,55,clean
1,1,3135,162,5843,57,55,clean
1,1,3993,162,741,33,121,clean
1,1,3993,162,375,17,76,clean
1,1,3993,162,741,33,121,clean
1,1,62,162,9,2,31,clean
1,1,3993,162,741,33,121,clean
1,1,62,162,9,2,31,clean
1,1,300,162,632,100,3,clean
1,1,841,162,18,29,29,clean
1,1,228362,162,1310,454,503,clean
1,1,841,162,18,29,29,clean
1,1,12,162,1351,6,2,clean
1,1,434,162,1016,62,7,clean
1,1,1,162,62,0,1,clean
1,1,428,162,82,428,0,clean
1,1,21,162,18,7,3,clean
1,1,5,162,0,5,0,clean
1,1,3993,162,741,33,121,clean
1,1,841,162,18,29,29,clean
1,1,19,162,1,0,19,clean
1,1,4899,162,0,69,71,clean
1,1,428,162,82,428,0,clean
1,1,16,162,393,4,4,clean
1,1,2,162,81,2,1,clean
1,1,7150,162,1998,130,55,defective
1,1,168,162,936,1,168,clean
1,1,112,19,3,112,0,defective
1,1,2236,59,0,43,52,clean
4,4,66,28,3,35,36,clean
2,2,6,40,0,4,1,clean
2,2,990,42,107,37,24,clean
1,1,4516,45,3,2507,0,clean
1,1,171,19,275,19,9,clean
2,2,196,59,16,185,0,clean
1,1,1,19,136,1,1,clean
1,1,60,19,12,3,7,clean
1,1,224,38,0,16,14,clean
1,1,379,19,94,190,179,clean
2,2,69333,28,70,213,102,clean
3,3,816,19,242,27,4,clean
1,1,1548,16,147,86,18,clean
17,17,173,59,107,43,71,defective
3,3,256,12,119,14,14,defective
1,1,52900,19,114,230,230,clean
2,2,19,28,92,9,3,clean
27,27,5,38,72,35,43,defective
10,10,73,40,68,82,29,defective
11,11,114,22,77,74,378,defective
3,3,6536,42,60,30,34,clean
10,10,99,45,75,76,49,clean
2,2,274,6,29,50,37,clean
1,1,742,19,39,106,7,clean
2,2,3,12,30,0,3,clean
1,1,742,19,39,106,7,clean
1,1,1,59,33,1,1,clean
1,1,3,12,31,0,3,clean
1,1,68453,40,32,77,889,defective
1,1,10,19,38,4,5,clean
1,1,1075,59,409,215,5,clean
1,1,1,19,77,1,1,clean
4,4,1273,38,80,35,19,clean
5,5,51,40,64,165,117,clean
1,1,32,22,110,8,4,clean
2,2,33408,42,25,44,192,clean
3,3,351,45,80,28,142,clean
1,1,72,19,235,36,2,clean
2,2,18,19,302,176,55,clean
2,2,171,19,279,43,10,clean
2,2,175,59,64,125,57,clean
1,1,980,19,0,980,0,clean
1,1,990,42,143,30,33,clean
5,5,71,19,258,43,8,defective
7,7,1740,59,121,80,76,defective
1,1,275,19,190,25,11,clean
4,4,74,38,67,19,63,clean
3,3,37,22,123,37,19,defective
1,1,42,42,254,42,1,defective
1,1,1014,45,28,39,26,clean
1,1,1029,19,182,49,21,clean
1,1,171,19,275,19,9,clean
2,2,196,59,16,185,0,clean
3,3,1056,19,139,53,58,clean
4,4,68,38,114,289,18,defective
2,2,58,19,26,7,8,defective
3,3,745,59,37,78,29,defective
1,1,93,38,17,31,3,clean
2,2,6950,40,22,72,28,defective
1,1,816,19,284,68,12,clean
4,4,1023,59,142,59,110,defective
1,1,1419,16,3,43,33,clean
3,3,510,59,0,95,136,clean
1,1,67,28,3,67,0,clean
3,3,165,40,33,30,297,defective
2,2,288,42,17,4,20,clean
1,1,816000,16,182,960,850,clean
1,1,1412,28,182,1412,0,clean
1,1,13482,16,40,126,107,clean
1,1,226,28,40,226,0,clean
1,1,13482,16,40,126,107,clean
1,1,226,28,40,226,0,clean
1,1,816000,16,180,884,768,clean
2,2,373,28,179,811,3,defective
1,1,6,16,76,6,0,clean
1,1,627,10,68,627,0,clean
1,1,6,16,47,6,1,clean
4,4,988,38,69,20,34,clean
2,2,6319,40,186,125,138,defective
3,3,3432,22,84,112,148,clean
3,3,15488,45,125,82,316,clean
1,1,1548,16,147,86,18,clean
1,1,4899,16,0,69,71,clean
1,1,4,28,0,2,2,clean
1,1,1419,16,3,43,33,clean
1,1,67,28,3,67,0,clean
2,2,1672,16,262,58,33,clean
1,1,3720,59,239,60,62,clean
1,1,21,45,207,21,0,clean
2,2,8919,16,168,186,91,clean
1,1,108,28,143,18,6,clean
3,3,33473,40,203,131,119,defective
1,1,43836,2,238,281,156,clean
1,1,816000,16,111,543,478,clean
1,1,1412,28,111,819,0,clean
2,2,315,16,75,26,12,defective
2,2,135905,59,156,303,327,clean
1,1,558,19,105,62,9,clean
1,1,1120,22,154,32,35,clean
2,2,2646,59,128,86,39,clean
1,1,141229,59,66,407,347,clean
4,4,2072,59,185,103,498,clean
2,2,4,40,161,11,1,clean
2,2,77500,22,63,166,132,clean
2,2,121,59,229,213,224,defective
1,1,5,59,105,5,1,clean
1,1,1,59,61,1,1,clean
1,1,51562,59,171,254,203,clean
1,1,500,59,177,25,20,clean
1,1,1924,38,63,74,26,clean
2,2,6110,59,87,81,105,clean
5,5,15762,59,190,103,124,defective
2,2,84,12,9,7,138,clean
1,1,13,10,32,13,1,clean
3,3,325,28,25,46,10,clean
2,2,4,38,62,3,1,clean
4,4,91,40,26,179,56,defective
5,5,26,22,80,10,2,defective
1,1,6536,42,29,86,76,clean
1,1,24,45,22,24,0,defective
1,1,6300,6,49,49,362,clean
1,1,324,59,82,18,18,clean
1,1,240,12,82,15,16,clean
1,1,702,40,40,270,296,defective
2,2,13662,59,166,151,109,clean
1,1,2040,40,163,51,40,clean
2,2,406,42,195,36,44,clean
3,3,5,59,0,1,92,clean
2,2,176,59,17,13,20,clean
3,3,2013,38,11,23,12,clean
2,2,87,22,3,19,5,defective
2,2,63,59,30,6,7,clean
8,8,75,59,100,68,58,clean
1,1,484,59,89,22,22,clean
1,1,702,40,60,389,444,defective
1,1,610,22,134,122,5,defective
1,1,324,59,22,18,18,clean
2,2,11324,59,126,41,85,clean
3,3,510,59,0,95,136,clean
1,1,8550,59,116,75,114,clean
1,1,34,40,166,34,0,clean
4,4,6438,59,35,62,50,clean
1,1,16,38,33,4,4,clean
1,1,500,59,177,25,20,clean
1,1,1924,38,63,74,26,clean
1,1,112,59,65,28,4,clean
1,1,12,28,65,12,0,clean
2,2,58,59,170,10,10,clean
1,1,828,40,6,3,276,clean
2,2,25,45,22,15,2,defective
2,2,4,59,88,4,0,clean
17,17,27,59,0,24,27,defective
3,3,12,59,0,5,1,clean
1,1,324,59,22,18,18,clean
3,3,895,59,22,0,854,clean
1,1,3720,59,239,60,62,clean
1,1,969,45,201,51,19,clean
1,1,170,59,67,17,10,clean
1,1,141229,59,66,407,347,clean
1,1,12545,59,36,193,65,defective
1,1,93,38,17,31,3,clean
1,1,6950,40,22,139,50,defective
1,1,77720,59,75,290,268,clean
1,1,1,38,75,1,1,clean
3,3,2706,59,82,65,53,clean
1,1,240,12,82,15,16,clean
1,1,1,10,194,1,1,clean
2,2,11,38,81,18,0,clean
2,2,178,40,35,63,224,defective
3,3,400,22,112,64,9,defective
1,1,966,45,86,46,21,clean
1,1,7744,59,263,88,88,clean
1,1,4,38,219,4,0,clean
1,1,3720,59,239,60,62,clean
1,1,969,45,201,51,19,clean
2,2,14,59,181,141,139,clean
1,1,19740,59,524,141,140,clean
2,2,683764,59,291,429,440,clean
2,2,26000,59,66,108,70,clean
1,1,2072,59,67,0,2072,clean
1,1,2756,59,409,52,53,clean
1,1,729,19,411,27,27,clean
1,1,131705,59,409,371,355,clean
1,1,729,19,411,27,27,clean
1,1,70064,40,411,302,232,clean
1,1,3696,22,373,176,21,clean
1,1,7189,45,374,91,79,clean
1,1,32,12,18,4,8,clean
1,1,156,38,18,12,13,clean
2,2,252,12,0,15,18,clean
2,2,7,38,0,7,2,clean
1,1,105,12,0,0,105,clean
8,8,122,12,0,2,83,clean
2,2,1,19,0,29,12,clean
6,6,12,38,0,39,71,defective
2,2,4,40,0,4,2,clean
1,1,1,12,103,1,1,clean
1,1,1176,19,230,196,6,clean
1,1,9,40,0,9,0,clean
2,2,1,19,77,2,2,clean
1,1,36850,19,319,335,110,clean
1,1,1,19,0,1,1,clean
1,1,1,19,0,1,1,clean
1,1,1,19,0,1,1,clean
1,1,1,19,0,1,1,clean
1,1,30,40,0,30,0,clean
1,1,1,19,0,1,1,clean
1,1,957,19,0,0,957,clean
1,1,957,19,0,0,957,clean
4,4,5,10,0,9,0,clean
1,1,591,10,70,591,0,defective
2,2,116,10,11,62,3,clean
1,1,627,10,68,627,0,clean
2,2,5670,10,87,82,44,clean
1,1,81,28,90,9,9,clean
4,4,591,10,78,187,13,defective
1,1,226,28,40,226,0,clean
1,1,36,28,60,6,6,clean
1,1,246,28,43,41,6,clean
1,1,43,28,0,43,0,defective
1,1,27,28,102,3,9,clean
1,1,4275,22,87,75,57,defective
1,1,12,28,65,12,0,clean
1,1,36,28,60,6,6,clean
2,2,16,28,0,36,1,clean
1,1,12,28,65,12,0,clean
1,1,67,28,3,67,0,clean
1,1,4158,28,68,54,77,clean
1,1,990,38,57,110,9,clean
2,2,1296,28,142,87,31,clean
1,1,6,38,76,6,0,clean
3,3,31,42,57,16,19,clean
2,2,979,38,90,65,24,clean
1,1,9676,38,69,118,82,clean
1,1,104,38,45,8,13,clean
1,1,1,38,2,1,1,clean
1,1,35,38,0,35,0,clean
1,1,33,40,0,0,33,clean
1,1,16872,38,79,111,152,defective
1,1,100,38,59,10,10,clean
1,1,6,40,59,6,1,clean
1,1,32480,45,59,280,116,clean
1,1,5,38,91,5,0,clean
1,1,1140,38,91,0,1140,clean
1,1,9676,38,69,118,82,clean
1,1,1,38,75,1,1,clean
5,5,181,38,16,23,21,defective
2,2,237,40,24,42,4,clean
1,1,2,42,23,0,2,clean
1,1,8,45,27,8,0,clean
1,1,114736,38,232,404,284,clean
1,1,196,38,143,49,4,clean
1,1,3,40,140,0,3,clean
1,1,16,42,159,16,0,clean
1,1,196,38,143,49,4,clean
2,2,134,40,98,68,47,clean
1,1,756,38,377,28,27,clean
1,1,70064,40,411,302,232,clean
1,1,70064,40,411,302,232,clean
1,1,400,40,159,20,20,clean
1,1,2115,22,157,45,47,clean
8,8,10294,40,76,103,64,defective
1,1,12,40,23,0,12,clean
1,1,4284,45,24,63,68,clean
3,3,8,40,28,4,0,clean
1,1,751,40,107,0,751,clean
2,2,62,40,0,31,30,clean
1,1,60,40,0,6,10,clean
1,1,68453,40,32,77,889,defective
1,1,610,22,134,122,5,defective
2,2,62,40,0,31,30,clean
2,2,62,40,0,31,30,clean
1,1,2028,40,11,26,22,clean
1,1,3712,22,0,0,3712,clean
1,1,2300,22,172,50,46,clean
1,1,1368,42,216,18,76,clean
1,1,25,22,121,5,5,clean
1,1,7160,45,103,40,179,clean
1,1,14,6,83,0,14,clean
1,1,4,22,132,4,0,clean
1,1,10948,22,0,119,92,clean
1,1,2690408,22,343,1796,1498,clean
2,2,120,22,142,13,7,defective
1,1,10350,42,215,90,115,clean
1,1,1989,42,137,51,39,clean
1,1,21,42,121,0,21,clean
1,1,4,6,121,2,2,clean
1,1,192,42,216,8,24,clean
1,1,192,42,216,8,24,clean
1,1,22,42,124,22,1,clean
1,1,1368,42,216,18,76,clean
1,1,92092,42,120,356,309,clean
1,1,990,42,143,30,33,clean
1,1,878,42,138,0,878,clean
1,1,92092,42,120,356,309,clean
1,1,990,42,143,30,33,clean
1,1,92092,42,120,356,309,clean
1,1,990,42,143,30,33,clean
1,1,990,42,143,30,33,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,60,192,159,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,60,192,159,clean
2,2,1132,42,45,378,20,clean
1,1,92092,42,120,356,309,clean
1,1,1368,42,216,18,76,clean
1,1,92092,42,120,356,309,clean
1,1,92092,42,60,192,159,clean
1,1,92092,42,120,356,309,clean
1,1,4516,45,2,4516,0,clean
1,1,4516,45,2,4516,0,clean
1,1,4516,45,2,4516,0,clean
1,1,4516,45,2,4516,0,clean
1,1,1067,45,2,0,1067,clean
1,1,1398,45,2,0,1398,clean
1,1,45,45,49,45,0,clean
1,1,13570,45,254,118,115,clean
1,1,131,45,175,0,131,clean
1,1,7160,45,77,20,120,clean
1,1,11,45,4,11,0,clean
1,1,13,45,0,13,0,clean
1,1,13,6,0,0,13,clean
1,1,4516,45,2,4516,0,clean
1,1,16,45,0,16,0,clean
1,1,10,45,0,10,0,clean
1,1,499,45,5,499,0,clean
1,1,10,45,0,10,0,clean
1,1,499,45,5,499,0,clean
1,1,22,45,0,22,0,clean
1,1,499,45,5,499,0,clean
1,1,22,45,0,22,0,clean
1,1,499,45,5,499,0,clean
1,1,16,45,0,16,0,clean
1,1,2837,45,0,0,2837,clean
1,1,2837,45,0,0,2837,clean
1,1,1398,45,0,0,1398,clean
1,1,16,45,0,16,0,clean
1,1,2837,45,0,0,2837,clean
2,2,699,56,0,349,349,clean
2,2,699,56,0,349,349,clean
2,2,699,56,0,349,349,clean
2,2,699,56,0,349,349,clean
2,2,1152,56,0,34,40,clean
1,1,19,56,0,0,19,clean
1,1,276,56,20,276,0,clean
1,1,1092,50,3,21,52,clean
1,1,276,56,20,276,0,clean
1,1,1092,50,3,21,52,clean
2,2,110,56,556,21,22,clean
1,1,2,56,437,2,0,clean
1,1,6952,15,429,88,79,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,2,56,23,2,1,clean
1,1,8,541,23,4,2,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
1,1,194,56,7,194,0,clean
3,3,6,56,254,22,2,clean
8,8,154,541,161,32,40,defective
6,6,1,50,130,29,6,clean
3,3,64,20,12,61,65,clean
4,4,132,13,167,104,81,clean
1,1,225,56,69,15,15,clean
2,2,729,541,69,27,27,clean
1,1,56,50,69,8,7,defective
2,2,80,20,69,6,6,clean
1,1,19,56,19,19,0,clean
1,1,9696,541,0,48,202,clean
1,1,7,56,124,0,7,clean
2,2,17,56,11,20,5,clean
1,1,5,56,235,0,8,clean
2,2,329,56,345,25,14,defective
2,2,12,541,402,14,3,clean
1,1,4,56,43,1,4,clean
5,5,330,56,249,125,37,clean
6,6,262,541,286,35,36,defective
1,1,294,56,91,21,14,clean
1,1,4,541,106,0,4,clean
2,2,1152,56,0,34,40,clean
1,1,4,56,0,4,0,clean
3,3,49,541,0,34,4,clean
1,1,12,56,61,12,1,clean
2,2,4,541,79,12,10,clean
1,1,10952,15,429,74,148,clean
1,1,580,13,109,580,0,clean
1,1,4,56,517,2,2,clean
1,1,1072,541,746,8,134,clean
1,1,2,50,760,0,2,clean
2,2,12,56,91,11,2,clean
4,4,15,541,0,18,59,clean
1,1,4,56,0,4,0,clean
4,4,15,541,0,24,58,clean
1,1,5,56,0,5,0,clean
1,1,225,541,0,0,225,clean
2,2,42,56,9,11,3,clean
1,1,225,541,0,0,225,clean
1,1,26,56,107,13,2,clean
1,1,225,541,0,0,225,clean
2,2,5,56,189,10,1,clean
4,4,105,541,0,31,61,clean
2,2,26,56,0,15,0,clean
4,4,324,541,0,17,58,clean
2,2,21,56,0,13,7,clean
1,1,1,56,363,1,1,clean
2,2,139,541,397,21,8,clean
2,2,49,50,410,4,21,clean
1,1,9,56,717,3,3,clean
2,2,50,541,503,8,53,clean
1,1,9,56,84,0,9,clean
1,1,12,56,437,0,12,clean
1,1,4,50,432,2,2,clean
1,1,9,56,361,0,9,clean
1,1,1215,56,1064,45,27,clean
1,1,9696,541,0,48,202,clean
2,2,190,541,736,618,523,defective
1,1,4,50,477,2,2,clean
8,8,416,20,434,28,14,defective
6,6,195,15,558,62,41,defective
2,2,21,13,286,16,6,clean
1,1,2640,541,443,440,6,clean
1,1,756,50,457,27,28,clean
1,1,1222,541,442,47,26,clean
2,2,12475,15,475,231,140,clean
1,1,24849,541,18,3,8283,clean
1,1,24849,541,18,3,8283,clean
4,4,52,541,252,8,32,clean
1,1,56,541,29,0,144,clean
1,1,9696,541,0,48,202,clean
2,2,4,15,0,2,2,clean
2,2,44,50,0,7,14,clean
3,3,2209,15,7,17,17,clean
1,1,214,13,948,214,0,clean
1,1,56,541,58,1,56,clean
1,1,9696,541,0,48,202,clean
2,2,1173,541,28,25,13,defective
2,2,16,541,183,4,4,clean
5,5,221,541,192,28,17,clean
2,2,324,541,0,26,117,clean
2,2,560,541,759,18,8,clean
1,1,24,50,791,24,0,clean
1,1,884,20,782,17,52,clean
2,2,47,541,0,5,112,clean
1,1,2756,541,769,52,53,clean
3,3,264,541,0,24,80,clean
2,2,324,541,0,26,117,clean
2,2,18,541,316,3,7,clean
1,1,2,541,1683,2,1,clean
2,2,128,50,2418,227,36,clean
1,1,4,20,2550,0,4,clean
3,3,324,541,0,25,82,clean
1,1,1164,541,0,1164,0,clean
1,1,24849,541,18,3,8283,clean
1,1,72,541,102,12,6,clean
1,1,1,20,105,1,1,clean
1,1,1,13,492,1,1,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
2,2,1474,541,0,737,738,clean
